Title,Product Name,URL,Source_int_ID,Verdict,Score,Pic,Category,Date,Summary,Author
Test: MSI GS63VR,MSI GS63VR,https://www.teknikhype.se/test-msi-gs63vr/,25334,,,https://www.teknikhype.se/wp-content/uploads/2017/03/MSI-GS63-1.jpg,PC,2017-03-21,[av_image src=’https://www.teknikhype.se/wp-content/uploads/2017/03/MSI-GS63-1.jpg’ attachment=’25399′ attachment_size=’full’ align=’center’ styling=” hover=” link=” target=” caption=” font_size=” appearance=” overlay_opacity=’0.4′ overlay_color=’#000000′ overlay_text_color=’#ffffff’ animation=’no-animation’][/av_image] [av_textblock size=” font_color=” color=”] MSI bevisar att en bärbar speldator inte behöver vara tjock och klumpig utan är minst lika tunn om inte tunnare än en “vanlig” laptop. Vi är långt ifrån ensamma om att betrakta en bärbar speldator som […],Ivan Spoljaric
Test: Sudio Regent,Sudio Regent,https://www.teknikhype.se/test-sudio-regent/,25544,,,https://www.teknikhype.se/wp-content/uploads/2017/04/Sudio-regent-1.jpg,Ljud,2017-04-03,"[av_image src=’https://www.teknikhype.se/wp-content/uploads/2017/04/Sudio-regent-1.jpg’ attachment=’25552′ attachment_size=’full’ align=’center’ styling=” hover=” link=” target=” caption=” font_size=” appearance=” overlay_opacity=’0.4′ overlay_color=’#000000′ overlay_text_color=’#ffffff’ animation=’no-animation’][/av_image] [av_textblock size=” font_color=” color=”] Sudio fortsätter att överraska med sina hörlurar och bevisar att bra lurar inte behöver kosta allt för mycket. Första gången vi testa Sudio var Vasa Blå och vi blev överraskade, väldigt överraskade både när det gäller […]",Ivan Spoljaric
Test: Zyxel NAS326,Zyxel NAS326,https://www.teknikhype.se/test-zyxel-nas326/,25537,,,https://www.teknikhype.se/wp-content/uploads/2017/04/ZyXEL_NAS326-img01.jpg,PC,2017-04-11,"[av_image src=’https://www.teknikhype.se/wp-content/uploads/2017/04/ZyXEL_NAS326-img01.jpg’ attachment=’25665′ attachment_size=’full’ align=’center’ styling=” hover=” link=” target=” caption=” font_size=” appearance=” overlay_opacity=’0.4′ overlay_color=’#000000′ overlay_text_color=’#ffffff’ animation=’no-animation’][/av_image] [av_textblock size=” font_color=” color=”] Att införskaffa sig en NAS idag är inte det lättaste då det finns en hel djungel med dem, men vi har testat en som kanske inte passar alla men dem flesta. Det som de flesta […]",Ivan Spoljaric
Test: Razer Man O’War,Razer Man O’War,https://www.teknikhype.se/test-razer-man-owar/,21432,,,,Ljud,2016-09-26,Man O'War är ett trådlöst headset som vi inte trodde särskilt mycket på men som överraskade oss på många steg.,Ivan Spoljaric
Test: Logitech C922,Logitech C922,https://www.teknikhype.se/test-logitech-c922/,21561,,,,PC,2016-10-12,"Logitech har äntligen släppt en uppföljare till populära C920 och vi blir glada över nyheterna som erbjuds, väldigt glada.",Ivan Spoljaric
Test: Logitech G403 Wired/Wireless,Logitech G403 Wired/Wireless,https://www.teknikhype.se/test-logitech-g403-wiredwireless/,21768,,,,PC,2016-11-28,"Logitech är redan experter på tillbehör och även gaming, men hur ser det ut med tillbehör för en lägre prislapp med fokus på gaming.",Ivan Spoljaric
Test: Blue Spark Microphone,Blue Spark Microphone,https://www.teknikhype.se/test-blue-spark-microphone/,21616,,,,Nyheter,2016-10-26,"Blue fortsätter att överraska med sina mikrofoner och näst på tur till testlabbet står Blue Spark, litet paket som överraskar direkt.",Ivan Spoljaric
Test: Asus VivoStick PC,Asus VivoStick PC,https://www.teknikhype.se/test-asus-vivostick-pc/,21655,,,,PC,2016-11-28,En Windows 10-PC på en större USB-sticka som överraska oss positivt och vi vill ha mer.,Ivan Spoljaric
Test: TP-Link Powerbank TL-PBG,TP-Link Powerbank TL-PBG,https://www.teknikhype.se/test-tp-link-powerbank-tl-pbg/,21769,,,,Övrigt,2016-12-02,Vi har gett oss på att testa två powerbanks från TP-Link på 3350 respektive 6700 mAh och frågan är vad kan skilja en bra och dåligt powerbank?,Ivan Spoljaric
Test: Creative Sound BlasterX H7,Creative Sound BlasterX H7,https://www.teknikhype.se/test-creative-sound-blasterx-h7/,21894,,,https://www.teknikhype.se/wp-content/uploads/2016/12/Soundblasterx-H7-1.jpg,Nyheter,2016-12-19,Sound Blasterx H7 har inte riktigt fått de rampljus de förtjänar.,Ivan Spoljaric
Test: Razer Deathadder Elite,Razer Deathadder Elite,https://www.teknikhype.se/test-razer-deathadder-elite/,21833,,,https://www.teknikhype.se/wp-content/uploads/2016/12/Razer-deathadderelite-2.jpg,PC,2016-12-12,Razer har nu kanske släppt musen som är skapad för FPS-spel och detta med gott samvete.,Ivan Spoljaric
Test: Mophie Case Hold force,Mophie Case Hold force,https://www.teknikhype.se/test-mophie-case-hold-force/,21934,,,https://www.teknikhype.se/wp-content/uploads/2017/01/mophie-hold-force-e1485874502879.jpg,Nyheter,2017-01-02,"Att införskaffa ett skal eller skydd till sin telefon är ingen stor grej för många, men varför inte ha ett skal man kan kombinera med tillbehör? Mophie hjälper oss med detta.",Ivan Spoljaric
Test: Steelseries Apex M500,Steelseries Apex M500,https://www.teknikhype.se/test-steelseries-apex-m500/,21334,,,,PC,2016-09-14,"Steelseries fortsätter skapa mekaniska tangentbord som anpassas till både vanliga spelare men även proffs, men vart går gränsen för ett mekaniskt tangentbord?",Ivan Spoljaric
Test: LG G5,LG G5,https://www.teknikhype.se/test-lg-g5/,20718,,,,Nyheter,2016-05-12,"LG är nog ända tillverkaren som tar fram nya flaggskepp som skiljer sig mot alla andra, men är det bra eller dåligt? Den senaste tiden så har det ärligt talat inte varit särskilt intressant att testa på nya telefoner från dom större tillverkarna där det oftast ända som skiljer sig är det under skalet som […]",Ivan Spoljaric
Test: JBL Everest Elite 700,JBL Everest Elite 700,https://www.teknikhype.se/test-jbl-everest-elite-700/,20795,,,,Ljud,2016-05-23,JBL är utan tvekan kända för sin höga kvalitet och ljud av världsklass och varför då inte testa deras flaggskepp när det kommer till trådlösa hörlurar. När vi fick in JBL Everest Elite 700 på kontoret så fick vi genast ett leende på läpparna och mycket för den “lyxiga” förpackningen och när man enkelt öppnar upp […],Ivan Spoljaric
Test: Blue Yeti Pro,Blue Yeti Pro,https://www.teknikhype.se/test-blue-yeti-pro/,20935,,,,Ljud,2016-06-13,"Blue Yeti Pro är en mikrofon alldeles utmärkt telefon men kanske inte skapad för alla, kanske t.om lite för bra. Blue Yeti Pro är en USB-mikrofon som första intrycket ger oss en underbar kvalitet och har en tyngd i sig som inte alltid måste vara bra men ger en bra kvalitetskänsla. Vi har tidigare känt […]",Ivan Spoljaric
Test: DM1 Pro & DM2 Comfy,DM1 Pro & DM2 Comfy,https://www.teknikhype.se/terst-dm1-pro-dm2-comfy/,20787,,,,PC,2016-05-18,"Vi har denna gången fått testa på två spelmöss men från ett lite mindre känt företag, kan dom jämföras med t.ex Steelseries och Logitech? Vi blev kontaktade av ett Polsk företag som tillverkar spelmöss som heter, Dream Machines company. Det var inget att tveka på att äntligen få testa lite tillbehör när det kommer till […]",Ivan Spoljaric
Test: Toshiba X300 5TB,Toshiba X300 5TB,https://www.teknikhype.se/test-toshiba-harddisk-5tb/,21051,,,,PC,2016-06-20,"Klarar Toshiba att behålla 5 TB i lagring med sina hårddiskar, upp till bevis. SSD tar allt mer plats men vill ha stora volymer av utrymme till ett lägre pris så är det fortfarande 3.5″ HDD som gäller och detta är något som Toshiba vet om och som vi gett oss på att testa om […]",Ivan Spoljaric
Test: Razer Blackwidow X Chroma,Razer Blackwidow X Chroma,https://www.teknikhype.se/test-razer-blackwidow-x-chroma/,21019,,,,PC,2016-06-22,Razer fortsätter att komma med nya tangentbord och bevisar att även en liten detalj kan göra stor skillnad. Vi har använt oss av Blackwidow Chroma tidigare men denna gången är det dags att ge Blackwidow X Chroma som har samma brytare men en lite annorlunda design som är mer avskalad och man har i stort sett tagit […],Ivan Spoljaric
Test: Canary,Canary,https://www.teknikhype.se/test-canary/,21050,,,,Övrigt,2016-07-12,"Att ha en säkerhetskamera i sitt hem är nog den bästa och billigaste försäkringen, men är Canary enkel att installera och bra i längden? Det finns en massa olika alternativ idag när det kommer till hemövervakningssystem och allt fler blir det nu när Google och Apple vill vara med i leken. Men inte alla vill […]",Ivan Spoljaric
Test: Logitech G900 Chaos Spectrum,Logitech G900 Chaos Spectrum,https://www.teknikhype.se/test-logitech-g900-chaos-spectrum/,21315,,,,PC,2016-09-06,Kan Logitech äntligen ha lyckats ta fram världens bästa trådlösa mus även anpassat för spel?,Ivan Spoljaric
Test: Sudio Vasa Blå,Sudio Vasa Blå,https://www.teknikhype.se/test-sudio-vasa-bla/,21181,,,,Ljud,2016-08-09,Trådlösa hörlurar från Sudio som fastän sitt låga pris överraskar med både kvalitet och ljud.,Ivan Spoljaric
Test: Surface Pro 4,Surface Pro 4,https://www.teknikhype.se/test-surface-pro-4/,20502,,,,TeknikHype,2016-05-02,"Microsoft fortsätter att överraska med sin hårdvara och Surface Pro 4 är ännu ett sådant svar. Vi har haft Surface Pro 4 under ett par månader nu och att ett test har dröjt har vi gjort medvetet och detta för att kunna bygga upp en uppfattning om denna laptop/hybridplatta under en längre period och vi är positiva, väldigt […]",Ivan Spoljaric
Test: Razer Blade,Razer Blade,https://www.teknikhype.se/test-razer-blade/,20082,,,,PC,2016-02-17,"Äntligen har Razer släpps sin 13-tums gaming laptop i Sverige, men håller den måttet mot konkurrenterna?",Ivan Spoljaric
Test: Netatmo Weather,Netatmo Weather,https://www.teknikhype.se/test-netatmo-weather/,19946,,,,Övrigt,2016-02-11,"Netatmo har en produkt vid namn Weather, vi har utforskat denna produkt och beskriver dess funktion här.",Ivan Spoljaric
Test: Toshiba Canvio Desk,Toshiba Canvio Desk,https://www.teknikhype.se/test-toshiba-canvio-desk/,20214,,,,PC,2016-02-24,"Externa hårddiskar som man har på skrivbordet och kräver extern ström? Ett perfekt alternativ för att ha som en backup av sina viktigaste filer men känns som bättre alternativ finns. Vi har själva inte använt större externa hårddiskar som kräver en extern strömadapter på några år, mycket pågrund av att även mindre hårddiskar idag kommer […]",Ivan Spoljaric
Test: Cherry MX Board 6.0,Cherry MX Board 6.0,https://www.teknikhype.se/test-cherry-mx-board-6-0/,20205,,,,PC,2016-02-29,"Mekaniska tangentbord är något som allt fler använder sig utav, men hur är det med Cherrys egna värsting tangentbord egentligen? Cherry är mest kända för att deras brytare finns i allt fler tangentbord, men samtidigt så börjar allt flera tillverkare att ta fram sina egna brytare såsom Logitech och Razer där alla har sina för- […]",Ivan Spoljaric
Test: Sony Xperia Z5 Premium,Sony Xperia Z5 Premium,https://www.teknikhype.se/test-sony-xperia-z5-premium/,19735,,,,Mobil,2016-03-03,Sony överraskade med världens första smartphone med 4K-skärm men frågan alla ställer sig är om det behövs?,Ivan Spoljaric
Test: AKRacing Premium Carbon Black,AKRacing Premium Carbon Black,https://www.teknikhype.se/test-akracing-premium-carbon-black/,20292,,,,Övrigt,2016-03-07,"Att ha en bekväm stol när man jobbar eller spelar är viktigare än många tror, men det ska inte bara vara bekvämt utan även snyggt. En kombination som AKRacing lyckats med. Första gången som jag testade att sitta i en “gaming stol” var på Dreamhack Winter 2015 där vi även lärde känna gänget som har […]",Ivan Spoljaric
Test: UrbanEars Active -Reimers & Hellas,UrbanEars Active -Reimers & Hellas,https://www.teknikhype.se/test-urban-ears-active/,20294,,,,Ljud,2016-03-14,UrbanEars har nu visat upp sitt svar när det gäller hörlurar för dom som är lite mer aktiva och priset fortsätter vara lika lågt men mer slittåliga.  Urbanears har tidigare överraskat oss positiva med URBAN EARS ADV WIRELESS som fastän sitt låga pris lyckats få dessa trådlösa och materialval som gör det lätt att byta och […],Ivan Spoljaric
Test: LG V10,LG V10,https://www.teknikhype.se/test-lg-v10/,20084,,,,Mobil,2016-03-21,LG gillar att experimentera med skärmar och vad sägs om en telefon med dubbla skärmar på framsidan?,Ivan Spoljaric
Test: MSI GS60,MSI GS60,https://www.teknikhype.se/test-msi-gs60/,19947,,,,PC,2016-01-27,Vi har haft GS60 i testlabbet en period nu och denna notebook ifrån MSI har verkligen överraskat.,Ivan Spoljaric
Test: Fnatic Flick G1,Fnatic Flick G1,https://www.teknikhype.se/test-fnatic-flick-g1/,20551,,,,PC,2016-04-11,"Fnatic håller inte enbart på med esport utan har nu även tagit fram sin mus bland annat, men kan detta hjälpa oss att bli esports-stjärnor? Det kanske inte är riktigt målet för Fnatic när man tagit fram sina egna tillbehör såsom mus, tangentbord samt musmattor, men kanske en bra start för många. Fnatic precis som […]",Ivan Spoljaric
Test: Alienware Alpha,Alienware Alpha,https://www.teknikhype.se/test-alienware-alpha/,19440,,,,PC,2015-11-05,Vi har provat på Alienwares svar på Steam Machine som är en liten kompakt dator som må vara smidig men långt ifrån bra hårdvarumässigt som vi hade hoppats på.,Ivan Spoljaric
Test: Sony Xperia Z5 Compact,Sony Xperia Z5 Compact,https://www.teknikhype.se/test-sony-xperia-z5-compact/,19344,,,,Mobil,2015-11-19,Sony har gett oss chansen att prova på minsta telefonen bland Z5 och precis som tidigare finns kraften kvar i ett mindre paket.,Ivan Spoljaric
Test: Sandisk Extreme 500 och Sandisk Connect Wireless stick,Sandisk Extreme 500 och Sandisk Connect Wireless stick,https://www.teknikhype.se/test-sandisk-extreme-500-och-sandisk-connect-wireless-stick/,19452,,,,Övrigt,2015-11-16,"Vi har testat både SSD hårddisken Extreme 500 och den trådlösa USB-stickan Connect Wireless stick från Sandisk, är dom så tillgängliga och bra som Sandisk",Ivan Spoljaric
Test: Netatmo Welcome,Netatmo Welcome,https://www.teknikhype.se/test-netatmo-welcome/,19450,,,,Övrigt,2015-11-30,"Få kontroll på vem som är hemma och vad som rör sig vid din entré med hjälp av Netatmo Welcome, följ med när vi går igenom funktionerna. Att kunna veta vem som är hemma utav barnen eller andra familjemedlemmar eller bara använda den som en övervakningskamera, det är grundsyftet med Netatmo Welcome. Sen att den […]",Ivan Spoljaric
Test: Google Nexus 5X,Google Nexus 5X,https://www.teknikhype.se/test-google-nexus-5x/,19744,,,,Mobil,2016-01-14,Nästa telefon i Google Nexus serien levereras av LG,Ivan Spoljaric
Test: MSI Z170A TOMAHAWK,MSI Z170A TOMAHAWK,https://www.teknikhype.se/test-msi-z170a-tomahawk/,19864,,,,PC,2016-01-07,"MSI visar upp nya Z170A Tomahawk som ska ge de stöd som behövs för gaming, men vad mer har vi att vänta oss?",Ivan Spoljaric
Test: Logitech G933 ARTEMIS SPECTRUM,Logitech G933 ARTEMIS SPECTRUM,https://www.teknikhype.se/test-logitech-g933-artemis-spectrum/,19926,,,,Ljud,2016-01-18,Logitech har äntligen släppt nya gaming lurar och vi börjar med flaggskeppet G933 som kommer med en del överraskningar men även besvikelser.,Ivan Spoljaric
Test: Samsung Gear S2,Samsung Gear S2,https://www.teknikhype.se/test-samsung-gear-s2/,19925,,,,Mobil,2016-01-20,"Smarta klockor, är det något att man verkligen kommer använda? TeknikHype har testat Samsung Gear S2.",Ivan Spoljaric
Test: MSI Nightblade,MSI Nightblade,https://www.teknikhype.se/test-msi-nightblade/,19750,,,,PC,2016-01-25,"MSI har bevisat att även mindre chassin kan ha precis den kraften man behöver för att spela krävande spel, Nightblade är svaret.",Ivan Spoljaric
Test: MSI GE72,MSI GE72,https://www.teknikhype.se/test-msi-ge72/,19283,,,,PC,2015-10-21,"En bärbar speldator från MSI vid namn GE72 har passerat testlabbet hos oss på TeknikHype, vad kan denna leverera för oss?",Ivan Spoljaric
Test: Razer Deathstalker Chroma,Razer Deathstalker Chroma,https://www.teknikhype.se/test-razer-deathstalker-chroma/,18953,,,,PC,2015-09-06,"Deathstalker som nu även den fått färger har kommit in på redaktionen för test och ett slimmat tangentbord är det, frågan är bara hur mycket mer kan det erbjuda mot sina konkurrenter.",Ivan Spoljaric
Test: Fitbit Surge,Fitbit Surge,https://www.teknikhype.se/test-fitbit-surge/,18679,,,,Övrigt,2015-08-25,Fitbit tar detta med träningsband till en ny nivå och hjälper oss att hålla koll på notiserna samtidigt.,Ivan Spoljaric
Test: Sandisk iXpand Flash Drive 16GB,Sandisk iXpand Flash Drive 16GB,https://www.teknikhype.se/test-sandisk-ixpand-flash-drive-16gb/,19101,,,,Övrigt,2015-09-14,Sitter man med en iPhone eller iPad kan utrymmet vara ett problem för många eller om man vill spara bilder och videos privat.,Ivan Spoljaric
Test: Pebble Time,Pebble Time,https://www.teknikhype.se/test-pebble-time/,18755,,,,Övrigt,2015-08-19,"Pebble kommer med en ny generation smartwatch där vi får en ny design samt en skärm med delvis färg, men behövs det och kan Pebble ersätta dom dyra konkurrenterna?",Ivan Spoljaric
Recension: Devil’s Third,Devil’s Third,https://www.teknikhype.se/recension-devils-third/,19045,,,,Spelrecensioner,2015-09-08,"Mannen som låg bakom Ninja Gaiden är tillbaka med samma brutala upplägg fast med huvudkaraktär som vi kanske känner igen sen tidigare, eller?",Ivan Spoljaric
Test: Sennheiser G4ME One,Sennheiser G4ME One,https://www.teknikhype.se/test-sennheiser-g4me-one/,19122,,,,Ljud,2015-09-22,"Sennheiser har länge varit med när det gäller hörlurar men nu sista tiden även tagit sig in i gaming marknaden med gamingheadset, men håller dom samma mått?",Ivan Spoljaric
Test: Huawei P8,Huawei P8,https://www.teknikhype.se/test-huawei-p8/,19145,,,,Mobil,2015-10-01,"Huawei lär sig snabbt av sina misstag och deras telefoner bli bara bättre och bättre samt snyggare, P8 är långt ifrån ett undantag.",Ivan Spoljaric
Test: Logitech MX Master,Logitech MX Master,https://www.teknikhype.se/test-logitech-mx-master/,19227,,,https://www.teknikhype.se/wp-content/uploads/2015/10/logitech-mx-master_angle.jpg,PC,2015-10-16,"Vi har fått chansen att prova på Logitechs värsting när det kommer till möss MX Master och visst sticker den ut, kanske inte till designen men kvalitén samt funktionerna är av toppklass.",Ivan Spoljaric
Test: GameBand,GameBand,https://www.teknikhype.se/test-gameband/,19345,,,,Övrigt,2015-10-19,Ta med dig Minecraft vart du än är och denna gången med lite mer stil. Låter Gameband onödig? Låt oss ta reda på om den är det.,Ivan Spoljaric
Biltest: Mercedes-Benz E350 Bluetech,Mercedes-Benz E350 Bluetech,https://www.teknikhype.se/biltest-mercedes-benz-e350-bluetech/,17371,,,,TeknikHype,2015-04-15,"Mercedes är oftast svåra att hålla ögonen borta ifrån, men hur är deras tekniska aspekter egentligen. En bil för såpass högt pris får man det man förväntar sig? Vi har fått chansen att kolla upp detta.",Ivan Spoljaric
Test: Acer Predator G3,Acer Predator G3,https://www.teknikhype.se/test-acer-predator-g3/,17761,,,,PC,2015-08-12,"Acer lever vidare och visar upp senaste generationen stationära speldator, men klarar den av de senaste spelen med tanke på sin storlek?",Ivan Spoljaric
Biltest: Seat Leon Cupra 280,Seat Leon Cupra 280,https://www.teknikhype.se/biltest-seat-leon-cupra-280/,17848,,,,TeknikHype,2015-04-20,"Förväntningarna var långt ifrån stora, vi hade inte hoppats på nånting men vilken överraskning, vad kul vi har haft det och kanske bland det roligaste på länge när det kommer till bilar.",Ivan Spoljaric
Biltest: VW Golf R,VW Golf R,https://www.teknikhype.se/biltest-vw-golf-r/,18123,,,,TeknikHype,2015-05-13,"Golf efter Golf och denna gången får vi testa värstingen inom Golf-serien och att leka med 300 hästkrafter, hur kan det gå?",Ivan Spoljaric
Test: Heat Gaming 980,Heat Gaming 980,https://www.teknikhype.se/test-heat-gaming-980/,18229,,,,PC,2015-05-18,"Att testa på en spelmaskin som kostar nästan 20 000kr är förväntningarna enorma och en maskin som ska klara allt inom spelvärlden, låt oss se om detta stämmer.",Ivan Spoljaric
Test: Samsung Galaxy S6 Edge,Samsung Galaxy S6 Edge,https://www.teknikhype.se/test-samsung-galaxy-s6-edge/,17858,,,,TeknikHype,2015-05-20,Samsung visade upp två nya flaggskepp och vi tog chansen att prova på Galaxy S6 Edge med dubbla sidoskärmar och frågan är behövs dessa skärmar?,Ivan Spoljaric
Nyhet: Nya virtual reality-headsetet är storfavorit,Nya virtual reality-headsetet är storfavorit,https://www.teknikhype.se/nyhet-nya-virtual-reality-headsetet-ar-storfavorit/,18338,,,,PC,2015-05-22,"Det nya Virtual Reality-headsetet, Fove, har blivit en väldig succé på Kickstarter och har snart nått sitt mål.",Ivan Spoljaric
Test: Urban Ears ADV Wireless,Urban Ears ADV Wireless,https://www.teknikhype.se/test-urban-ears-adv-wireless/,18626,,,,Nyheter,2015-06-23,"Svenska Urban Ears släpper nu sin mest sålda hörlur fast trådlös och vi är imponerade och nöjda, men det finns en del nackdelar.",Ivan Spoljaric
Test: LG G4,LG G4,https://www.teknikhype.se/test-lg-g4/,18614,,,,Nyheter,2015-07-04,LG har visat upp sitt nya flaggskepp och med en kvalitetskänsla av toppkvalitet är frågan om även hårdvaran håller måttet eller om det bara är specifikationerna som imponerar?,Ivan Spoljaric
Recension: Helldivers,Helldivers,https://www.teknikhype.se/recension-helldivers/,17634,,,,Spelrecensioner,2015-03-03,Det nedladdningsbara spelet Helldivers släpps den fjärde mars och vi har redan nu testat det.,Ivan Spoljaric
Test: Arlo,Arlo,https://www.teknikhype.se/test-arlo/,18680,,,,Övrigt,2015-08-10,Att ha koll på våra hem när vi inte är i närheten har aldrig varit lättare eller smidigare än nu.,Ivan Spoljaric
Recension: Watch Dogs(PC/ Wii U),Watch Dogs(PC/ Wii U),https://www.teknikhype.se/recension-watch-dogs/,15098,,,,Spelrecensioner,2015-01-14,"Årets mest omtalade spel har äntligen släppts, men håller det måttet? Har Ubisoft lärt sig av sina misstag? Vi testar och berättar allt för er.",Ivan Spoljaric
Test: Razer Seiren,Razer Seiren,https://www.teknikhype.se/test-razer-seiren/,17333,,,,Nyheter,2015-01-14,"Allt fler ger sig på att skapa youtube-videos, streama på twitch eller bara helt enkelt behöver en mikrofon som håller en hög standard.",Ivan Spoljaric
Recension: Tetris Ultimate till Nintendo 3DS,Tetris Ultimate till Nintendo 3DS,https://www.teknikhype.se/recension-tetris-ultimate-till-nintendo-3ds/,17422,,,,Spelrecensioner,2015-01-28,"Tetris Ultimate släpptes i november 2014 till Nintendo 3DS, och nu har Teknikhype testat det.",Ivan Spoljaric
Test: Urbanears Humlan,Urbanears Humlan,https://www.teknikhype.se/test-urbanears-humlan/,17351,,,,Prylar,2015-01-16,"Urbanears Humlan är hörlurar som är anpassade för träning, då det går att tvätta så väl hörlurskuddar som huvudband. Men håller ljudet och komforten?",Ivan Spoljaric
Test: Razer BlackWidow Chroma,Razer BlackWidow Chroma,https://www.teknikhype.se/test-razer-blackwidow-chroma/,17433,,,,PC,2015-02-19,Razer fortsätter att överraska med sina mekaniska tangentbord och visar nu upp BlackWidow Chroma där färger är i fokus samt deras egna brytare som har sina för- och nackdelar.,Ivan Spoljaric
Test: Huawei Honor 6,Huawei Honor 6,https://www.teknikhype.se/test-huawei-honor-6/,17212,,,,Nyheter,2015-01-18,"Vi har nu klämt och känt på Huaweis Honor 6 som vill hitta sin plats i 3000 kronors klassen, hur står den sig mot konkurrensen?",Ivan Spoljaric
Test: Pokémon Puzzle Challenge till 3DS,Pokémon Puzzle Challenge till 3DS,https://www.teknikhype.se/test-pokemon-puzzle-challenge-till-3ds/,17468,,,,Spelrecensioner,2015-02-09,Teknikhype har fått testa Pokémon Puzzle Challenge som nyligen släppts till Nintendo 3DS.,Ivan Spoljaric
Test: Steelseries Siberia Elite Prism,Steelseries Siberia Elite Prism,https://www.teknikhype.se/test-steelseries-siberia-elite-prism/,17490,,,,Nyheter,2015-02-24,Steelseries fortsätter att jobba vidare på Siberia-lurarna och frågan är hur stor skillnad det egentligen är mellan Prism och dom tidigare.,Ivan Spoljaric
Nyhet: Fyra nya telefoner från LG,Fyra nya telefoner från LG,https://www.teknikhype.se/nyhet-lg-kommer-visa-upp-nya-telefoner/,17585,,,,Nyheter,2015-02-25,"LG har kommer att visa upp fyra av sina senaste smartphones på Mobile World Congress. Telefonerna heter Magna, Spirit, Leon och Joy.",Ivan Spoljaric
Test: Urbanears Plattan ADV,Urbanears Plattan ADV,https://www.teknikhype.se/test-urbanears-plattan-adv/,17334,,,,Prylar,2015-01-13,Teknikhype har fått testa Urbanears nya modell av Plattan - Plattan ADV. Var de något att ha?,Ivan Spoljaric
Test: Nvidia Shield Tablet,Nvidia Shield Tablet,https://www.teknikhype.se/test-nvidia-shield-tablet/,17051,,,,Nyheter,2014-12-06,"Senaste prylen med de senaste spelen i en genomtänkt förpackning, Nvidia gör något fantastiskt med deras senaste skapelse i Shield-serien.",Ivan Spoljaric
Recension: Pokémon Alpha Sapphire,Pokémon Alpha Sapphire,https://www.teknikhype.se/recension-pokemon-alpha-sapphire/,17148,,,,Spelrecensioner,2014-12-12,Peppen och längtan inför ett nytt Pokémonspel har varit stor på Teknikhype. Lever Pokémon Alpha Sapphire till Nintendo 3DS upp till förväntan?,Ivan Spoljaric
Recension: Far Cry 4,Far Cry 4,https://www.teknikhype.se/recension-far-cry-4/,17122,,,,Spelrecensioner,2014-12-09,"Ubisoft fortsätter att utveckla nya Far cry-spel och denna gången får vi vara med om en blandning mellan djungel och snö, redan från början skapas det flera frågetecknen men får vi nånsin svaren?",Ivan Spoljaric
Recension: Paper Monster Recut,Paper Monster Recut,https://www.teknikhype.se/recension-paper-monster-recut/,17168,,,,Spelrecensioner,2014-12-15,"Vi har spelat lite plattformsspel, närmare bestämt Paper Monster Recut. En förbättrad version av iOS-spelet från 2013.",Ivan Spoljaric
Recension: Super Smash Bros. for Wii U,Super Smash Bros. for Wii U,https://www.teknikhype.se/recension-super-smash-bros-wii-u/,17158,,,,Spelrecensioner,2014-12-14,"Då var Mario och alla andra klassiska Nintendokaraktärerna tillbaka i ännu ett stort fightingspel likt ""herren på täppan"". Teknikhype har spelat spelet och tänker nu förmedla våra åsikter.",Ivan Spoljaric
Test: ASUS ROG G550JK,ASUS ROG G550JK,https://www.teknikhype.se/test-asus-rog-g550jk/,17180,,,,PC,2014-12-16,Vi har nu fått in och testat ASUS senaste gaminglaptop och har skrivit ner våra tankar om den nedan.,Ivan Spoljaric
Test: WD Passport Wireless (1TB),WD Passport Wireless (1TB),https://www.teknikhype.se/test-wd-passport-wireless-1tb/,17192,,,,PC,2014-12-17,Portabel lagring? Vi har nu gått ifrån molntjänsterna och riktat in oss på en mer lokal portabel lagring med WD:s Passport Wireless.,Ivan Spoljaric
Test: Samsung Gear S,Samsung Gear S,https://www.teknikhype.se/test-samsung-gear-s-2/,17205,,,,Övrigt,2014-12-19,Teknikhype har provat Samsung Gear S - en smartwatch med separat SIM-kort. Fungerar det att lämna mobilen hemma?,Ivan Spoljaric
Test: Samsung Galaxy Note 4 & Edge,Samsung Galaxy Note 4 & Edge,https://www.teknikhype.se/test-samsung-galaxy-note-4-note-edge/,17283,,,,Nyheter,2015-01-11,"Samsungs senaste Note-modeller Note 4 och Note Edge finns nu att köpa, frågan är om de är värt sitt pris?",Ivan Spoljaric
Recension: Lords of the Fallen,Lords of the Fallen,https://www.teknikhype.se/recension-lords-of-the-fallen/,16817,,,,Spelrecensioner,2014-11-04,"Dags för en ny syndare att få ta sitt straff precis som Kratos, fast långt ifrån samma action och samma fart som Kartos hade.",Ivan Spoljaric
Test: Surface Pro 3,Surface Pro 3,https://www.teknikhype.se/test-surface-pro-3/,16862,,,,PC,2014-12-04,"Microsoft har gjort det igen, men har dom gjort det rätt denna gången? Surface Pro 3 kommer med en del överraskningar men har en del tabbar också som vi försöker reda ut.",Ivan Spoljaric
Recension: Halo Master Chief Collection,Halo Master Chief Collection,https://www.teknikhype.se/recension-halo-master-chief-collection/,16866,,,,Spelrecensioner,2014-11-07,Master Chief är tillbaka men inte i en ny handling utan istället i ny grafik från dom fyra tidigare spelen. Bra tillfälle att spela dom för första gången också.,Ivan Spoljaric
