PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date
https://i.rtings.com/images/reviews/headphones/creative/hn-900/hn-900-design-medium.jpg,Creative HN-900 Review,Sam Vafaei,Simple comfortable design.,Sub-par noise isolation performance.,Headphones,The Creative HN-900 are mediocre headphones. They look well-designed but feel a little cheap. They're also pretty comfortable but their audio reproduction is dis...,,https://www.rtings.com/headphones/reviews/creative/hn-900,2016-02-26
https://i.rtings.com/images/reviews/headphones/diskin/wireless-bluetooth/wireless-bluetooth-design-medium.jpg,Diskin DH3 Wireless Review,Sam Vafaei,"Stable, wireless design.",Poor noise isolation.,Headphones,"The Diskin Wireless Bluetooth are decent-sounding, stable headphones. They won't fall off your head even while running or working out and they're relatively quie...",,https://www.rtings.com/headphones/reviews/diskin/dh3-wireless,2016-05-11
https://i.rtings.com/images/reviews/headphones/creative/sound-blaster-evo-zxr/sound-blaster-evo-zxr-design-medium.jpg,Creative Sound Blaster EVO ZxR Wireless Review,Sam Vafaei,Audio customization with Sound Blaster app.,Overwhelming bass.,Headphones,"The Creative Sound Blaster EVO ZxR Wireless are stylish and sturdy gaming headset. Unfortunately, they sound too bass heavy with music, lacking detail in instrum...",,https://www.rtings.com/headphones/reviews/creative/sound-blaster-evo-zxr-wireless,2016-04-05
https://i.rtings.com/images/reviews/headphones/creative/aurvana-gold/aurvana-gold-design-medium.jpg,Creative Aurvana Gold Wireless Review,Sam Vafaei,Good noise isolation.,Flat volume control Buttons.,Headphones,"The Creative Aurvana Gold Wireless are solidly built but uncomfortable headphones, and have a focus on features rather than on audio reproduction. They are easy ...",,https://www.rtings.com/headphones/reviews/creative/aurvana-gold-wireless,2016-02-26
https://i.rtings.com/images/reviews/headphones/cowin/e8/e8-design-medium.jpg,Cowin E8 Wireless Review,Sam Vafaei,Good noise isolation.,High leakage.,Headphones,"The Cowin E8 are decent mixed-usage headphones with good noise cancellation. They're better-built than the other Cowin headphones we've tested, and their isolati...",,https://www.rtings.com/headphones/reviews/cowin/e8-wireless,2018-06-08
https://i.rtings.com/images/reviews/headphones/creative/sound-blasterx-h5/sound-blasterx-h5-design-medium.jpg,Creative Sound BlasterX H5 Review,Marc Henney,"Negligible latency.
",Slightly bulky design.,Headphones,The Creative Sound BlasterX H5 Tournament Edition are well-built and comfortable gaming headsets with a great mic. They're a good option for gaming and watching ...,,https://www.rtings.com/headphones/reviews/creative/sound-blasterx-h5,2017-12-21
https://i.rtings.com/images/reviews/headphones/cowin/se7/se7-design-medium.jpg,Cowin SE7 Wireless Review,Marc Henney,Comfortable and durable build.,Boomy and cluttered sound profile.,Headphones,"The Cowin SE7 are average, mixed usage, closed-back headphones. They have a new design that feels more high-end than the Cowin E7 and E7 Pro. They are also quite...",,https://www.rtings.com/headphones/reviews/cowin/se7-wireless,2019-02-26
https://i.rtings.com/images/reviews/headphones/creative/outlier-air/outlier-air-design-medium.jpg,Creative Outlier Air Truly Wireless  Review,Jean-Simon Bonneterre,"Portable, breathable and stable for sports.",Poor microphone performance.,Headphones,"The Creative Outlier Air are decent sounding truly wireless headphones that have a very bulky design. They are quite comfortable, but people with smaller ears mi...",,https://www.rtings.com/headphones/reviews/creative/outlier-air-truly-wireless,2019-08-02
https://i.rtings.com/images/reviews/headphones/cougar/immersa/immersa-design-medium.jpg,Cougar Immersa Review,Sam Vafaei,Negligible latency.,Poor noise and leakage isolation.,Headphones,"The Cougar Immersa are a decently comfortable gaming headset, with a good mic but a boomy sound that won't be for everyone. They're well built, although they hav...",,https://www.rtings.com/headphones/reviews/cougar/immersa,2017-11-23
https://i.rtings.com/images/reviews/headphones/creative/sxfi-air/sxfi-air-design-medium.jpg,Creative SXFI Air Wireless Review,Jean-Simon Bonneterre,Decent sound profile.,Poor noise isolation.,Headphones,"The Creative SXFI Air are mediocre over-ear closed-back headphones. Their sound profile lacks sub-bass and detail on vocals and lead instruments, which means the...",,https://www.rtings.com/headphones/reviews/creative/sxfi-air-wireless,2019-10-04
https://i.rtings.com/images/reviews/headphones/corsair/void-rgb/void-rgb-design-medium.jpg,Corsair Void PRO RGB Wireless Review,Sam Vafaei,Comfortable.,Bulky design not meant for outdoors.,Headphones,The Corsair Void RGB are a good gaming headset with low latency and a wireless range that also make them suitable for watching movies. They're comfortable and un...,,https://www.rtings.com/headphones/reviews/corsair/void-pro-rgb-wireless,2017-11-21
https://i.rtings.com/images/reviews/headphones/corsair/hs60/hs60-design-medium.jpg,Corsair HS60 Review,Sam Vafaei,Good sound.,Slightly bulky and cumbersome.,Headphones,"Update 03/04/2020: Corsair has released a new version of this headset, the HS60 Pro. We expect them to perform similarly, though we haven't tested them. If you'v...",,https://www.rtings.com/headphones/reviews/corsair/hs60,2018-09-28
https://i.rtings.com/images/reviews/headphones/corsair/hs70-wireless/hs70-wireless-design-medium.jpg,Corsair HS70 Wireless Review,Marc Henney,Great audio reproduction.,Poor noise isolation.,Headphones,"Update 03/04/2020: Corsair has released a new version of this headset, the HS70 Pro. We expect them to perform similarly, though we haven't tested them. If you'v...",,https://www.rtings.com/headphones/reviews/corsair/hs70-wireless,2019-02-19
https://i.rtings.com/images/reviews/headphones/cowin/e7/e7-design-medium.jpg,Cowin E7 Wireless Review,Marc Henney,Low leakage.,Slightly bulky design.,Headphones,The Cowin E7 are budget noise cancelling headphones with a great wireless range but mediocre sound quality. They're decent for most uses but tend to sound a litt...,,https://www.rtings.com/headphones/reviews/cowin/e7-wireless,2020-03-23
https://i.rtings.com/images/reviews/headphones/corsair/hs50/hs50-design-medium.jpg,Corsair HS50 Review,Jean-Simon Bonneterre,Very good audio reproduction.,Bass delivery varies noticeably across users.,Headphones,The Corsair HS50 is a decent gaming headset with very good sound quality. It has a nearly identical design to the Corsair HS60 with the same sturdy and premium-l...,,https://www.rtings.com/headphones/reviews/corsair/hs50,2019-03-07
https://i.rtings.com/images/reviews/headphones/cowin/e7-pro/e7-pro-design-medium.jpg,Cowin E7 Pro Wireless Review,Sam Vafaei,Low leakage.,Slightly bulky design.,Headphones,The Cowin E7 Pro are decent mixed usage headphones and a slight update to the Cowin E7. This model improves the battery life and sound quality of the originals b...,,https://www.rtings.com/headphones/reviews/cowin/e7-pro-wireless,2018-06-07
https://i.rtings.com/images/reviews/headphones/corsair/hs35/hs35-design-medium.jpg,Corsair HS35 Review,Jake Thauvette,"Comfortable, lightweight design.",Cluttered sound profile.,Headphones,"The Corsair HS35 is an okay wired gaming headset. It has a comfortable, lightweight design, but a cluttered, boomy sound profile that also sounds sharp at times....",,https://www.rtings.com/headphones/reviews/corsair/hs35,2020-02-10
https://i.rtings.com/images/reviews/tv/sony/w800b/w800b-design-medium.jpg,"Sony W800B Review (KDL50W800B, KDL55W800B)",Cedric Demers,"Very good for gaming. It has one of the lowest input lag times that we measured in 2014, as well as a special Impulse mode which reduces motion blur without increasing input lag.",Limited viewing angle. The colors change when you are not sitting directly in front of the TV.,TV,The Sony W800B is a really good TV for gamers. Its only major flaw is the loss of color saturation when viewed at an angle.,,https://www.rtings.com/tv/reviews/sony/w800b,2014-04-27
https://i.rtings.com/images/reviews/tv/sony/w950b/w950b-design-medium.jpg,"Sony W950B Review (KDL55W950B, KDL65W950B)",Cedric Demers,"Extremely low input lag. You won't notice any delay, even in very fast games.","Average amount of motion blur. However, if you don't mind a darker screen and flickering, it has a special impulse mode that reduces blur considerably, without increasing input lag.",TV,"The Sony W950B is not a bad TV, but the contrast ratio is poor and its glossy finish reflects slightly more light than average. Gamers will at least appreciate i...",,https://www.rtings.com/tv/reviews/sony/w950b,2014-06-26
https://i.rtings.com/images/reviews/tv/sony/w850b/w850b-design-medium.jpg,"Sony W850B Review (KDL60W850B, KDL70W850B)",Cedric Demers,"Very low input lag. In conjunction with the almost blur-free Impulse mode, it is the best gaming TV you can buy in this size.","Laggy smart TV interface. Also, it only comes with a standard remote, unlike other TVs in this price range.",TV,"The Sony W850B LED TV is the best gaming TV you can buy in this price and size range. The downsides, which shouldn't really matter to gamers, are a narrow viewin...",,https://www.rtings.com/tv/reviews/sony/w850b,2014-07-08
https://i.rtings.com/images/reviews/headphones/cambridge-audio/melomania-1/melomania-1-design-medium.jpg,Cambridge Audio Melomania 1 Truly Wireless Review,Ian McPhail,Very good passive noise isolation.,Earplug-like fit won’t be comfortable for everyone.,Headphones,The Cambridge Audio Melomania 1 are decent truly wireless headphones with a unique earplug-like design. Their sound profile is decent for fans of bass-heavy musi...,,https://www.rtings.com/headphones/reviews/cambridge-audio/melomania-1-truly-wireless,2019-08-14
https://i.rtings.com/images/reviews/tv/sony/w800c/w800c-design-medium.jpg,"Sony W800C Review (KDL50W800C, KDL55W800C)",Cedric Demers,Great motion handling.,Not very bright.,TV,"The Sony W800C LED TV features Google's Android TV. It has good picture quality in a dark room, and it doesn't reflect a lot of light. However, it can't get very...",,https://www.rtings.com/tv/reviews/sony/w800c,2015-05-18
https://i.rtings.com/images/reviews/headphones/bohm/b-66/b-66-design-medium.jpg,BÖHM B-66 Wireless Review,Sam Vafaei,Great audio reproduction.,Uncomfortable clamping pressure.,Headphones,The Bohm B-66 are above-average wireless Bluetooth headphones that sound great and won't disturb the people around you at high volumes. They're stable enough to ...,,https://www.rtings.com/headphones/reviews/bohm/b-66-wireless,2016-04-22
https://i.rtings.com/images/reviews/headphones/corsair/virtuoso-rgb-wireless/virtuoso-rgb-wireless-design-medium.jpg,Corsair Virtuoso RGB Wireless Review,Jake Thauvette,"Premium, durable look and feel.",Tight fit may not be the most comfortable for everyone.,Headphones,"The Corsair Virtuoso are decent wireless gaming headphones. They have an understated and premium design that's a lot less flashy than many other gaming headsets,...",,https://www.rtings.com/headphones/reviews/corsair/virtuoso-rgb-wireless,2019-11-20
https://i.rtings.com/images/reviews/tv/sony/r510c/r510c-design-medium.jpg,"Sony R510C Review (KDL40R510C, KDL48R510C)",Cedric Demers,Great contrast ratio.,Worst viewing angle that we have ever measured. The blacks are gray as soon as you are not exactly in front.,TV,"The Sony R510C LED TV has great blacks, but only from directly in front. As soon as you are off-axis, the blacks become gray. It has the most limited viewing ang...",,https://www.rtings.com/tv/reviews/sony/r510c,2015-05-20
https://i.rtings.com/images/reviews/tv/sony/w850c/w850c-design-medium.jpg,"Sony W850C Review (KDL65W850C, KDL75W850C)",Cedric Demers,Great blacks and native contrast ratio.,Limited viewing angle.,TV,"The Sony W850C is a good TV with excellent contrast and motion control. Unfortunately, it has too much motion blur and input lag to be a great gaming TV. For mov...",,https://www.rtings.com/tv/reviews/sony/w850c,2015-06-18
https://i.rtings.com/images/reviews/tv/sony/x850c/x850c-design-medium.jpg,"Sony X850C Review (XBR55X850C, XBR65X850C, XBR75X850C)",Cedric Demers,"Good motion handling, with full control over the backlight flickering.",Limited viewing angle.,TV,"The Sony X850C 4k TV has good overall picture quality, except when viewed at an angle - the colors lose saturation. The blacks are great and it doesn't have much...",,https://www.rtings.com/tv/reviews/sony/x850c,2015-05-15
https://i.rtings.com/images/reviews/tv/sony/x900c/x900c-design-medium.jpg,"Sony X900C Review (XBR55X900C, XBR65X900C)",Cedric Demers,Good color accuracy at an angle,Poor blacks,TV,"The Sony X900C 4k LED TV is very thin and has good color accuracy at an angle. However, the blacks are poor and not uniform, which means it is not a great choice...",,https://www.rtings.com/tv/reviews/sony/x900c,2015-08-14
https://i.rtings.com/images/reviews/tv/sony/x810c/x810c-design-medium.jpg,"Sony X810C Review (XBR55X810C, XBR65X810C)",Cedric Demers,Excellent overall picture quality.,Very dark corners.,TV,"The Sony X810C 4k LED TV has excellent picture quality, but it lacks more advanced features. The only major downside of this TV is the degradation of the colors ...",,https://www.rtings.com/tv/reviews/sony/x810c,2015-10-20
https://i.rtings.com/images/reviews/tv/sony/x930c/x930c-design-medium.jpg,Sony X930C Review (XBR65X930C),Cedric Demers,Wider color gamut,Limited viewing angle,TV,"The Sony X930C is an excellent UHD LED TV. It can get very bright and has great motion control. However, it loses picture quality at an angle and its gray unifor...",,https://www.rtings.com/tv/reviews/sony/x930c,2015-07-02
https://i.rtings.com/images/reviews/tv/sony/w630b/w630b-design-medium.jpg,Sony W630B Review (KDL60W630B/2),Daniel O'Keeffe,Excellent motion handling,Colors are inaccurate at an angle,TV,"The 1080p Sony KDL60W630B/2 TV is a remake of a popular 2014 model with the same name. It is a budget TV with average picture quality, lacking many of the featur...",,https://www.rtings.com/tv/reviews/sony/w630b,2016-08-05
https://i.rtings.com/images/reviews/tv/sony/w600d/w600d-design-medium.jpg,Sony W600D Review (KDL32W600D),Justin St-Laurent,Good for sports and video games.,"Poor movie experience, especially in a dark room.",TV,"The Sony W600D Series 720p LED TV has poor picture quality. Even if it doesn't have the sharpest picture, sports looks decent and it is okay to play video games....",,https://www.rtings.com/tv/reviews/sony/w600d,2016-05-06
https://i.rtings.com/images/reviews/tv/sony/x830c/x830c-design-medium.jpg,"Sony X830C Review (XBR43X830C, XBR49X830C)",Cedric Demers,Great color accuracy at an angle.,Reflects a lot of light,TV,"The Sony X830C doesn't have good picture quality. It reflects too much light in a bright room, and with the lights turned off, the blacks are gray. At least it m...",,https://www.rtings.com/tv/reviews/sony/x830c,2015-05-22
https://i.rtings.com/images/reviews/tv/sony/w650d/w650d-design-medium.jpg,"Sony W650D Review (KDL40W650D, KDL48W650D, KDL55W650D)",Daniel O'Keeffe,Decently good for playing video games,Screen uniformity is bad,TV,"The Sony W650D LED TV has an average picture quality. It has good blacks when viewed in a dark room. Unfortunately, its screen uniformity has issues and the TV c...",,https://www.rtings.com/tv/reviews/sony/w650d,2016-06-08
https://i.rtings.com/images/reviews/tv/sony/x750d/x750d-design-medium.jpg,Sony X750D Review (XBR65X750D),Daniel O'Keeffe,Picture quality remains when viewed from an angle,Blacks aren't very deep,TV,"The Sony XBR65X750D is a mid-range 4k TV with slightly above average picture quality. Even when viewed at an angle, the picture quality remains the same. It is v...",,https://www.rtings.com/tv/reviews/sony/x750d,2016-08-19
https://i.rtings.com/images/reviews/tv/sony/x700d/x700d-design-medium.jpg,"Sony X700D Review (XBR49X700D, XBR55X700D)",Daniel O'Keeffe,Great color accuracy at an angle,Poor blacks in a dark room,TV,"The Sony X700D is a 4k LED TV, with slightly above average picture quality. It isn't good in a dark room due to the low native contrast ratio. On the upside, it ...",,https://www.rtings.com/tv/reviews/sony/x700d,2016-09-16
https://i.rtings.com/images/reviews/tv/sony/x850d/x850d-design-medium.jpg,"Sony X850D Review (XBR55X850D, XBR65X850D, XBR75X850D, XBR85X850D)",Jean-Francois Lize,Great for fast motion content like sports and video games,Blacks appear a little gray in the dark,TV,"The Sony X850D is a good 4k LED TV for a living room. Its picture quality in a darker room isn't as good as last year's model, the X850C, but it boasts a better ...",,https://www.rtings.com/tv/reviews/sony/x850d,2016-03-18
https://i.rtings.com/images/reviews/tv/sony/x800d/x800d-design-medium.jpg,"Sony X800D Review (XBR43X800D, XBR49X800D)",Daniel O'Keeffe,Excellent motion handling,Picture quality degrades at an angle,TV,"The Sony X800D is a 4k LED TV with good picture quality. It performs well in dark rooms due to the good native contrast. It handles motion very well, with little...",,https://www.rtings.com/tv/reviews/sony/x800d,2016-08-17
https://i.rtings.com/images/reviews/tv/sony/x930d/x930d-design-medium.jpg,"Sony X930D Review (XBR55X930D, XBR65X930D)",Jean-Francois Lize,Great picture quality for movies,Average-high input lag,TV,"The Sony X930D is a great 4k UHD TV that offers good all-around picture quality, especially for movies. Its HDR mode is impressive, with very high peak brightnes...",,https://www.rtings.com/tv/reviews/sony/x930d,2016-04-01
https://i.rtings.com/images/reviews/tv/sony/x720e/x720e-design-medium.jpg,"Sony X720E Review (KD43X720E, KD49X720E, KD55X720E)",Daniel O'Keeffe,Looks good even if viewed from the sides,Limited app selection,TV,The Sony X720E is a decent entry-level 4k TV with a better than average viewing angle and low input lag for gaming. It lacks the fully-featured smart platform fo...,,https://www.rtings.com/tv/reviews/sony/x720e,2017-09-05
https://i.rtings.com/images/reviews/tv/sony/z9d/z9d-design-medium.jpg,"Sony Z9D Review (XBR65Z9D, XBR75Z9D, XBR100Z9D)",Daniel O'Keeffe,Exceptional local dimming,"Lots of motion blur, fast moving objects will often have faint trails following them",TV,"The Sony Z9D is a great full-array 4k LED TV. Picture quality in a dark room is among the best you can find, mostly thanks to its excellent local dimming capabil...",,https://www.rtings.com/tv/reviews/sony/z9d,2017-04-28
https://i.rtings.com/images/reviews/tv/sony/x690e/x690e-design-medium.jpg,"Sony X690E Review (KD50X690E, KD60X690E, KD70X690E)",Daniel O'Keeffe,High contrast ratio gives deep and uniform blacks,Picture quality deteriorates at an angle,TV,"The Sony X690E is a good 4k LED TV with decent picture quality, low input lag and good handling of motion. It's only found in larger sizes, but it's a versatile ...",,https://www.rtings.com/tv/reviews/sony/x690e,2017-09-25
https://i.rtings.com/images/reviews/tv/sony/x800e/x800e-design-medium.jpg,"Sony X800E Review (XBR43X800E, XBR49X800E, XBR55X800E)",Daniel O'Keeffe,Can be enjoyed even from the sides,"Contrast is low, making blacks less deep",TV,The X800E is a good 4k smart TV with decent picture quality for an LED TV. It has a wide viewing angle and can display a wide range of colors with very smooth gr...,,https://www.rtings.com/tv/reviews/sony/x800e,2017-05-12
https://i.rtings.com/images/reviews/tv/sony/x850e/x850e-design-medium.jpg,"Sony X850E Review (XBR65X850E, XBR75X850E)",Daniel O'Keeffe,Deep and uniform blacks,Image degrades rapidly at an angle,TV,The Sony X850E 4k LED TV offers better than average picture quality and excellent motion handling but lacks a handful of high-end features. It does best in darke...,,https://www.rtings.com/tv/reviews/sony/x850e,2017-04-19
https://i.rtings.com/images/reviews/tv/sony/x930e/x930e-design-medium.jpg,"Sony X930E Review (XBR55X930E, XBR65X930E)",Daniel O'Keeffe,"Exceptionally bright, which is great for HDR",Image degrades rapidly at an angle,TV,"The Sony X930E 4K HDR TV is a great LED TV with top of the line picture quality. It's one of the brightest TVs we've reviewed, so it does great with HDR. It cove...",,https://www.rtings.com/tv/reviews/sony/x930e,2017-03-24
https://i.rtings.com/images/reviews/tv/sony/x940e/x940e-design-medium.jpg,Sony X940E Review (XBR75X940E),Daniel O'Keeffe,Very deep and uniform blacks,Image degrades when viewed at an angle,TV,"The X940E is a great large 4k HDR smart TV. It produces some of the best blacks found on LED TVs, and it can get quite bright. The excellent local dimming and ab...",,https://www.rtings.com/tv/reviews/sony/x940e,2017-05-19
https://i.rtings.com/images/reviews/tv/brands-shots/sony/sony-shot-medium.jpg,The 3 Best Sony TVs of 2020: Reviews and Smart Features,Adam Babcock,,,TV,We've reviewed over 35 Sony TVs. The best Sony TV we've reviewed so far is the Sony A9G OLED. This is an exceptional OLED TV with outstanding picture quality and wide viewing angles.,,https://www.rtings.com/tv/reviews/sony,2020-03-03
https://i.rtings.com/images/reviews/tv/sony/a1e/a1e-design-medium.jpg,"Sony A1E OLED Review (XBR55A1E, XBR65A1E, XBR77A1E)",Daniel O'Keeffe,Perfect blacks,Input lag could be better,TV,The Sony A1E OLED TV is an excellent smart 4k TV that offers exceptional picture quality thanks to its perfectly deep and uniform blacks. It can produce a wide r...,,https://www.rtings.com/tv/reviews/sony/a1e-oled,2017-05-05
https://i.rtings.com/images/reviews/tv/sharp/n7000u/n7000u-design-medium.jpg,"Sharp N7000U Review (LC-43N7000U, LC-50N7000U, LC-55N7000U, LC-60N7000U, LC-65N7000U)",Daniel O'Keeffe,Good native contrast ratio,Picture quality degrades very rapidly at an angle,TV,"The Sharp N7000U is a mid-range 4k LCD TV. It is a rebranded Hisense, similar to the H8C but with a different backlight. It offers average picture quality, which...",,https://www.rtings.com/tv/reviews/sharp/n7000u,2016-10-21
https://i.rtings.com/images/reviews/tv/sharp/le653u/le653u-design-medium.jpg,"Sharp LE653U Review (LC-32LE653U, LC-40LE653U, LC-43LE653U, LC-48LE653U, LC-55LE653U)",Cedric Demers,Great contrast ratio.,"Limited viewing angle, with poor colors off-axis.",TV,The Sharp LE653U LED TV is a good basic TV with a great contrast ratio and good black screen uniformity. The main downsides are the loss of color saturation at a...,,https://www.rtings.com/tv/reviews/sharp/le653u,2015-06-01
https://i.rtings.com/images/reviews/tv/sharp/ub30u/ub30u-design-medium.jpg,"Sharp UB30U Review (LC-43UB30U, LC-50UB30U, LC-55UB30U, LC-65UB30U)",Cedric Demers,Great native contrast ratio with deep blacks.,Very limited viewing angle.,TV,"The Sharp UB30 4k LED TV has an impressive contrast ratio and handles itself well in a bright room. Unfortunately, the other aspects of the picture quality aren'...",,https://www.rtings.com/tv/reviews/sharp/ub30u,2015-05-27
https://i.rtings.com/images/reviews/headphones/bowers-wilkins/p5-s2/p5-s2-design-medium.jpg,Bowers & Wilkins P5 Series 2 Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,"The Bowers & Wilkins P5 Series 2 are well-designed, eye-catching and compact headphones with a good audio reproduction. They have a sturdy and durable build qual...",,https://www.rtings.com/headphones/reviews/bowers-wilkins/p5-series-2,2016-08-26
https://i.rtings.com/images/reviews/headphones/bowers-wilkins/p5-wireless/p5-wireless-design-medium.jpg,Bowers & Wilkins P5 Wireless Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,"The P5 Wireless are well-crafted, wireless headphones with a sturdy build and a compact, easy-to-use design. They deliver a good, balanced sound quality, an effi...",,https://www.rtings.com/headphones/reviews/bowers-wilkins/p5-wireless,2016-08-22
https://i.rtings.com/images/reviews/headphones/bowers-wilkins/px/px-design-medium.jpg,Bowers & Wilkins PX Wireless Review,Marc Henney,Great build quality.,A bit too tight on some heads.,Headphones,"The Bowers and Wilkins PX are decent mixed-usage, wireless headphones, with great isolation for commuting, and a sturdy premium design. They are easily one of th...",,https://www.rtings.com/headphones/reviews/bowers-wilkins/px-wireless,2018-05-22
https://i.rtings.com/images/reviews/headphones/bowers-wilkins/p7/p7-design-medium.jpg,Bowers & Wilkins P7 Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,The Bowers & Wilkins P7 are well-built and sturdy headphones. They deliver a good and balanced sound. They're comfortable and have a decently stable design. Howe...,,https://www.rtings.com/headphones/reviews/bowers-wilkins/p7,2016-08-08
https://i.rtings.com/images/reviews/headphones/bowers-wilkins/px7/px7-design-medium.jpg,Bowers & Wilkins PX7 Wireless Review,Jean-Simon Bonneterre,Amazing battery life.,Bad microphone for calls.,Headphones,The Bowers & Wilkins PX7 are headphones that have a dark sound profile but are very well-designed. They have a sleek style and are quite comfortable to wear for ...,,https://www.rtings.com/headphones/reviews/bowers-wilkins/px7-wireless,2019-11-01
https://i.rtings.com/images/reviews/tv/sony/x900e/x900e-design-medium.jpg,"Sony X900E Review (XBR49X900E, XBR55X900E, XBR65X900E, XBR75X900E)",Daniel O'Keeffe,Deep blacks,Picture quality deteriorates at an angle,TV,The Sony X900E is a great 4k TV that offers some of the best picture quality found in an LED TV. HDR content looks particularly good on this TV since it gets ver...,,https://www.rtings.com/tv/reviews/sony/x900e,2017-03-17
https://i.rtings.com/images/reviews/headphones/bose/quietcomfort-25/quietcomfort-25-design-medium.jpg,Bose QuietComfort 25/QC25 Review,Sam Vafaei,Comfortable design.,Average build quality.,Headphones,The Bose QuietComfort 25 are good commuting headphones thanks to their excellent noise canceling. They're lightweight and super comfortable for an over-ear desig...,,https://www.rtings.com/headphones/reviews/bose/quietcomfort-25-qc25,2018-02-24
https://i.rtings.com/images/reviews/headphones/bose/quietcomfort-20/quietcomfort-20-design-medium.jpg,Bose QuietComfort 20/QC20 Review,Sam Vafaei,Excellent noise isolation.,Slightly bass-heavy audio reproduction.,Headphones,"The Bose QC20 are average mixed usage headphones with excellent noise cancellation for commuting and loud environments. They're well-designed, durable, comfortab...",,https://www.rtings.com/headphones/reviews/bose/quietcomfort-20-qc20,2018-04-26
https://i.rtings.com/images/reviews/headphones/bose/quietcomfort-35/quietcomfort-35-design-medium.jpg,Bose QuietComfort 35/QC35 Wireless 2016 Review,Sam Vafaei,Outstanding noise isolation.,Moderate sound leakage.,Headphones,The Bose QuietComfort 35 are good headphones for commuters thanks to their excellent noise isolation. They're incredibly comfortable so you can wear them for hou...,,https://www.rtings.com/headphones/reviews/bose/quietcomfort-35-qc35-wireless-2016,2018-02-27
https://i.rtings.com/images/reviews/headphones/bose/quietcontrol-30/quietcontrol-30-design-medium.jpg,Bose QuietControl 30/QC30 Wireless Review,Sam Vafaei,Comfortable and stable earbud fit.,The neckband design won't be for everyone.,Headphones,"The Bose QuietControl 30 are above-average wireless earbuds for most uses cases, that deliver a satisfying sound quality. They're decently portable and offer mor...",,https://www.rtings.com/headphones/reviews/bose/quietcontrol-30-qc30-wireless,2018-03-13
https://i.rtings.com/images/reviews/headphones/bose/soundlink-on-ear/soundlink-on-ear-design-medium.jpg,Bose SoundLink On-Ear Wireless Review,Sam Vafaei,Comfortable and stable fit.,Poor noise isolation.,Headphones,The Bose SoundLink On-Ear are decent wireless on-ear headphones. They're comfortable and deliver a stable listening experience. Their sound quality is above-aver...,,https://www.rtings.com/headphones/reviews/bose/soundlink-on-ear-wireless,2016-05-06
https://i.rtings.com/images/reviews/headphones/bose/soundsport-in-ear/soundsport-in-ear-design-medium.jpg,Bose SoundSport In-Ear Review,Sam Vafaei,Comfortable and airy fit. ,"Poor noise isolation, by design.",Headphones,"The Bose SoundSport are decent sounding in-ear earbuds. They have a comfortable and open fit that some may prefer over typical in-ear models. The tips' design, l...",,https://www.rtings.com/headphones/reviews/bose/soundsport-in-ear,2016-07-01
https://i.rtings.com/images/reviews/headphones/bose/soundlink-around-ear-ii/soundlink-around-ear-ii-design-medium.jpg,Bose SoundLink 2 Wireless Review,Sam Vafaei,Above-average audio reproduction.,Poor noise isolation.,Headphones,"The Bose SoundLink Around-Ear 2 are above-average mixed usage headphones with a good and well-balanced sound. They're lightweight, incredibly comfortable and eas...",,https://www.rtings.com/headphones/reviews/bose/soundlink-2-wireless,2018-06-06
https://i.rtings.com/images/reviews/headphones/bose/soundtrue-ultra-in-ear/soundtrue-ultra-in-ear-design-medium.jpg,Bose SoundTrue Ultra In-Ear Review,Sam Vafaei,Stable and comfortable fit.,Mediocre noise isolation.,Headphones,The Bose SoundTrue Ultra are above-average in-ear headphones for most use cases. They have a decent sound quality that packs a lot of bass and a comfortable earb...,,https://www.rtings.com/headphones/reviews/bose/soundtrue-ultra-in-ear,2018-04-27
https://i.rtings.com/images/reviews/headphones/bose/soundsport-wireless/soundsport-wireless-design-medium.jpg,Bose SoundSport Wireless Review,Sam Vafaei,Comfortable and stable fit.,Semi-open design results in poor noise isolation.,Headphones,The Bose SoundSport Wireless are good wireless sports earbuds. They're comfortable and should be stable and breathable enough to take with you to the gym. Their ...,,https://www.rtings.com/headphones/reviews/bose/soundsport-wireless,2020-03-11
https://i.rtings.com/images/reviews/headphones/bose/soundtrue-around-ear-ii/soundtrue-around-ear-ii-design-medium.jpg,Bose SoundTrue Around-Ear II Review,Sam Vafaei,Good audio reproduction.,Poor noise isolation.,Headphones,"The Bose SoundTrue Around-Ear II are comfortable, lightweight headphones that deliver a good and balanced sound quality. They're sufficiently well-built but feel...",,https://www.rtings.com/headphones/reviews/bose/soundtrue-around-ear-ii,2016-09-29
https://i.rtings.com/images/reviews/headphones/bose/soundsport-free/soundsport-free-design-medium.jpg,Bose SoundSport Free Truly Wireless Review,Sam Vafaei,Well-balanced sound profile.,"Poor noise isolation, by design.",Headphones,The Bose SoundSport Free are truly wireless earbuds with a well-balanced sound profile. They've got a comfortable earbud fit with a semi-open design suitable for...,,https://www.rtings.com/headphones/reviews/bose/soundsport-free-truly-wireless,2020-03-11
