Title,PIC,Summary,Author,Date,Pros,Cons,URL
Review: Android 4.2 is a sweeter-tasting Jelly Bean,https://cdn.arstechnica.net/wp-content/uploads/2012/11/android-jellybean-review-640x215.jpg,"Android update brings improved security, multiuser support, and 10"" tablet UI.",Florence Ion & Andrew Cunningham,2012-11-07,,,https://arstechnica.com/gadgets/2012/11/review-android-4-2-is-a-sweeter-tasting-jelly-bean/
"13“ Retina MacBook Pro review: more pixels, less value",https://cdn.arstechnica.net/wp-content/uploads/2012/11/IMG_8412-640x215.jpg,"The Retina display is gorgeous, but comes with compromises.",Chris Foresman,2012-11-08,,,https://arstechnica.com/gadgets/2012/11/13-retina-macbook-pro-review-more-pixels-less-value/
Nexus 4—two-thirds of a great phone,https://cdn.arstechnica.net/wp-content/uploads/2012/11/IMG_17532-640x215.jpg,How much would you overlook to get Android 4.2 and timely updates?,Florence Ion,2012-11-09,,,https://arstechnica.com/gadgets/2012/11/nexus-4-two-thirds-of-a-great-phone/
Review: The Mac mini takes the Ivy Bridge to Fusion Town,https://cdn.arstechnica.net/wp-content/uploads/2012/11/mac-mini-flames.jpg,"New CPUs, USB 3, and optional Fusion make for a nice shiny package.",Lee Hutchinson,2012-11-13,,,https://arstechnica.com/gadgets/2012/11/review-the-mac-mini-takes-the-ivy-bridge-to-fusion-town/
Review: Nexus 10 tablet is a solid house built on shifting sands,https://cdn.arstechnica.net/wp-content/uploads/2012/11/Nexus-10-screen-2-640x215.jpg,"Platform needs a decent app store to thrive, and fast.",Andrew Cunningham,2012-11-12,,,https://arstechnica.com/gadgets/2012/11/nexus-10-tablet-is-a-solid-house-built-on-shifting-sands/
Samsung’s 840 Series SSD reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/11/big_drive-640x215.jpg,"Samsung's latest is a good drive for the price, but not fantastic."," Geoff Gasior, The Tech  Report",2012-11-16,,,https://arstechnica.com/gadgets/2012/11/samsungs-840-series-ssd-reviewed/
Windows Phone 8 review: Microsoft lays a foundation for success,https://cdn.arstechnica.net/wp-content/uploads/2012/11/windows8-floating-tiles-640x215.jpg,But is there room for another mobile OS in a world ruled by Android and iOS?,Peter Bright,2012-11-16,,,https://arstechnica.com/gadgets/2012/11/windows-phone-8-review-microsoft-lays-a-foundation-for-success/
iPhone 4: the Ars Technica review,,"The iPhone 4 is finally out, and many potential buyers are wondering if Apple' …",Jacqui Cheng,2010-06-28,,,https://arstechnica.com/gadgets/2010/06/iphone-4/
"Review: 3M Streaming Projector is good, but not perfect",https://cdn.arstechnica.net/wp-content/uploads/2012/11/IMG_1799-640x215.jpg,"It's definitely portable, but it falls short in the battery life department.",Florence Ion,2012-11-23,Features dual-band Wi-Fi for movie watching without any hiccups,Picture resolution is only WVGA,https://arstechnica.com/gadgets/2012/11/review-3m-streaming-projector-is-good-but-not-perfect/
You are now watching the throne: Samsung Galaxy S III review,https://cdn.arstechnica.net/wp-content/uploads/2012/06/gs3-front-640x215.jpg,"A more-than-worthy successor for the Galactic, er, Galaxy Empire.",Casey Johnston,2012-06-20,,,https://arstechnica.com/gadgets/2012/06/you-are-now-watching-the-throne-samsung-galaxy-s-iii-review/
"iPhone 4S: A Siri-ously slick, speedy smartphone",,We take a look at Apple's latest iteration of the iPhone to decide whether  …,Jacqui Cheng,2011-10-18,,,https://arstechnica.com/gadgets/2011/10/iphone-4s-a-siri-ously-slick-speedy-smartphone/
Pixelpalooza: 15“ Retina MacBook Pro reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/06/rMBP_intro-640x215.jpg,Apple replaces ports & spinning drives with Thunderbolt and 5.1 million pixels.,Chris Foresman,2012-06-23,,,https://arstechnica.com/gadgets/2012/06/pixelpalooza-ars-reviews-the-15-retina-macbook-pro/
Review: The 2012 MacBook Air soars with Ivy Bridge,https://cdn.arstechnica.net/wp-content/uploads/2012/06/macbookair20122-640x215.jpg,"New Air may look the same, but performance has surged ahead in just one year.",Jacqui Cheng,2012-06-21,,,https://arstechnica.com/gadgets/2012/06/review-the-2012-macbook-air-soars-with-ivy-bridge/
"A good Ultrabook, a bad tablet: the Lenovo IdeaPad Yoga 13 review",https://cdn.arstechnica.net/wp-content/uploads/2012/11/tent-mode-640x215.jpg,"Perhaps the biggest surprise? It makes a useful, miniature all-in-one.",Andrew Cunningham,2012-11-21,,,https://arstechnica.com/gadgets/2012/11/a-good-ultrabook-a-bad-tablet-the-lenovo-ideapad-yoga-13-review/
VistaQuest VQ10 disposable digital camera review,https://cdn.arstechnica.net/wp-content/uploads/2012/11/vistaquest_list-640x215.jpg,"The price is right, but what about picture quality and usability?","Dave Oliver, wired.co.uk",2012-11-17,,,https://arstechnica.com/gadgets/2012/11/vistaquest-vq10-disposable-digital-camera-review/
Playing it smart: the Sony Xperia Ion review,https://cdn.arstechnica.net/wp-content/uploads/2012/06/xp-front-640x215.jpg,A 12MP camera and great battery life are among the $99 phone's strong points. ,Casey Johnston,2012-06-24,,,https://arstechnica.com/gadgets/2012/06/playing-it-smart-the-sony-xperia-ion-review/
Revisiting the Xoom: Examining Jelly Bean on a 10-inch tablet,https://cdn.arstechnica.net/wp-content/uploads/2012/07/xoom-listing-640x215.png,Can a software update put the zoom back into older hardware?,Andrew Cunningham,2012-07-30,,,https://arstechnica.com/gadgets/2012/07/revisiting-the-xoom-examining-jelly-bean-on-a-10-inch-tablet/
Divine intervention: Google’s Nexus 7 is a fantastic $200 tablet,https://cdn.arstechnica.net/wp-content/uploads/2012/07/nexus-intro-640x215.jpg,"Like Microsoft, Google shows its own partners how one builds a tablet.",Casey Johnston,2012-07-08,,,https://arstechnica.com/gadgets/2012/07/divine-intervention-googles-nexus-7-is-a-fantastic-200-tablet/
OS X 10.8 Mountain Lion: the Ars Technica review,https://cdn.arstechnica.net/wp-content/uploads/2012/07/molo-review-640x215.jpg,"Where Lion stumbled, Mountain Lion regroups and forges ahead.",John Siracusa,2012-07-25,,,https://arstechnica.com/gadgets/2012/07/os-x-10-8/
In living color: Ars reviews the hacker-approved Philips Hue LEDs,https://cdn.arstechnica.net/wp-content/uploads/2012/11/hue-feature.jpeg,Pricey but lovable bulbs leave us incapable of going back to normal lighting.,Lee Hutchinson,2012-11-19,,,https://arstechnica.com/gadgets/2012/11/in-living-color-ars-reviews-the-hacker-approved-philips-hue-leds/
"A good Ultrabook, a great screen: the Asus Zenbook Prime UX31A review",https://cdn.arstechnica.net/wp-content/uploads/2012/08/UX31A-640x215.jpg,"Not quite as repairable as some might like, but it's improved on earlier models.",Andrew Cunningham,2012-08-25,1920x1080 matte IPS display with excellent color and viewing angles,Speaker isn't very loud and sounds pretty tinny,https://arstechnica.com/gadgets/2012/08/a-good-ultrabook-a-great-screen-the-asus-zenbook-prime-ux31a-review/
Review: Ivy Bridge brings big performance to tiny Lenovo ThinkCentre M92p,https://cdn.arstechnica.net/wp-content/uploads/2012/08/M92p-intro-cropped-640x215.jpg,Enterprise-ready towers don't need to be space eaters. Enter this 7x1x7 Lenovo.,Andrew Cunningham,2012-08-07,,,https://arstechnica.com/gadgets/2012/08/review-ivy-bridge-brings-big-performance-to-tiny-lenovo-thinkcentre-m92p/
"Good ideas, middling execution: the Samsung Galaxy Note 10.1 reviewed",https://cdn.arstechnica.net/wp-content/uploads/2012/08/Note-10.1-intro-640x215.jpg,Lack of third-party support hampers some interesting multitasking ideas.,Andrew Cunningham,2012-08-27,,,https://arstechnica.com/gadgets/2012/08/good-ideas-middling-execution-the-samsung-galaxy-note-10-1-reviewed/
"As Mac Pro stagnates, PC workstations muscle ahead",https://cdn.arstechnica.net/wp-content/uploads/2012/08/macpro-gasoline-640x215.jpg,A creative pro reviews two PC beasts: the HP Z820 and Dell Precision T5600.,Dave Girard,2012-08-09,,,https://arstechnica.com/gadgets/2012/08/as-mac-pro-stagnates-pc-workstations-muscle-ahead/
A worthy Ultrabook appears: the ThinkPad X1 Carbon reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/08/thinkpad_x1_carbon_listing-640x215.jpg,Lenovo shows other manufacturers what it means to make a good thin-and-light. ,Casey Johnston,2012-08-24,,,https://arstechnica.com/gadgets/2012/08/a-worthy-ultrabook-appears-the-thinkpad-x1-carbon-reviewed/
When your best just isn’t good enough: the Kindle Fire HD,https://cdn.arstechnica.net/wp-content/uploads/2012/09/kindle_fire_hd_7_151-640x215.jpg,Buying Amazon's 7-inch tablet? Get ready to overlook some flaws.,Casey Johnston,2012-09-18,,,https://arstechnica.com/gadgets/2012/09/when-your-best-just-isnt-good-enough-the-kindle-fire-hd/
Tempting fate: Installing iOS 6 on the iPhone 3GS,https://cdn.arstechnica.net/wp-content/uploads/2012/09/3GS-iOS-6-640x215.jpg,How well does 2012's software run on 2009's iPhone? Ars finds out.,Andrew Cunningham,2012-09-19,,,https://arstechnica.com/gadgets/2012/09/tempting-fate-installing-ios-6-on-the-iphone-3gs/
No computer required: The Doxie Go portable document scanner reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/08/doxie-intro-640x215.jpg,Convenience and good software help to compensate for a high price tag.,Andrew Cunningham,2012-08-13,Easy to use,"Other document scanners, like the Fujitsu ScanSnap S1100 or the Brother DS700D, have more capabilities and list for the same $199 price",https://arstechnica.com/gadgets/2012/08/no-computer-required-the-doxie-go-portable-document-scanner-reviewed/
"iPhone 5: a little bit taller, a little bit baller",https://cdn.arstechnica.net/wp-content/uploads/2012/09/iphone5-intro-640x215.jpg,"And if you've got a girl, you can call her. On LTE.",Jacqui Cheng,2012-09-24,,,https://arstechnica.com/gadgets/2012/09/iphone-5-a-little-bit-taller-a-little-bit-baller/
A fast NAS with class: 5 months with the Synology DS-412+,https://cdn.arstechnica.net/wp-content/uploads/2012/09/NAS-synology-640x215.jpg,Pricey but quick network storage has tons of features—and gigabit Ethernet speed.,Lee Hutchinson,2012-09-26,,,https://arstechnica.com/gadgets/2012/09/synology-ds-412-is-fast-fun-and-flexible/
Review: iOS 6 gets the spit and polish treatment,https://cdn.arstechnica.net/wp-content/uploads/2012/09/ios6-review-640x215.jpg,The name of the game is refinement.,Jacqui Cheng,2012-09-19,,,https://arstechnica.com/gadgets/2012/09/review-ios-6-gets-the-spit-and-polish-treatment/
"Review: Hidden Radio speaker brings the sleek, but twist design a bit weak",https://cdn.arstechnica.net/wp-content/uploads/2012/10/photo-4-640x215.jpg,Kickstarter-funded speaker doesn't quite work as well as designers intended.,Cyrus Farivar,2012-10-14,"
  
  ",,https://arstechnica.com/gadgets/2012/10/review-hidden-radio-speaker-brings-the-sleek-but-twist-design-a-bit-weak/
Putting the wide in widescreen: the Toshiba Satellite U845W reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/09/listing-640x215.jpg,This 21:9 very widescreen Ultrabook targets multitaskers and Windows 8 users,Andrew Cunningham,2012-09-27,"Wide screen can be useful for multitaskers or movie watchers, especially in Windows 8 or on the desktop using Toshiba's Split Screen utility.",Vertical screen space is still at a premium.,https://arstechnica.com/gadgets/2012/09/putting-the-wide-in-widescreen-the-toshiba-satellite-u845w-reviewed/
Review: 7th-generation iPod nano does little to excite,https://cdn.arstechnica.net/wp-content/uploads/2012/10/ipod_nano_7_besomerockin-640x215.jpg,Is this just last year's device with a bigger screen?,Chris Foresman,2012-10-18,,,https://arstechnica.com/gadgets/2012/10/review-7th-generation-ipod-nano-does-little-to-excite/
"Playback: RIM’s BlackBerry PlayBook, 18 months later",https://cdn.arstechnica.net/wp-content/uploads/2012/10/playbookfull1-640x215.jpg,Has new hardware and software made the PlayBook a significantly better tablet?,Florence Ion,2012-10-12,Solid hardware and build quality,Still no expandable storage,https://arstechnica.com/features/2012/10/playback-rims-blackberry-playbook-18-months-later/
"Old dog, new tricks: The $159 Kindle Fire review",https://cdn.arstechnica.net/wp-content/uploads/2012/10/fire-listing-640x215.jpg,"It's still a Kindle Fire, but new software brings improvements over last year.",Andrew Cunningham,2012-10-04,,,https://arstechnica.com/gadgets/2012/10/old-dog-new-tricks-the-159-kindle-fire-review/
The price of progress: 2012 iPod touch reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/10/ipod_touch_front_2-640x215.jpg,"A huge upgrade over its predecessor, but the $299 iPod touch is no impulse buy.",Andrew Cunningham,2012-10-16,,,https://arstechnica.com/gadgets/2012/10/the-price-of-progress-2012-ipod-touch-reviewed/
"Brighter, sharper, and ad-filled: The Kindle Paperwhite review",https://cdn.arstechnica.net/wp-content/uploads/2012/10/IMG_3083-640x215.jpg,"The Kindle's first lit screen shows versatility, but also spots and many ads.",Cesar Torres,2012-10-17,,,https://arstechnica.com/gadgets/2012/10/its-bright-but-maybe-tablet-food-the-kindle-paperwhite-review/
Microsoft’s first stab at a tablet: Surface reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/10/surface-640x215.jpg,Does Redmond have what it takes to be a tablet manufacturer?,Peter Bright,2012-10-24,,,https://arstechnica.com/gadgets/2012/10/microsofts-first-stab-at-a-pc-surface-reviewed/
My kingdom for some apps: The Asus VivoTab RT review,https://cdn.arstechnica.net/wp-content/uploads/2012/10/vivo-rt-docked-640x215.jpg,An otherwise decent Windows RT tablet is hobbled by a lack of software.,Andrew Cunningham,2012-10-23,,,https://arstechnica.com/gadgets/2012/10/my-kingdom-for-some-apps-the-asus-vivo-tab-rt-review/
Review: Acer’s C7 Chromebook is $199 and feelin’ fine (relatively),https://cdn.arstechnica.net/wp-content/uploads/2012/11/C7-Chromebook-640x215.jpg,"It's the cheapest Chromebook yet, but is it a piece of junk?",Andrew Cunningham,2012-12-03,,,https://arstechnica.com/gadgets/2012/12/review-acers-c7-chromebook-is-199-and-feelin-fine-relatively/
Review: HTC 8X is the best Windows Phone 8 handset out there (Updated),https://cdn.arstechnica.net/wp-content/uploads/2012/12/htc_8x_1-640x215.jpg,"Screen, camera, and speed are good, though we'd like more battery life.",Casey Johnston,2012-12-10,,,https://arstechnica.com/gadgets/2012/12/review-htc-8x-is-the-best-windows-phone-8-handset-out-there/
"Review: 21.5-inch 2012 iMac takes two steps forward, one step back",https://cdn.arstechnica.net/wp-content/uploads/2012/12/head-on-640x215.jpg,"The new iMac is attractive, but makes compromises in the pursuit of thinness.",Andrew Cunningham,2012-12-07,,,https://arstechnica.com/gadgets/2012/12/review-21-5-inch-2012-imac-takes-two-steps-forward-one-step-back/
"Review: Solid design, great touchscreen can’t save Acer Aspire S7 Ultrabook",https://cdn.arstechnica.net/wp-content/uploads/2012/12/S7-main-640x215.jpg,Awful battery life and keyboard hamper Acer's efforts to change its reputation.,Andrew Cunningham,2012-12-12,,,https://arstechnica.com/gadgets/2012/12/review-solid-design-great-touchscreen-cant-save-acer-aspire-s7-ultrabook/
"Harder, better, faster, stronger: A review of the 27-inch iMac",https://cdn.arstechnica.net/wp-content/uploads/2012/12/27imac-topdown1-640x215.jpg,Our maxed-out model runs rings around its base model 21.5-inch baby brother.,Lee Hutchinson,2012-12-19,,,https://arstechnica.com/gadgets/2012/12/harder-better-faster-stronger-a-review-of-the-27-imac/
Review: Dell’s acrobatic XPS 12 is the Windows 8 convertible to beat,https://cdn.arstechnica.net/wp-content/uploads/2012/12/xps-12-main-640x215.jpg,The flippable touchscreen is just one reason why this laptop is great.,Andrew Cunningham,2012-12-17,,,https://arstechnica.com/gadgets/2012/12/review-dells-acrobatic-xps-12-is-the-windows-8-convertible-to-beat/
An imperfect ten: the BlackBerry Z10 smartphone review,https://cdn.arstechnica.net/wp-content/uploads/2013/02/z10-angle-640x215.jpg,"The Z10 is good, just maybe not break-up-with-your-current-smartphone good.",Andrew Cunningham,2013-02-02,,,https://arstechnica.com/gadgets/2013/02/an-imperfect-ten-the-blackberry-z10-smartphone-review/
"Microsoft Surface with Windows 8 Pro: Hotter, Thicker, Faster, Louder",https://cdn.arstechnica.net/wp-content/uploads/2013/02/surface-pro-640x215.jpg,What happens when you take Surface RT and add an Intel processor and hi-res screen?,Peter Bright,2013-02-06,,,https://arstechnica.com/gadgets/2013/02/microsoft-surface-with-windows-8-pro-hotter-thicker-faster-louder/
A tale of two gaming laptops: The x17 vs. the Blade Mk2 ,https://cdn.arstechnica.net/wp-content/uploads/2012/12/17x-vs-blade-640x215.jpg,"The new Blade is good, but it's still stuck between two worlds.",Andrew Cunningham,2012-12-20,,,https://arstechnica.com/gadgets/2012/12/a-tale-of-two-gaming-laptops-the-x17-vs-the-blade-mk2/
Review: Acer’s Iconia W700 is an Ultrabook in a tablet’s body,https://cdn.arstechnica.net/wp-content/uploads/2013/01/w700-stand-keyboard-640x215.jpg,"The tablet balances size, performance, and battery life with some success.",Andrew Cunningham,2013-01-22,,,https://arstechnica.com/gadgets/2013/01/review-acers-iconia-w700-is-an-ultrabook-in-a-tablets-body/
If two became one: The Droid DNA and Razr Maxx HD reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/12/IMG_20521-640x215.jpg,A big battery and a high-res screen are nice—too bad we can't have both.,Florence Ion,2012-12-12,,,https://arstechnica.com/gadgets/2012/12/if-two-became-one-the-droid-dna-and-razr-maxx-hd-reviewed/
"Review: BlackBerry 10 is better, much better, late than never",https://cdn.arstechnica.net/wp-content/uploads/2013/02/IMG_2838-640x215.jpg,"From Gestures to the Hub, BlackBerry 10 has won us over. But is it too late?",Florence Ion,2013-02-06,,,https://arstechnica.com/gadgets/2013/02/review-blackberry-10-is-better-much-better-late-than-never/
AT&T’s MiFi Liberate has a touchscreen—and it’s surprisingly useful,https://cdn.arstechnica.net/wp-content/uploads/2013/01/IMG_2648-640x215.jpg,We review this handy little gadget that packs a punch in battery life.,Florence Ion,2013-01-23,,,https://arstechnica.com/gadgets/2013/01/atand-its-surprisingly-useful/
Review: WD TV Play is a set-top box made for streaming junkies,https://cdn.arstechnica.net/wp-content/uploads/2013/02/IMG_28652-640x215.jpg,It's especially useful if you have a lot of locally stored content. ,Florence Ion,2013-02-18,Supports many different file types,Some lag while skipping between songs and browsing through menus,https://arstechnica.com/gadgets/2013/02/review-wd-tv-play-is-a-set-top-box-made-for-streaming-junkies/
Review: Who needs Windows RT? Acer’s Iconia W510 runs the real thing,https://cdn.arstechnica.net/wp-content/uploads/2013/02/w510-main-640x215.jpg,"There are some issues, but Intel's Atom delivers the full Windows 8 experience.",Andrew Cunningham,2013-02-09,,,https://arstechnica.com/gadgets/2013/02/review-who-needs-windows-rt-acers-iconia-w510-runs-the-real-thing/
Modbook 2.0: The original Mac tablet gets a makeover,https://cdn.arstechnica.net/wp-content/uploads/2013/02/modbookpro19-640x215.jpg,"Nope, it's not an iPad—it's your 13-inch MacBook with a Wacom digitizer.",Jacqui Cheng,2013-03-05,,,https://arstechnica.com/gadgets/2013/03/review-here-comes-the-new-modbook-the-original-mac-tablet-redux/
Review: Chromebook Pixel is too expensive (and too good) for Chrome OS,https://cdn.arstechnica.net/wp-content/uploads/2013/03/chromebook-pixel-640x215.jpg,"Power users, you'll get your hardware. But prepare to find alternative software.",Andrew Cunningham,2013-03-07,,,https://arstechnica.com/gadgets/2013/03/review-chromebook-pixel-is-too-expensive-and-too-good-for-chrome-os/
Second time’s the charm: The Xperia Tablet Z review,https://cdn.arstechnica.net/wp-content/uploads/2013/06/XperiaTabletZ15-640x215.jpg,"Sony goes high-end with a thin, waterproof chassis and MHL capabilities. ",Florence Ion,2013-06-25,,,https://arstechnica.com/gadgets/2013/06/second-times-the-charm-the-xperia-tablet-z-review/
"Ouya hardware impressions, aka Indie Game: The Console",https://cdn.arstechnica.net/wp-content/uploads/2013/06/Ouya71-640x215.jpg,"It's low on horsepower but delivers plenty of cheap, interesting TV gaming.",Florence Ion,2013-06-25,,,https://arstechnica.com/gaming/2013/06/ouya-hardware-impressions-a-k-a-indie-game-the-console/
Review: The Hisense Sero 7 Pro is a Nexus 7 clone for $50 less,https://cdn.arstechnica.net/wp-content/uploads/2013/06/IMG_6581-640x215.jpg,This doppelganger tablet offers some features that the Nexus 7 doesn't have.,Andrew Cunningham,2013-06-30,,,https://arstechnica.com/gadgets/2013/06/review-the-hisense-sero-7-pro-is-a-nexus-7-clone-for-50-less/
Review: The Samsung Galaxy S 4 Google Play Edition is great (for now),https://cdn.arstechnica.net/wp-content/uploads/2013/07/twoOSesonephone-640x215.jpg,How much better is the Google Play Edition of the Galaxy S 4 over Samsung's?,Florence Ion,2013-07-03,,,https://arstechnica.com/gadgets/2013/07/review-the-samsung-galaxy-s-4-google-play-edition-is-great-for-now/
"Hands-on with $6,400 of workstation-class laptop",https://cdn.arstechnica.net/wp-content/uploads/2013/01/8770w-display-side-640x215.jpg,HP's EliteBook 8770w is more laptop than most will ever need (or use).,Lee Hutchinson,2013-01-29,,,https://arstechnica.com/gadgets/2013/01/hands-on-with-6400-of-workstation-class-laptop/
Review: Samsung’s ATIV Odyssey is Windows Phone 8 on a budget,https://cdn.arstechnica.net/wp-content/uploads/2013/02/IMG_2885-640x215.jpg,"Screen aside, this handset is a good choice for the free-with-contract crowd.",Andrew Cunningham,2013-02-18,,,https://arstechnica.com/gadgets/2013/02/review-samsungs-ativ-odyssey-is-windows-phone-8-on-a-budget/
Review: The HTC One Google Play edition offers the best of both worlds,https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_6604-640x215.jpg,Ditching Sense lets the hardware's best qualities shine through.,Andrew Cunningham,2013-07-04,,,https://arstechnica.com/gadgets/2013/07/review-the-htc-one-google-play-edition-offers-the-best-of-both-worlds/
Review: Acer Aspire R7 tries really hard to address needs no one has,https://cdn.arstechnica.net/wp-content/uploads/2013/07/aspirer7-ezel-hinge1-640x215.jpg,Uncomfortable form factor and haphazard design leave us confused and unsatisfied.,Lee Hutchinson,2013-07-11,,,https://arstechnica.com/gadgets/2013/07/review-acer-aspire-r7-tries-really-hard-to-address-needs-no-one-has/
"Review: Lenovo’s IdeaPad Yoga 11S is good, but it’s late to the party",https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_6610-640x215.jpg,"Smaller, flexible convertible PC needs either Haswell or a time machine.",Andrew Cunningham,2013-07-17,,,https://arstechnica.com/gadgets/2013/07/review-lenovos-ideapad-yoga-11s-is-good-but-its-late-to-the-party/
Review: Galaxy S 4 Active is a Samsung phone for folks who hate Samsung phones,https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_66371-640x215.jpg,It keeps the high-end guts and sports heavy-duty plastic but ditches AMOLED.,Andrew Cunningham,2013-07-21,,,https://arstechnica.com/gadgets/2013/07/review-galaxy-s-4-active-is-a-samsung-phone-for-folks-who-hate-samsung-phones/
The Nokia Lumia 1020: The smartphone to render point-and-shoots obsolete,https://cdn.arstechnica.net/wp-content/uploads/2013/07/nemo-640x215.jpg,Review: Shoehorning a huge sensor into a smartphone does result in a great camera.,Peter Bright,2013-08-02,,,https://arstechnica.com/gadgets/2013/08/the-nokia-lumia-1020-the-smartphone-to-render-point-and-shoots-obsolete/
"Review: Belkin’s $299 Thunderbolt Express Dock works well, costs lots",https://cdn.arstechnica.net/wp-content/uploads/2013/07/belkintb-dock-plugged-640x215.jpg,"It's fast, expensive, and people are going to be angry it exists. Just like Thunderbolt!",Lee Hutchinson,2013-07-25,Extends the usable life of port-limited Ultrabooks like the MacBook Air by enabling them to work with all kinds of USB 3.0 accessories,"Thunderbolt's powered cables mean that the dock requires external power to operate, killing its mobility",https://arstechnica.com/gadgets/2013/07/review-belkins-299-thunderbolt-express-dock-works-well-costs-lots/
"Hands-on with the Leap Motion Controller: Cool, but frustrating as hell",https://cdn.arstechnica.net/wp-content/uploads/2013/07/lmc-unboxed-cables-640x215.jpg,Hotly anticipated gesture-recognizing device doesn't quite do it for us yet.,Lee Hutchinson,2013-07-27,,,https://arstechnica.com/gadgets/2013/07/hands-on-with-the-leap-motion-controller-cool-but-frustrating-as-hell/
"Cheaper than most, better than all: the 2013 Nexus 7 reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_6738-640x215.jpg,"Great screen, fast internals make this refreshed tablet a great deal at any price.",Andrew Cunningham,2013-07-31,,,https://arstechnica.com/gadgets/2013/07/the-2013-nexus-7-review-meet-the-new-standard-for-android-tablets/
Review: Two new color-changing lights want to be friends with Philips Hue,https://cdn.arstechnica.net/wp-content/uploads/2013/08/hue2-listing-600x215.jpg,Plus a video peek into one editor's life with the fancy LED bulbs.,Lee Hutchinson,2013-08-10,,,https://arstechnica.com/gadgets/2013/08/review-two-new-color-changing-lights-want-to-be-friends-with-philips-hue/
Review: Android 4.3’s multitude of minor changes future-proofs the platform,https://cdn.arstechnica.net/wp-content/uploads/2013/08/android-jellybean-fishing-640x215.jpg,"New Jelly Bean is faster, more power-efficient, more secure, and still fragmented.",Andrew Cunningham,2013-08-09,,,https://arstechnica.com/gadgets/2013/08/review-android-4-3-future-proofs-the-platform-with-multitude-of-minor-changes/
"Review: Garmin HUD is sharp, functional, pricey",https://cdn.arstechnica.net/wp-content/uploads/2013/08/hud-ondash-640x215.jpg,"The device works great, but it does nothing without a smartphone plus a pricey app.",Lee Hutchinson,2013-08-17,"
            ",Very visible and crisp display,https://arstechnica.com/gadgets/2013/08/review-garmin-hud-is-sharp-functional-pricey/
"Review: Lego Mindstorms EV3 means giant robots, powerful computers",https://cdn.arstechnica.net/wp-content/uploads/2013/08/ev3_listing-640x215.jpg,"My inner 9-year-old is blown away, but my outer 35-year-old balks at the $349 price.",Lee Hutchinson,2013-08-06,,,https://arstechnica.com/gadgets/2013/08/review-lego-mindstorms-ev3-means-giant-robots-powerful-computers/
Greater than the sum of its specs: Google’s Moto X reviewed,https://cdn.arstechnica.net/wp-content/uploads/2013/08/IMG_6922-640x215.jpg,"It's more expensive than we'd like, but it's a big step forward for Motorola.",Andrew Cunningham,2013-08-16,,,https://arstechnica.com/gadgets/2013/08/greater-than-the-sum-of-its-specs-googles-moto-x-reviewed/
Review: Acer and Haswell give Chrome OS the battery life it deserves,https://cdn.arstechnica.net/wp-content/uploads/2013/10/IMG_7755-640x215.jpg,Acer's C720 trades display and keyboard quality for performance and longevity.,Andrew Cunningham,2013-10-25,,,https://arstechnica.com/gadgets/2013/10/review-acer-and-haswell-give-chrome-os-the-battery-life-it-deserves/
Review: Sony’s VAIO Flip 13 dies the death of a thousand cuts,https://cdn.arstechnica.net/wp-content/uploads/2013/10/IMG_7654-640x215.jpg,"Pen input is a great feature, but the complete package is better on paper than in person.",Andrew Cunningham,2013-10-16,,,https://arstechnica.com/gadgets/2013/10/review-sonys-vaio-flip-13-dies-the-death-of-a-thousand-cuts/
Video review: Zooming across Texas in the Tesla Model S,https://cdn.arstechnica.net/wp-content/uploads/2013/10/teslavidlist-640x215.jpg,An epic-length video documenting our electrifying electric car journey.,Lee Hutchinson,2013-10-28,,,https://arstechnica.com/gadgets/2013/10/video-review-tesla-model-s/
Surface Pro 2: Less than a laptop,https://cdn.arstechnica.net/wp-content/uploads/2013/10/surface2-feat-pro1.jpg,"Review: The heart of a laptop it may be, but I want the body of a laptop, too.",Peter Bright,2013-10-30,,,https://arstechnica.com/gadgets/2013/10/surface-pro-2-less-than-a-laptop/
"Retina, round two: Apple’s 15-inch 2013 Retina MacBook Pro reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/10/IMG_7811-640x215.jpg,Graphics performance takes a step back even as everything else strides forward.,Andrew Cunningham,2013-10-26,,,https://arstechnica.com/gadgets/2013/10/retina-round-two-apples-15-inch-2013-retina-macbook-pro-reviewed/
Review: Tesla Motors’ all-electric Model S is fast—but is it a good car?,https://cdn.arstechnica.net/wp-content/uploads/2013/10/tesla0030-640x215.jpg,Ars drives a Model S for 500 miles to try to find the soul inside the machine.,Lee Hutchinson,2013-10-28,,,https://arstechnica.com/features/2013/10/review-tesla-model-s/
