PIC,Title,Author,Pros,Cons,OCN,Summary,Verdict,URL,Date,Review_Date,Score,Scale,SID,Product_Name
https://i.rtings.com/images/reviews/tv/sony/x810c/x810c-design-medium.jpg,"Sony X810C Review (XBR55X810C, XBR65X810C)",Cedric Demers,Excellent overall picture quality.,Very dark corners.,TV,"The Sony X810C 4k LED TV has excellent picture quality, but it lacks more advanced features. The only major downside of this TV is the degradation of the colors ...","Good performance all-round. Good picture quality for movies, and handles motion well for sports. Video games are great too. Unfortunately the picture quality deteriorates quickly when viewed from the side, and the screen can't get very bright.",https://www.rtings.com/tv/reviews/sony/x810c,2015-10-20,2015-10-20 00:00:00,7.5,10,sony/x810c,"Sony X810C (XBR55X810C, XBR65X810C)"
https://i.rtings.com/images/reviews/headphones/jbl/live-200bt/live-200bt-design-medium.jpg,JBL Live 200BT Wireless Review,Jean-Simon Bonneterre,Good and neutral audio reproduction.,Sub-par microphone.,Headphones,"The JBL Live 200BT are decent, mixed-usage, around-the-neck headphones that have a good neutral audio reproduction. These headphones are fairly comfortable, and ...","Acceptable for mixed usage. These headphones have a good audio reproduction and their design lets you carry them around your neck pretty much everywhere. They only passively isolate, so they won’t be the best option for commuting, but they are still decent for this use and to use at the office. They can be a good option for sports and working out thanks to their small and stable bud design. However, since their latency is a bit high, they won’t be ideal for watching video content and gaming.",https://www.rtings.com/headphones/reviews/jbl/live-200bt-wireless,2019-06-05,2019-06-05 00:00:00,7.0,10,jbl/live-200bt-wireless,JBL Live 200BT Wireless
https://i.rtings.com/images/reviews/headphones/jbl/live-650btnc/live-650btnc-design-medium.jpg,JBL Live 650 BTNC Wireless Review,Jean-Simon Bonneterre,Exceptional wireless range.,Bulky design.,Headphones,"The JBL Live 650 BTNC are decent, mixed usage, Bluetooth over-ear headphones. They have a good and accurate sound, but will be better suited for bass-heavy genre...","Decent for mixed usage. The JBL Live 650 BTNC have an accurate sound profile with an overemphasized bass which will be better suited for bass-heavy genres. Also, their isolation performance is okay, and they can be used for commuting as well. While they are decently stable, they might not be the best option for sports since they get quite warm and their bulky design isn’t ideal for this use case. On the upside, they’ll be good for the office since they have a long battery life and block work environment noises. They are also comfortable to wear for a while. However, like most Bluetooth headphones, they won’t be great for watching TV and gaming because of their latency.",https://www.rtings.com/headphones/reviews/jbl/live-650-btnc-wireless,2019-05-02,2019-05-02 00:00:00,7.1,10,jbl/live-650-btnc-wireless,JBL Live 650 BTNC Wireless
https://i.rtings.com/images/reviews/headphones/jbl/live-400bt/live-400bt-design-medium.jpg,JBL Live 400BT Wireless Review,Marc Henney,Good audio reproduction.,On-ear design not as comfortable for long listening sessions.,Headphones,"The JBL 400BT are decent, mixed-usage, on-ear headphones with a well-balanced and customizable sound. They have decent audio reproduction with a slight emphasis ...","Decent for mixed usage. They have a good audio reproduction and a customizable sound profile. They also have an excellent battery life and wireless range. However, their on-ear design can be a bit uncomfortable at times, especially during long listening sessions. They also don't isolate much in noisy environments, so they won't be the best option for commuting or to use in a busy office. Their latency performance, like most Bluetooth headphones without low latency codecs, is also sub-par, so they won't be a great choice for watching a lot of video content. On the upside, they're a bit less bulky than over-ears and are more breathable, which is good for sports.",https://www.rtings.com/headphones/reviews/jbl/live-400bt-wireless,2019-07-26,2019-07-26 00:00:00,7.0,10,jbl/live-400bt-wireless,JBL Live 400BT Wireless
https://i.rtings.com/images/reviews/headphones/jbl/ua-true-wireless-flash/ua-true-wireless-flash-design-medium.jpg,JBL UA True Wireless Flash Review,Jean-Simon Bonneterre,Durable and stable fit for sports.,Very high latency.,Headphones,The JBL Under Armour True Wireless Flash are great sports headphones that stand out thanks to their good audio reproduction and their rugged build quality. They ...,"Decent for mixed usage. The JBL True Wireless Flash have good audio reproduction for in-ears and their small design is easy to carry around in your commute or at the gym. They also create a good seal in your ears, which isolates a good amount of ambient noise, which is good for public transit or at the office. They are designed as sports headphones thanks to their stability fins and waterproof build. They don’t have the longest battery life for flights or a normal workday, but they’ll be fine for working out. However, their latency is very high and they shouldn’t be used for watching video content and gaming.",https://www.rtings.com/headphones/reviews/jbl/ua-true-wireless-flash,2019-05-24,2019-05-24 00:00:00,7.1,10,jbl/ua-true-wireless-flash,JBL UA True Wireless Flash
https://i.rtings.com/images/reviews/headphones/jbl/live-500bt/live-500bt-design-medium.jpg,JBL Live 500BT Wireless Review,Jean-Simon Bonneterre,Decent audio reproduction.,Sub-par noise isolation.,Headphones,"The JBL Live 500BT are fairly versatile headphones that have a decent sound profile. These headphones are quite similar to the JBL E55BT, which seem to be the pr...","Acceptable for mixed usage. The JBL Live 500BT have a decent sound profile which is versatile for a wide variety of music genres. They are also decently comfortable but are a bit tight for some. They don’t have an ANC feature like higher-end similar models, which means they might not be the ideal choice for commuting. However, they can be a pretty decent option when playing music; since they don’t leak too much, you’ll be able to mask more ambient noise, which can be useful in an office setting. Even though they are stable headphones, they weren’t designed for sports and you will experience more sweat than usual when wearing these. Additionally, like most Bluetooth headphones, their latency will be too high for watching TV and gaming, but you can use them wired to nullify these issues.",https://www.rtings.com/headphones/reviews/jbl/live-500bt-wireless,2019-07-05,2019-07-05 00:00:00,6.9,10,jbl/live-500bt-wireless,JBL Live 500BT Wireless
https://i.rtings.com/images/reviews/headphones/jbl/tune-120/tune-120-design-medium.jpg,JBL Tune 120 Truly Wireless Review,Jake Thauvette,Versatile pair of headphones.,Slightly cheap feeling.,Headphones,The JBL Tune 120 are pretty versatile truly wireless headphones that are decent for most uses but don't excel in anything in particular. These headphones are als...,"Decent for mixed usage. These headphones are a good option for someone that wants a pair of decently comfortable and versatile headphones. They do a decent job for most uses but aren't designed for any specific one. They can be used for sports just as much as you can enjoy your music on the bus. However, due to their high latency, they can't be used for gaming and people might notice a delay when watching video content.",https://www.rtings.com/headphones/reviews/jbl/tune-120-truly-wireless,2019-12-05,2019-12-05 00:00:00,6.9,10,jbl/tune-120-truly-wireless,JBL Tune 120 Truly Wireless
https://i.rtings.com/images/reviews/headphones/articles/best/best-jbl-medium.jpg,The 4 Best JBL Headphones of 2020: Reviews,Ian McPhail,,,Headphones,"The best noise cancelling JBL headphones we’ve tested are the JBL Live 650 BTNC. They’re comfortable, well-built wireless over-ears that are easy-to-use with a dedicated Bluetooth sync button.",,https://www.rtings.com/headphones/reviews/jbl,2020-01-06,2020-01-06 00:00:00,7.1,10,jbl,The 4 Best JBL Headphones of 2020:s
https://i.rtings.com/images/reviews/headphones/jbl/tune-220tws/tune-220tws-design-medium.jpg,JBL TUNE 220TWS Truly Wireless Review,Jake Thauvette,Earbud design may be good for people who dislike the fit of in-ears.,Very short battery life with long charge time.,Headphones,"The JBL TUNE 220TWS are disappointing truly wireless earbuds. While their earbud design may please people who find in-ears uncomfortable, they're made of hard pl...","The JBL TUNE 220 TWS are disappointing headphones for mixed usage. Their sound profile is very bright and lacking in bass, and their 2.3-hour single-charge battery life is bad. People who find in-ears uncomfortable may prefer their earbud design, though unfortunately, they're made of hard plastic and can get painful in the ear during extended use. On the upside, they feel quite stable in the ear, and they don't block out much background noise, making them a good option for people who run outdoors and want to stay aware of their surroundings.",https://www.rtings.com/headphones/reviews/jbl/tune-220tws-truly-wireless,2020-03-27,2020-03-27 00:00:00,5.8,10,jbl/tune-220tws-truly-wireless,JBL TUNE 220TWS Truly Wireless
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-ii/cloud-ii-design-medium.jpg,HyperX Cloud 2/Cloud II Review,Sam Vafaei,Negligible latency.,Poor noise isolation.,Headphones,The HyperX Cloud II are an above-average gaming headset with a decently balanced sound and a casual design you can use outdoors. They easily pass for regular hea...,"The HyperX Cloud 2 are decent gaming headsets that are versatile enough to use as casual headphones. They have a simple but well-built design with a comfortable fit. They also have closed-back ear cups that don't leak much and block a bit of noise, although, they won't be ideal for commuting or loud environments. On the upside, these headphones have an above-average sound, and since they're wired, they have very negligible latency which makes them suitable for gaming and watching videos.",https://www.rtings.com/headphones/reviews/hyperx/cloud-2-cloud-ii,2018-03-16,2018-03-16 00:00:00,5.9,10,hyperx/cloud-2-cloud-ii,HyperX Cloud 2/Cloud II
https://i.rtings.com/images/reviews/headphones/jbl/reflect-flow/reflect-flow-design-medium.jpg,JBL Reflect Flow True Wireless Review,Jake Thauvette,Well-balanced sound profile.,Bulky design.,Headphones,The JBL Reflect Flow True Wireless are a decent pair of earbuds that are well-built and have a well-balanced sound profile that should suit most genres. They're ...,"Decent mixed usage. Although the JBL Reflect Flow are fairly versatile, they're on the bulky side and may not fit everyone. They're very good for short sessions at the gym, but they may be uncomfortable to wear for an extended period of time. The noise isolation is good for blocking out speech, making them great for office use, but for commuting, they aren't as good at isolating you from the rumbles of bus engines.",https://www.rtings.com/headphones/reviews/jbl/reflect-flow-true-wireless,2019-12-13,2019-12-13 00:00:00,7.1,10,jbl/reflect-flow-true-wireless,JBL Reflect Flow True Wireless
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-stinger/cloud-stinger-design-medium.jpg,HyperX Cloud Stinger Review,Sam Vafaei,Comfortable and sturdy design.,Mediocre isolation.,Headphones,"The HyperX Cloud Stinger are above-average and easy-to-use gaming headphones. They have a good mic that filters out a lot of noise, a decent audio reproduction, ...","The HyperX Cloud Stinger are decent for mixed usage. They have a simple and easy-to-use design and a comfortable over-ear fit. They won't be the most versatile headphones to take outdoors since you can't remove the mic. They're also a bit bulky and don't block a lot of noise. On the upside, they have a standard audio jack, an above-average, and a well-balanced sound. Furthermore, they're decently durable, especially for their price range.",https://www.rtings.com/headphones/reviews/hyperx/cloud-stinger,2018-03-09,2018-03-09 00:00:00,5.6,10,hyperx/cloud-stinger,HyperX Cloud Stinger
https://i.rtings.com/images/reviews/headphones/articles/best/best-hyperx-medium.jpg,The 3 Best HyperX Headsets of 2020: Reviews,Ian McPhail,,,Headphones,The best wireless HyperX headset that we've reviewed so far is the HyperX Cloud Flight. Many gamers find wireless headphones a bit more convenient for gaming.,,https://www.rtings.com/headphones/reviews/hyperx,2020-01-27,2020-01-27 00:00:00,6.4,10,hyperx,The 3 Best HyperX Headsets of 2020:s
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-flight-s/cloud-flight-s-design-medium.jpg,HyperX Cloud Flight S Review,Jake Thauvette,Outstanding battery life.,No EQ settings even with companion software.,Headphones,The HyperX Cloud Flight S are the upgraded version of the HyperX Cloud Flight. They're similar to their predecessor but have a sleeker and more premium-feeling d...,"The HyperX Cloud Flight S are mediocre headphones for mixed usage. While they're comfortable and have a casual look, unfortunately, they can only be used when paired to their USB receiver, meaning you won't be able to use them as your daily headphones paired to your phone. They may be an alright option for using in the office if you can plug the receiver into your computer and listen to music from there, though they don't block out much background chatter and leak a fair amount of audio. They're quite decent gaming headphones, however, and have good, easy-to-use programmable controls, great overall mic performance, and outstanding battery life.",https://www.rtings.com/headphones/reviews/hyperx/cloud-flight-s,2020-03-10,2020-03-10 00:00:00,6.3,10,hyperx/cloud-flight-s,HyperX Cloud Flight S
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-mix/cloud-mix-design-medium.jpg,HyperX Cloud Mix Wireless Review,Jean-Simon Bonneterre,Versatile gaming headset with Bluetooth connection.,Sub-par isolation performance.,Headphones,The HyperX Cloud Mix is a decent gaming headset that's particularly versatile since it supports Bluetooth as well. It has decent audio reproduction and a great m...,"The HyperX Cloud Mix are decent mixed usage headphones. They have decent audio reproduction for critical listeners, and are unique gaming headphones that support Bluetooth for you to use wirelessly outside as well. However, their isolation performance is sub-par, so they won’t be great for blocking out noise during your commute, and their over-ear design won’t be ideal for sports. On the upside, they support aptX-LL for you to watch videos on Bluetooth with minimal delay, and their microphone is great for online gaming with friends.",https://www.rtings.com/headphones/reviews/hyperx/cloud-mix-wireless,2019-03-08,2019-03-08 00:00:00,6.7,10,hyperx/cloud-mix-wireless,HyperX Cloud Mix Wireless
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-core/cloud-core-design-medium.jpg,HyperX Cloud Core Review,Jean-Simon Bonneterre,Well-built and comfortable design.,Poor noise isolation.,Headphones,"The HyperX Cloud Core are decent, straightforward gaming headphones. They sound good and are quite similar in design to the HyperX Cloud II, but without any cont...","Okay for mixed usage. They have a decent audio reproduction, and their style is more outdoor-friendly than most gaming headphones. However, even if you can use them with your phone when you’re on the go, they won’t be great for commuting since they barely isolate ambient noise. Their bulky over-ear design won’t be great for sports. They can be used in an office if you don’t listen at very high volumes, but won’t be ideal for moving around. Even if they are wired and don’t have any latency, their short cable won’t be great for watching TV. On the upside, they are decent gaming headphones but lack a control scheme like most gaming headphones have.",https://www.rtings.com/headphones/reviews/hyperx/cloud-core,2019-04-30,2019-04-30 00:00:00,5.6,10,hyperx/cloud-core,HyperX Cloud Core
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-revolver/cloud-revolver-design-medium.jpg,HyperX Cloud Revolver Review,Sam Vafaei,"Negligible latency.
",Poor noise isolation.,Headphones,The HyperX Cloud Revolver have a versatile design that's good for gaming and casual use. They're comfortable and have a wired connection with low latency for gam...,"The HyperX Cloud Revolver, like the Cloud II, are good gaming headsets, with a versatile design for more casual use. They're comfortable, and decently well built but not as sturdy as the Cloud II. They have a closed-back design that doesn't leak as much as some of the other gaming headsets we've tested. They also block a fair bit of noise, but won't be ideal for commuting or loud environments. On the upside, they have a well-balanced sound, for critical listening, negligible latency for gaming and watching videos since they're wired.",https://www.rtings.com/headphones/reviews/hyperx/cloud-revolver,2017-12-05,2017-12-05 00:00:00,6.2,10,hyperx/cloud-revolver,HyperX Cloud Revolver
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-alpha/cloud-alpha-design-medium.jpg,HyperX Cloud Alpha Review,Sam Vafaei,Negligible latency.,Poor noise isolation.,Headphones,"The HyperX Cloud Alpha is an above-average wired gaming headset, with a good sound and a sturdy, durable build quality. They look very similar to the Cloud II, a...","The HyperX Cloud Alpha are above-average gaming headsets that are versatile enough to use as casual headphones. Like the Cloud II, they have a simple but sturdy build quality with well-padded ear cups that make them comfortable to wear for long gaming sessions. They also have closed-back ear cups that don't leak as much as most gaming headsets and block a fair bit of noise, although, they won't be ideal for commuting or loud environments. On the upside, these headphones have a good sound quality that sounds slightly sharp and lacking in detail on some tracks but should good enough for most listeners. Also, since they're wired, they have very negligible latency which makes them suitable for gaming and watching videos.",https://www.rtings.com/headphones/reviews/hyperx/cloud-alpha,2018-06-04,2018-06-04 00:00:00,5.8,10,hyperx/cloud-alpha,HyperX Cloud Alpha
https://i.rtings.com/images/reviews/headphones/hyperx/cloud-flight/cloud-flight-design-medium.jpg,HyperX Cloud Flight Review,Sam Vafaei,Comfortable design.,Poor noise isolation.,Headphones,"The HyperX Cloud Flight is a good, wireless gaming headset with a well-balanced sound quality. These headphones do not feel as durable as some of the other Hyper...","Above-average for mixed usage. They have a well-balanced sound and very low latency for gaming and watching movies. They also have a casual design that you can use outdoors since you can remove their mic and they're comfortable enough to wear for long listening sessions. Unfortunately, they do not isolate well in loud noisy environments and they're a little bulky and unstable so they won't be the best headphones to use while commuting or running. On the upside, they're a good choice for gaming especially if you have a PS4 or game on PC since you can use them wirelessly with those devices.",https://www.rtings.com/headphones/reviews/hyperx/cloud-flight,2018-06-06,2018-06-06 00:00:00,6.4,10,hyperx/cloud-flight,HyperX Cloud Flight
https://i.rtings.com/images/reviews/headphones/hifiman/ananda/ananda-design-medium.jpg,HiFiMan Ananda Review,Marc Henney,Excellent audio reproduction.,Poor isolation by design.,Headphones,The HiFiMan Ananda are great critical listening headphones and a good redesign of the Edition X.  They sound practically the same as the Edition X but with a tad...,"Mediocre-at-best for mixed usage. The HiFiMan Ananda are great critical listening headphones, not designed for other use cases except maybe home theater. They're a bit better built than the Edition X, with a more durable yoke design and a slightly more premium look. They also deliver an excellent sound quality with a wide and spacious soundstage and a comfortable design that you can wear for hours. This makes them the ideal critical listening headphone but a poor choice to use in noisy environments since they do not block any noise. They're also bulky, cumbersome headphones that are not designed for outdoor use or physical activity so they are best used at home and in isolation where you can enjoy their sound quality and not distract anyone around you or be distracted by the ambient noise of your surroundings.",https://www.rtings.com/headphones/reviews/hifiman/ananda,2018-08-31,2018-08-31 00:00:00,5.1,10,hifiman/ananda,HiFiMan Ananda
https://i.rtings.com/images/reviews/headphones/hifiman/he-400i/he-400i-design-medium.jpg,HiFiMan HE-400i Review,Sam Vafaei,Great sound quality.,"Sensitive to ambient noise, by design.",Headphones,The HiFiMan HE-400i are great critical listening headphones that are not really suitable for any other use case. They're comfortable and deliver an excellent sou...,"Mediocre for mixed usage. The HiFiMan HE-400i are critical listening headphones, not intended for other use cases except maybe home theater. They deliver an great sound quality and comfortable design but have poor isolation and a bulky, cumbersome build. They are best used at home and in isolation and will not be suitable for commuting or sports.",https://www.rtings.com/headphones/reviews/hifiman/he-400i,2018-06-28,2018-06-28 00:00:00,5.0,10,hifiman/he-400i,HiFiMan HE-400i
https://i.rtings.com/images/reviews/headphones/harman-kardon/nc/nc-design-medium.jpg,Harman/Kardon NC Noise-Cancelling Review,Sam Vafaei,Above average audio reproduction.,Sub-par treble reproduction. ,Headphones,"The Harman/Kardon NC are well-crafted, well-rounded headphones that sound great, deliver decent noise isolation in noisy environments and are comfortable enough ...","The Harman/Kardon NC make for good everyday headphones. They have a good design, they isolate well and have an above-average audio reproduction.  They handle most use cases and environments well enough to be versatile.",https://www.rtings.com/headphones/reviews/harman-kardon/nc-noise-cancelling,2016-03-07,2016-03-07 00:00:00,6.8,10,harman-kardon/nc-noise-cancelling,Harman/Kardon NC Noise-Cancelling
https://i.rtings.com/images/reviews/headphones/hifiman/edition-x/edition-x-design-medium.jpg,HiFiMan Edition X Review,Sam Vafaei,Comfortable.,"High leakage by design, can be distracting to others.",Headphones,"The HifiMan Edition X deliver a comfortable listening experience with a balanced and open sound. Their build quality feels premium and looks unique, but the head...",These headphones are intended for the specific use of critical listening and will not be versatile enough for other use cases.,https://www.rtings.com/headphones/reviews/hifiman/edition-x,2016-08-11,2016-08-11 00:00:00,5.5,10,hifiman/edition-x,HiFiMan Edition X
https://i.rtings.com/images/reviews/headphones/hifiman/sundara/sundara-design-medium.jpg,HiFiMan Sundara Review,Sam Vafaei,Comfortable.,"Sensitive to ambient noise, by design.",Headphones,The Hifiman Sundara are great-sounding and comfortable critical listening headphones. They're better-built and more durable than HE-400i and deliver a sound qual...,"Mediocre for mixed usage. The Sundara are critical listening headphones, not intended for other use cases except maybe home theater. They deliver a great sound quality and comfortable design but have poor isolation and a bulky, cumbersome build. They are best used at home and in isolation and will not be suitable for commuting or sports.",https://www.rtings.com/headphones/reviews/hifiman/sundara,2018-04-12,2018-04-12 00:00:00,5.2,10,hifiman/sundara,HiFiMan Sundara
https://i.rtings.com/images/reviews/headphones/grado/sr60e/sr60e-design-medium.jpg,Grado SR60e/SR60 Review,Sam Vafaei,"Above-average, open sound reproduction.","Poor noise isolation, by design.",Headphones,"The Grado SR60e are subpar headphones for everyday, casual use. They have an above-average but sharp sound quality and an open design that gives them a wide soun...",The SR60e are designed for critical listening. They're not versatile enough to be good everyday headphones.,https://www.rtings.com/headphones/reviews/grado/sr60e-sr60,2016-05-13,2016-05-13 00:00:00,5.1,10,grado/sr60e-sr60,Grado SR60e/SR60
https://i.rtings.com/images/reviews/headphones/grado/gw100/gw100-design-medium.jpg,Grado GW100 Wireless Review,Marc Henney,"Lightweight, comfortable on-ear design.","Very high leakage, by design.",Headphones,"The Grado GW100 are decent critical listening wireless open-back on-ear headphones. They're the first wireless option from Grado 
 making them a bit more conven...","Average for mixed usage. By design, these open-back headphones aren’t the best for multi-purpose listening. They have a decent audio reproduction for critical listeners, and their open-back design will help create a more open sound. However, it will also leak a lot and won’t isolate much ambient noise, meaning they aren’t a good choice for commuting or at the office. They are decently breathable for sports but aren't very stable. When using them wirelessly, if you don’t have an aptX-LL dongle, these headphones will have too much latency to watch video content or for gaming. ",https://www.rtings.com/headphones/reviews/grado/gw100-wireless,2018-12-11,2018-12-11 00:00:00,6.2,10,grado/gw100-wireless,Grado GW100 Wireless
https://i.rtings.com/images/reviews/headphones/grado/sr325e/sr325e-design-medium.jpg,Grado SR325e/SR325 Review,Sam Vafaei,Good and open sound reproduction.,"Easily fall off your head.

",Headphones,"The Grado SR325 have good and open sound reproduction for critical listening. Unfortunately, they are subpar headphones for everyday use. They leak enough to be ...",The SR325e are designed for critical listening. They're not versatile enough to be useful everyday headphones.,https://www.rtings.com/headphones/reviews/grado/sr325e-sr325,2016-06-10,2016-06-10 00:00:00,5.1,10,grado/sr325e-sr325,Grado SR325e/SR325
https://i.rtings.com/images/reviews/headphones/grado/sr225e/sr225e-design-medium.jpg,Grado SR225e/SR225 Review,Sam Vafaei,Lightweight design.,"Easily fall off your head.
",Headphones,"The Grado SR225e have an above-average and open sound for critical listening but are below-average headphones for everyday use. Their open design leaks a lot, wh...",The 225e are designed for critical listening. They're not versatile enough to be good everyday headphones.,https://www.rtings.com/headphones/reviews/grado/sr225e-sr225,2016-06-08,2016-06-08 00:00:00,5.1,10,grado/sr225e-sr225,Grado SR225e/SR225
https://i.rtings.com/images/reviews/tv/sony/x830c/x830c-design-medium.jpg,"Sony X830C Review (XBR43X830C, XBR49X830C)",Cedric Demers,Great color accuracy at an angle.,Reflects a lot of light,TV,"The Sony X830C doesn't have good picture quality. It reflects too much light in a bright room, and with the lights turned off, the blacks are gray. At least it m...","The main advantage of the Sony X830C is its viewing angle. The picture quality both in a bright and a dark environment is sub-par. It also has little blur, which is good.",https://www.rtings.com/tv/reviews/sony/x830c,2015-05-22,2015-05-22 00:00:00,7.1,10,sony/x830c,"Sony X830C (XBR43X830C, XBR49X830C)"
https://i.rtings.com/images/reviews/monitor/viewsonic/xg2402/xg2402-design-medium.jpg,ViewSonic XG2402 Review,Adam Babcock,"Great gaming performance, with FreeSync support and a 144 Hz refresh rate",Poor dark room performance,Monitor,"The ViewSonic XG2402 is a decent TN monitor. It is exceptionally well suited as a gaming monitor, thanks to the high 144 Hz refresh rate and FreeSync VRR support...","The ViewSonic XG2402 is a decent monitor for most uses. It is especially well suited as a gaming monitor,  thanks to the fast response time, high refresh rate, and FreeSync support. It has a good stand and good ergonomics, so it can easily be adjusted to a more comfortable viewing position. Unfortunately, it has poor dark room performance and disappointing viewing angles.",https://www.rtings.com/monitor/reviews/viewsonic/xg2402,2018-10-16,2018-10-16 00:00:00,7.4,10,viewsonic/xg2402,ViewSonic XG2402
https://i.rtings.com/images/reviews/headphones/grado/sr125e/sr125e-design-medium.jpg,Grado SR125e/SR125 Review,Sam Vafaei,Lightweight and comfortable.,Easily fall off your head.,Headphones,The Grado SR125e are subpar headphones for everyday casual use but have an above-average and open sound reproduction. They are comfortable and lightweight but wi...,The SR125e are designed for critical listening. They're not versatile enough for everyday headphones.,https://www.rtings.com/headphones/reviews/grado/sr125e-sr125,2016-05-30,2016-05-30 00:00:00,5.1,10,grado/sr125e-sr125,Grado SR125e/SR125
https://i.rtings.com/images/reviews/tv/sony/x900c/x900c-design-medium.jpg,"Sony X900C Review (XBR55X900C, XBR65X900C)",Cedric Demers,Good color accuracy at an angle,Poor blacks,TV,"The Sony X900C 4k LED TV is very thin and has good color accuracy at an angle. However, the blacks are poor and not uniform, which means it is not a great choice...","If you can get past its poor blacks and uniformity, the Sony X900C is a good 4k TV that will look great in your living room. It maintains good color accuracy at an angle, has decent sound, and handles motion well.",https://www.rtings.com/tv/reviews/sony/x900c,2015-08-14,2015-08-14 00:00:00,7.4,10,sony/x900c,"Sony X900C (XBR55X900C, XBR65X900C)"
https://i.rtings.com/images/reviews/headphones/google/pixel-buds/pixel-buds-design-medium.jpg,Google Pixel Buds Wireless Review,Sam Vafaei,Compact and portable.,Poor noise isolation.,Headphones,The Google Pixel Buds are mediocre headphones for most use cases but have a unique and open earbud design that some will prefer over typical in-ears. They're dec...,"They are mediocre-at-best mixed usage headphones with a few unique features. They're decently comfortable and stable thanks to their earbud design and adjustable stability tips. They're also compact enough to fit into most pockets and come with a charging case that gives them a total of 24hrs of battery life. Unfortunately, they barely block any noise which makes them poorly suited for loud environments and commuting. Their sound also lacks quite a bit of bass which won't be ideal for most listeners.",https://www.rtings.com/headphones/reviews/google/pixel-buds-wireless,2018-08-17,2018-08-17 00:00:00,6.1,10,google/pixel-buds-wireless,Google Pixel Buds Wireless
https://i.rtings.com/images/reviews/tv/sony/x850c/x850c-design-medium.jpg,"Sony X850C Review (XBR55X850C, XBR65X850C, XBR75X850C)",Cedric Demers,"Good motion handling, with full control over the backlight flickering.",Limited viewing angle.,TV,"The Sony X850C 4k TV has good overall picture quality, except when viewed at an angle - the colors lose saturation. The blacks are great and it doesn't have much...","The Sony X850C is a great 4k TV. It has deep and uniform blacks, little motion blur, and great 1080p upscaling. The input lag could have been better for gaming though, but because of its good backlight control, it is still a great gaming TV.",https://www.rtings.com/tv/reviews/sony/x850c,2015-05-15,2015-05-15 00:00:00,7.8,10,sony/x850c,"Sony X850C (XBR55X850C, XBR65X850C, XBR75X850C)"
https://i.rtings.com/images/reviews/tv/sony/x930c/x930c-design-medium.jpg,Sony X930C Review (XBR65X930C),Cedric Demers,Wider color gamut,Limited viewing angle,TV,"The Sony X930C is an excellent UHD LED TV. It can get very bright and has great motion control. However, it loses picture quality at an angle and its gray unifor...","The Sony XBR65X930C is great overall. It has great native contrast, can get very bright, and has excellent black uniformity. The viewing angle and gray uniformity could be better, though.",https://www.rtings.com/tv/reviews/sony/x930c,2015-07-02,2015-07-02 00:00:00,8.0,10,sony/x930c,Sony X930C (XBR65X930C)
https://i.rtings.com/images/reviews/tv/sony/w600d/w600d-design-medium.jpg,Sony W600D Review (KDL32W600D),Justin St-Laurent,Good for sports and video games.,"Poor movie experience, especially in a dark room.",TV,"The Sony W600D Series 720p LED TV has poor picture quality. Even if it doesn't have the sharpest picture, sports looks decent and it is okay to play video games....","Poor TV for mixed usage. Picture quality is bad due to  low native contrast ratio and poor uniformity. Supports up to 1360x768 content. Thankfully it handles motion well with little blur, and the image remains accurate when viewed at an angle.",https://www.rtings.com/tv/reviews/sony/w600d,2016-05-06,2016-05-06 00:00:00,5.2,10,sony/w600d,Sony W600D (KDL32W600D)
https://i.rtings.com/images/reviews/headphones/grado/sr80e/sr80e-design-medium.jpg,Grado SR80e/SR80 Review,Sam Vafaei,"Lightweight, comfortable on-ear design.","Very high leakage, by design.",Headphones,"The Grado SR80e are decent open-back critical listening headphones, but a below-average choice for everything else.  They're decently comfortable and have a well...","Below-average for mixed usage. The Grado SR80e are critical listening headphones, not intended for other use cases except maybe home theater. They deliver an above-average sound quality that reproduces instruments and vocals decently well but will sound a bit too sharp for some. They're also decently comfortable but are less stable than most on-ears and even some bulkier over-ear designs. They're also open-back headphones that won't be versatile enough for outdoor use by design. ",https://www.rtings.com/headphones/reviews/grado/sr80e-sr80,2018-09-19,2018-09-19 00:00:00,5.2,10,grado/sr80e-sr80,Grado SR80e/SR80
https://i.rtings.com/images/reviews/tv/sony/x700d/x700d-design-medium.jpg,"Sony X700D Review (XBR49X700D, XBR55X700D)",Daniel O'Keeffe,Great color accuracy at an angle,Poor blacks in a dark room,TV,"The Sony X700D is a 4k LED TV, with slightly above average picture quality. It isn't good in a dark room due to the low native contrast ratio. On the upside, it ...",Good TV for mixed usage. Picture quality is above average and remain the same even when seen from the side. It is more suited for bright room since the blacks are not that deep and tend to look more gray in a dark environment.,https://www.rtings.com/tv/reviews/sony/x700d,2016-09-16,2016-09-16 00:00:00,7.5,10,sony/x700d,"Sony X700D (XBR49X700D, XBR55X700D)"
