Title,PIC,Date,Summary,Date Format,Product_Name,Source_internal_id,OCN,URL,Author,Rating,Scale
Deepcool Assassin III Review: Slaying the Competition,https://cdn.mos.cms.futurecdn.net/svGwr4ngNWhd2Dijg3b3Fk-1200-80.jpg,2020-03-29,A thermal Assassin for enthusiast-level CPUs,2020-03-29 00:00:00,Deepcool Assassin III,59a4hHxV9eRPsboKWqQcuC,Cooling,https://www.tomshardware.com/uk/reviews/deepcool-assassin-iii-gamer-storm-cpu-air-cooler,Garrett Carver,4.5,5,"The Deepcool Gamer Storm Assassin III should be on every enthusiast and HEDT system builder’s colling short list. With seven copper heatpipes and twin 140mm cooling fans, it provides excellent thermal performance at a competitive price of $90.",Excellent thermal performance,Excellent thermal performance
Acer ConceptD CP7271K Review: A Do-Everything 4K Monitor,https://cdn.mos.cms.futurecdn.net/2LxFg2k292JW8HvgKPMwcU-1200-80.jpg,2020-03-11,A 27-incher that checks off both professional creatives’ and gamers' boxes.,2020-03-11 00:00:00,Acer ConceptD CP7271K,gTdKotKSSB2REcQkqH7PWE,Monitors,https://www.tomshardware.com/uk/reviews/acer-conceptd-cp7271k,Christian Eberle,4.5,5,"For both professional use and gaming performance the 27-inch Acer ConceptD CP7271K 4K monitor delivers. With the accuracy creatives need and features even gamers crave, it delivers a unique combination of capabilities you won’t find anywhere else.",Reference-level color accuracy,Reference-level color accuracy
HyperX Cloud Flight S Wireless Headset Review: A High Price for Qi Charging,https://cdn.mos.cms.futurecdn.net/CEX7isnkfcpYmqrVRYFUwL-1200-80.jpg,2020-03-14,"Solid cans with nifty features, but is it worth the price?",2020-03-14 00:00:00,HyperX Cloud Flight S Wireless Headset,ca8FNfdiS4RRmjsgzjs5ib,Gaming Headsets,https://www.tomshardware.com/uk/reviews/hyperx-cloud-flight-s-qi,Nate Rand,3,5,"Attractive, lightweight and comfortable, this headset delivers what Cloud fans love and throws in convenience in the form of its smartly designed controls and Qi wireless charging. There are, however, some tradeoffs in features and issues with the beta software that make its $159.99 price tag a debatable value versus other products in the same lineup.","Excellent, beefy 7.1 audio","Excellent, beefy 7.1 audio"
"Seagate IronWolf 110 SATA SSD Review: Expensive, but Enduring ",https://cdn.mos.cms.futurecdn.net/UM4iDGwvob32mLSthD9nq8-1200-80.jpg,2020-03-12,Seagate’s IronWolf 110 is tweaked for NAS deployments.,2020-03-12 00:00:00,Seagate IronWolf 110 SATA SSD,zyFLo5iG7HuwQSXaAEevoG,Storage,https://www.tomshardware.com/uk/reviews/seagate-ironwolf-110-sata-ssd,Sean Webster,4,5,"If you’re in search of a new SSD to add to your NAS, Seagate’s IronWolf 110 is a solid pick. It's an expensive beast focused on reliability, with two years of data recovery service included. ",Broad capacity range,Broad capacity range
"Corsair 275R Airflow Review: Impressive Performance, Outlandish Style",https://cdn.mos.cms.futurecdn.net/9ysA6bujGms7XFfvZV2Uoh-1200-80.jpg,2020-03-10,At just $80 / £68 the Corsair 275R Airflow packs impressive performance into an efficient internal layout.,2020-03-10 00:00:00,Corsair 275R Airflow,zsMLPMdbAwNiky5qDhcL8H,Cases,https://www.tomshardware.com/uk/reviews/corsair-275r-airflow,Zak Storey,4,5,"With impressive performance and a good internal layout, plus a low price, the only thing that lets the Cardbide 275R Airflow down is its dated cable management.",Bold styling,Bold styling
Supermicro C9X299-PG300F Review: a Workstation Board for Gamers,https://cdn.mos.cms.futurecdn.net/23JFoKpzHdWWSCa8a85AqY-1200-80.jpg,2020-03-17,Is this “professional gaming” board a good value? ,2020-03-17 00:00:00,Supermicro C9X299-PG300F,an5Jd2XMyoGqQ9knd8tsx4,Motherboards,https://www.tomshardware.com/uk/reviews/supermicro-c9x299-pg300f,Jacob Terkelsen,3,5,"If you're looking for an Intel-based 10Gb workstation board with few frills, Supermicro’s C9X299-PG300F is worth considering. But the UEFI experience is rough around the edges, and overclockers might find more success with other brands.",Excellent board layout,Excellent board layout
OLOy WarHawk RGB 2x32GB DDR4-3200 Review: Lower-Priced 64GB Performance,https://cdn.mos.cms.futurecdn.net/cxJYyf3kGbXGTqSJWNdzZ3-1200-80.jpg,2020-03-18,Finding Value In 2x32GB,2020-03-18 00:00:00,OLOy WarHawk RGB 2x32GB DDR4-3200,QKkCPCY8LsiEKLM68Mcq9L,Memory,https://www.tomshardware.com/uk/reviews/oloy-warhawk-rgb-2x32gb-ddr4-3200,Thomas Soderstrom,3.5,5,"Oloy’s WarHawk RGB(MD4U323216DEDA) offers solid value to buyers of 64GB dual-channel kits, though those who hate RGB, have space restrictions, or worry about extended warranties might want to look to alternatives.",Popular data rate for performance enthusiasts,Popular data rate for performance enthusiasts
HTC Vive Cosmos Elite VR Headset Review: External Tracking Faceplate Delivers,https://cdn.mos.cms.futurecdn.net/gfdbaKH26DtiDf2h3rDRnM-1200-80.jpg,2020-03-18,External tracking is everything the Cosmos needed.,2020-03-18 00:00:00,HTC Vive Cosmos Elite VR Headset,oHQvhngYyoikmaMYsGShEj,Virtual Reality,https://www.tomshardware.com/uk/reviews/htc-vive-cosmos-elite-external-tracking-faceplate,Kevin Carbotte,4,5,"The Cosmos Elite with the External Tracking Faceplate gives you everything you need in a VR headset, but the price makes it a tough buy against the current competition.",Excellent tracking accuracy,Excellent tracking accuracy
Asus ROG String 750W Power Supply Review,https://cdn.mos.cms.futurecdn.net/AUhWmvSM75av5ZpuXjKJvT-1200-80.jpg,2020-03-15,Lead Text,2020-03-15 00:00:00,Asus ROG String 750W Power Supply Review,kjQf5HBLxQwNbsT5tMW7Un,Power Supplies,https://www.tomshardware.com/uk/reviews/asus-rog-strix-750w-power-supply-review,Aris Mpitziopoulos,4,5,"The Asus ROG Strix 750W is dead silent and achieves high performance, but it is expensive. ",Full power at 47 degrees Celsius,Full power at 47 degrees Celsius
Arctic Z1 Pro and Z1-3D Monitor Arms Review: Added Flexibility ,https://cdn.mos.cms.futurecdn.net/zwfMvPJwiVDaUJLfvdac5E-1200-80.jpg,2020-03-21,The Z1 Pro and Z1-3D will bring more options to the table than your monitor's factory stand. ,2020-03-21 00:00:00,Arctic Z1 Pro and Z1-3D Monitor Arms,J9f8ZHkaiSwoXbptneL94X,Monitors,https://www.tomshardware.com/uk/reviews/arctic-z1-pro-arctic-z1-3d-monitor-arms,Christian Eberle,4.5,5,"If you want more flexibility and options than those provided by your monitor’s factory stand, Arctic's Z1 Pro and Z1-3D monitor arms have first-rate build quality and versatility and are reasonably priced. With a large range of adjustments and overbuilt components you can be sure your display isn’t going anywhere.",Build quality,Build quality
Glorious Model D Gaming Mouse Review: Ultralight FPS Pointer,https://cdn.mos.cms.futurecdn.net/Bogih2dzGmTUEDvshzwUXK-1200-80.jpg,2020-03-22,Does lighter = better in a gaming mouse?,2020-03-22 00:00:00,Glorious Model D Gaming Mouse,VVXqD6RbfEPaGcmXCVJzbF,Mice,https://www.tomshardware.com/uk/reviews/glorious-model-d-gaming-mouse-review-ultralight-fps-pointer,Phil Iwaniuk,4,5,The Model D is great for anyone interested in competitive shooters and battle royales. But its software needs to be fixed.,Helpful lightweight design,Helpful lightweight design
HTC Vive Cosmos VR Headset Review: Solid Upgrade,https://cdn.mos.cms.futurecdn.net/x4dS6KbCTZm7jkJJcRgjgc-1200-80.jpg,2020-03-18,The HTC Vive Cosmos is a great VR headset held back by bad controller ergonomics. It's comfort and lack of base stations makes it a good upgrade from the Vive. ,2020-03-18 00:00:00,HTC Vive Cosmos VR Headset,kBZ9SoyBoLU7tQ7nUbo869,Virtual Reality,"https://www.tomshardware.com/uk/reviews/htc-vive-cosmos-vr-headset,6367.html",Kevin Carbotte,4,5,"The HTC Vive Cosmos is a great VR headset, but it's held back by poor controller ergonomics. Still, with a comfortable fit and the elimination of base stations, it's a solid replacement for the original HTC Vive.",Excellent displays,Excellent displays
"Asus ROG Strix RX 5500 XT O8G Gaming Review: Premium Card, but Worth the Price?",https://cdn.mos.cms.futurecdn.net/sYj6Btj5Fhvy5RTA7RNMyk-1200-80.jpg,2020-03-19,Premium features for a premium price,2020-03-19 00:00:00,Asus ROG Strix RX 5500 XT O8G Gaming,okJTdSuCd4G7NPjfwSDSfX,Graphics,https://www.tomshardware.com/uk/reviews/asus-rog-strix-rx-5500-xt-o8g-gaming,Joe Shields,4,5,"The Asus ROG Strix RX 5500 XT O8G Gaming averaged over 60 fps at 1080p ultra and 1440p medium settings. Priced a bit higher than other RX 5500 XTs, the premium features and superior cooling make this a viable option at the $230 price point.",Quiet and effective cooling solution,Quiet and effective cooling solution
"Cooler Master MH670 Gaming Headset Review: Wireless or Wired, Always Tasteful",https://cdn.mos.cms.futurecdn.net/K7DgvqhN2yRMxpWDWdkL7T-1200-80.jpg,2020-02-28,The MH670 is a gaming headset you can invite anywhere.,2020-02-28 00:00:00,Cooler Master MH670 Gaming Headset,AmVUzqgQ777hD6oXng2c53,Gaming Headsets,https://www.tomshardware.com/uk/reviews/cooler-master-mh670-wireless-gaming-headset,Nate Rand,4,5,"The MH670 is a lightweight, well-built looker that won’t be out of place at home or the office. While it could stand to be a tad louder, the MH670’s audio is extremely crisp and clean, and it’s mic is a step up from many similarly priced cans. At $119.99, the MH670 is very competitively priced.","Well-balanced, clear audio","Well-balanced, clear audio"
Corsair Vengeance RGB Pro 2x 32GB DDR4-3200 Review: 64GB In the Middle,https://cdn.mos.cms.futurecdn.net/JJ6Vy96TLGrJ7uy4Qz6W9B-1200-80.jpg,2020-02-29,Can Corsair’s latest Vengeance kit compete on price and performance?,2020-02-29 00:00:00,Corsair Vengeance RGB Pro 2x 32GB DDR4-3200,3FxJqSMBBTGxtEVzeiVQmV,Memory,https://www.tomshardware.com/uk/reviews/corsair-vengeance-rgb-pro-2x-32gb-ddr4-3200-review-64gb-in-the-middle,Thomas Soderstrom,3,5,Corsair’s Vengeance RGB Pro 2x 32GB DDR4-3200 comes at a low-enough price to make it worth considering against its better-specified rival. Budget and personal preference will probably dictate your decision.,Available both in RGB (Pro) and non-RGB (LPX) versions,Available both in RGB (Pro) and non-RGB (LPX) versions
Team Group MP33 M.2 NVMe SSD Review: NVMe performance at SATA prices,https://cdn.mos.cms.futurecdn.net/oH62UkAnDo8WeDZR8upEQC-1200-80.jpg,2020-03-02,Team Group’s MP33 offers up speedy performance and efficiency ,2020-03-02 00:00:00,Team Group MP33 M.2 NVMe SSD,RHdvNqJp7itTtm7RJ6o5n4,Storage,https://www.tomshardware.com/uk/reviews/team-group-mp33-m2-nvme-ssd,Sean Webster,4,5,"If you’re on a tight budget, Team Group’s MP33 is a great option to help you reach NVMe performance on the cheap. ",Competitive performance,Competitive performance
HyperX Alloy Origins Mechanical Gaming Keyboard Review: Slick Simplicity,https://cdn.mos.cms.futurecdn.net/pweLJPy4s9v4kiAf7ercUX-1200-80.jpg,2020-03-02,"HyperX’s Alloy Origins mechanical gaming keyboard sports in-house switches, but what makes it great is a fine-tuning of the basics and excellent aesthetics.",2020-03-02 00:00:00,HyperX Alloy Origins Mechanical Gaming Keyboard,NS2ktwq25cAj5j8HP3CBhR,Gaming,"https://www.tomshardware.com/uk/reviews/hyperx-alloy-origins-mechanical-gaming-keyboard,6373.html",Matt Safford,4.5,5,"HyperX’s $110 Alloy Origins is a well-designed, colorful and compact mechanical keyboard that’s good for those who want a quality product but also want to skip the fuss and just get down to gaming.","Attractive, compact design","Attractive, compact design"
EVGA GeForce RTX 2060 KO Ultra Gaming Review: Winner by Decision,https://cdn.mos.cms.futurecdn.net/xF9ZtrCExtoGbT5XJmVhCE-1200-80.jpg,2020-03-03,"This EVGA card is the least-expensive RTX 2060, but is it a knockout?",2020-03-03 00:00:00,EVGA GeForce RTX 2060 KO Ultra Gaming,hfKR37xy6wMTHM5vFgxcmY,Graphics,https://www.tomshardware.com/uk/reviews/evga-geforce-rtx-2060-ko-ultra-gaming,Joe Shields,4.5,5,"The EVGA RTX 2060 KO Ultra Gaming performed well in our testing, averaging over 60 fps at 1080p ultra and 1440p medium settings. In the $300 price bracket, this KO card is a winner, but it's louder than competing 2060s.",Similar performance as higher specced RX 5600 XT,Similar performance as higher specced RX 5600 XT
Lian Li Strimer Plus Review: RGB Power Supply Cables Go 2.0,https://cdn.mos.cms.futurecdn.net/bmjbBc4ysBrtTbXZcjKaYe-1200-80.gif,2020-03-03,“I like the pretty lights.”,2020-03-03 00:00:00,Lian Li Strimer Plus,hMgkQbCkq7nkas3NnpnzLE,Power Supplies,https://www.tomshardware.com/uk/reviews/lian_li-strimer-plus,Matt Safford,4,5,Lian Li’s updated Strimer Plus sports improved lighting and build quality and a better controller box. It’s one of the most striking RGB products you can install in your PC.,Much improved visuals,Much improved visuals
"NZXT H1 Review: SFF Excellence, PSU and AIO Included",https://cdn.mos.cms.futurecdn.net/YHPGfkoXUaNEokd5bE4Dee-1200-80.jpg,2020-02-25,NZXT’s H1 is ready for powerful hardware inside its itty-bitty build space.,2020-02-25 00:00:00,NZXT H1,FkQKgpF8ULRFA3MwznZEAN,Cases,https://www.tomshardware.com/uk/reviews/nzxt-h1-ultra-compact-desktop-pc-case,Garrett Carver,4.5,5,"Simplistic, monolithic design and the capability to spec out an surprisingly powerful PC (gaming, workstation or otherwise) makes the NZXT H1 a solid choice for someone seeking full desktop potential with a very modest footprint.",Easy installation of hardware,Easy installation of hardware
be quiet! Shadow Rock 3 Review: Quiet Cooling on a Budget,https://cdn.mos.cms.futurecdn.net/SoVC6mFjRwxgriUedZpENf-1200-80.jpg,2020-03-04,Out of the Shadows and atop the apex: a new mid-size cooling performer arrives from be quiet!,2020-03-04 00:00:00,be quiet! Shadow Rock 3,mvNo3C742kbQ3sY9VPaUfA,Cooling,https://www.tomshardware.com/uk/reviews/be-quiet-shadow-rock-3,Garrett Carver,4.5,5,"The budget-friendly Shadow Rock 3 brings decent memory clearance and excellent thermal performance to midsize CPU cooling from be quite! Available now for $50, it’s hard to beat the combination of handsome looks and performance value.",Budget friendly,Budget friendly
Thermaltake ToughRAM DDR4-4400 Review: RGB Light Or Silver & White?,https://cdn.mos.cms.futurecdn.net/S2QhwLUTW5oXREGAnjuHqk-1200-80.jpg,2020-02-25,Two different DDR4-4400 kits top Thermaltake’s ToughRAM lineup: Are either of these right for you?,2020-02-25 00:00:00,Thermaltake ToughRAM DDR4-4400,YwQMF7KvunkEqTWFJRVhri,Memory,https://www.tomshardware.com/uk/reviews/thermaltake-toughram-ddr4-4400,Thomas Soderstrom,3,5,"While Thermaltake’s ToughRAM appears to be the best-value RGB choice at DDR4-4400, a few AMD-specific cons indicate that it’s probably best suited to ecompetitive overclockers or Intel-based systems.",Cheapest DDR4-4400 RGB kit,Cheapest DDR4-4400 RGB kit
OLOy Owl 2x 8GB DDR4-3200 Review: Performance Meets Value?,https://cdn.mos.cms.futurecdn.net/ih5J3RzySPvYLpLFGkQzzN-1200-80.jpg,2020-03-01,Are price and performance good enough to make this value kit stand out?,2020-03-01 00:00:00,OLOy Owl 2x 8GB DDR4-3200,9ZrU2YwsjDwymsvZh8vh9A,Memory,https://www.tomshardware.com/uk/reviews/oloy-owl-2x-8gb-ddr4-3200,Thomas Soderstrom,3,5,This kit could have won us over during holiday discounts. But current pricing is too similar to competing brands to set OLOy’s Owl DDR4-3200 C16 apart.,Good overclocking (for DDR4-3200),Good overclocking (for DDR4-3200)
Valve Index VR Headset and Controllers Review: A New Champion,https://cdn.mos.cms.futurecdn.net/kguHgvaZNpGxvLLofiaKnc-1200-80.jpg,2020-02-25,"
",2020-02-25 00:00:00,Valve Index VR Headset and Controllers,ScSzS9aWvjHmfyk5LvtsS7,Virtual Reality,"https://www.tomshardware.com/uk/reviews/valve-index-vr-headset-controllers,6205.html",Kevin Carbotte,4.5,5,"The Valve Index headset offers excellent visuals, best-in-class tracking and top-quality build, and its Index controllers are unquestionably the best solution for interacting with virtual worlds.",RGB subpixel array eliminates screen-door effect,RGB subpixel array eliminates screen-door effect
Corsair Vengeance 6182 Review: All-AMD Prebuilt,https://cdn.mos.cms.futurecdn.net/eocTtSskzdjPYgsuFdMwYB-1200-80.jpg,2020-03-04,Does this AMD-based build take the game to Intel and Nvidia?,2020-03-04 00:00:00,Corsair Vengeance 6182,Cq3jbLF9sKfywToz3tze3Z,Desktops,https://www.tomshardware.com/uk/reviews/corsair-vengeance-6182-gaming-pc,Andrew E. Freedman,4,5,"The Corsair Vengeance 6182 Gaming PC is an all-AMD machine with standardized parts, though the company makes some more powerful options for less money.",Standardized parts for easy upgrading,Standardized parts for easy upgrading
Asus ROG Strix 650W Power Supply Review,https://cdn.mos.cms.futurecdn.net/BdTdJ67FTB8q5hJBHzGr2P-1200-80.jpg,2020-03-05,"If you are prepared to invest a notable amount, then the Asus ROG Strix 650 is a fine PSU. Nonetheless, you can find more affordable models offering the same high performance and silent operation.",2020-03-05 00:00:00,Asus ROG Strix 650W Power Supply Review,bXHVFe9PBUvUmRwzrf8BMQ,Components,https://www.tomshardware.com/uk/reviews/asus-rog-strix-650w-power-supply,Aris Mpitziopoulos,4,5,"The ROG Strix has high performance and silent operation, but it is notably more expensive than the competition.",Full power at 47 degrees Celsius,Full power at 47 degrees Celsius
"Gigabyte RX 5600 XT Gaming OC 6G Review: Priced Right, Performs Well",https://cdn.mos.cms.futurecdn.net/hr6WhnSbfXbWWyi48RjxYb-1200-80.jpg,2020-02-27,"This RX 5600 XT is inexpensive, quiet, and performs well: Can we ask for more?",2020-02-27 00:00:00,Gigabyte RX 5600 XT Gaming OC 6G,egoE8F4ZJwt3Hh8hd3gXz,Graphics,https://www.tomshardware.com/uk/reviews/gigabyte-rx-5600-xt-gaming-oc-6g,Joe Shields,4,5,"The Gigabyte RX 5600 XT Gaming OC 6G performed well, delivering over 60+ fps at 1080p using ultra settings, and it's capable of 1440p gaming with medium to high settings. This is a good card in the $300 price bracket.",Great 1080p and good 1440p performance,Great 1080p and good 1440p performance
AMD 64-Core Threadripper 3990X Review: Battle of the Flagships,https://cdn.mos.cms.futurecdn.net/t8PAB9PuSSF5w53ZWVrPhj-1200-80.jpg,2020-02-07,The core wars rage on.,2020-02-07 00:00:00,AMD 64-Core Threadripper 3990X,bjg2cVUZjGy4Rx9JBmqhHH,CPUs,https://www.tomshardware.com/uk/reviews/amd-threadripper-3990x-review,Paul Alcorn,4.5,5,"The 64-core 128-thread Threadripper 3990X is a highly-specialized processor that provides incredible performance in a narrow cross-section of workloads, but at a very attractive price point given its capabilities. ",Competitive per-core pricing,Competitive per-core pricing
Razer Viper Mini Gaming Mouse Review: Small but Feisty,https://cdn.mos.cms.futurecdn.net/nBjfrh5e2C48dCktsZdudF-1200-80.jpg,2020-03-04,The Viper Mini is a lightweight FPS weapon.,2020-03-04 00:00:00,Razer Viper Mini Gaming Mouse,5h5MtJJxwEKFQr5DPBXw2Z,Mice,https://www.tomshardware.com/uk/reviews/razer-viper-mini-gaming-mouse,Phil Iwaniuk,4,5,"Small and (nearly) ambidextrous, the Viper Mini is for FPS players looking for a lightweight clicker with a subdued gaming aesthetic.",Comfortable for all grip types,Comfortable for all grip types
MSI Prestige 14 Review: Think Pink,https://cdn.mos.cms.futurecdn.net/sdCiYfhyXUSeeRUA2FrTbN-1200-80.jpg,2020-02-05,"The MSI Prestige 14 is a slim laptop with discrete graphics and above-average battery life. Oh, and it’s pink.",2020-02-05 00:00:00,MSI Prestige 14,Wek4pmHuErFTp7qLfGSFmb,Laptops,https://www.tomshardware.com/uk/reviews/msi-prestige-14,Andrew E. Freedman,3.5,5,"The MSI Prestige 14 is a slim laptop with discrete graphics and above-average battery life, but the keyboard gets warm when the computer is under load and the display needs to be brighter. And yes, it comes in pink.",Slim,Slim
HyperX Pulsefire Raid Gaming Mouse Review: Middling Child,https://cdn.mos.cms.futurecdn.net/2DKjq43VUwtZMS5tvKNTh9-1200-80.jpg,2020-02-08,HyperX’s Pulsefire Raid is an exercise in compromise.,2020-02-08 00:00:00,HyperX Pulsefire Raid Gaming Mouse,XvqB4o4K98LYEHMSWctFHR,Mice,https://www.tomshardware.com/uk/reviews/hyperx-pulsefire-raid-gaming-mouse,Nathaniel Mott,3,5,"The HyperX Pulsefire Raid has a bounty of customization options and lightweight construction, but middling durability and subpar software are compromises that limit its appeal.",11 programmable buttons offer plenty of flexibility,11 programmable buttons offer plenty of flexibility
Aorus RX 5700 XT 8G Review: As Fast as XT can Be?,https://cdn.mos.cms.futurecdn.net/WtKk4p9qgSWfPFjf4tRz9b-1200-80.jpg,2020-02-06,The best Navi card for 1440p?,2020-02-06 00:00:00,Aorus RX 5700 XT 8G,vkH6QqJBtQ6JbbpcWnKPMe,Graphics,https://www.tomshardware.com/uk/reviews/aorus_rx_5700_xt-8g,Joe Shields,4,5,"The Aorus RX 5700 XT 8G is a great performer at 1440p with ultra settings. And with some tweaking, it’s 4K UHD/60 capable. But it's pricier than similarly performing cards.",Very capable 1440p card,Very capable 1440p card
G.Skill TridentZ Neo 2x32GB DDR4-3200 C16 Review: Dense Modules Get Faster,https://cdn.mos.cms.futurecdn.net/KiqU8tEAPEQJBzzwaC8CU4-1200-80.jpg,2020-02-10,Will these higher-capacity DIMMs finally catch up to their mainstream (2x16GB) counterparts?,2020-02-10 00:00:00,G.Skill TridentZ Neo 2x32GB DDR4-3200 C16,XoLXz6CJ4rXZdfr9ikpipA,Memory,https://www.tomshardware.com/uk/reviews/gskill-tridentz-neo-2x32gb-ddr4-3200-c16-review-dense-modules-get-faster,Thomas Soderstrom,4,5,"Though expensive, the enhanced performance should put G.Skill’s Trident Z Neo 2x 32GB DDR4-3200 kit into nearly any compact, memory-hungry prosumer PC.",Improved performance at this density,Improved performance at this density
"Adata XPG Summoner Gaming Keyboard Review: Soft, but no Software",https://cdn.mos.cms.futurecdn.net/XzTqUZwegcNwcXwRpxfXRb-1200-80.png,2020-02-28,Can a wrist rest and volume wheel help the Summoner stand out?,2020-02-28 00:00:00,Adata XPG Summoner Gaming Keyboard,Vg6AhfeesfgzRBH84Hj67o,Keyboards,https://www.tomshardware.com/uk/reviews/adata-xpg-summoner-gaming-keyboard,Matt Safford,3,5,XPG’s Summoner features a comfortable wrist rest and a handy volume knob. But a lack of control software and a fairly high price for what you get means you may want to seek alternative options.,Available with three different Cherry MX switches,Available with three different Cherry MX switches
Lian Li Lancool II Review: Impressive Value and Flexibility,https://cdn.mos.cms.futurecdn.net/rrsdSyiy8NmCiwS3kzNowc-1200-80.jpg,2020-02-09,A fantastic budget chassis for tricked-out AIO builds.,2020-02-09 00:00:00,Lian Li Lancool II,BZ3djcvt2ZqpWpBur2RWAS,Cases,https://www.tomshardware.com/uk/reviews/lian-li-lancool-ii-mid-tower-case,Zak Storey,4.5,5,"The Lancool II packs in so much for such a low price, it’s easy to recommend--especially when you consider its flexibility.",Excellent value for the money,Excellent value for the money
"MSI Optix MAG161V Portable Monitor Review: Versatile, but Dim",https://cdn.mos.cms.futurecdn.net/EaNfkhYhzUxwdVq8RZTJkY-1200-80.jpg,2020-02-14,"A handy display, if you can stand its stand.",2020-02-14 00:00:00,MSI Optix MAG161V Portable Monitor,oUVh5mGmSUBXXJ5XpC7Rxc,Monitors,https://www.tomshardware.com/uk/reviews/msi-optix-mag161v-portable-monitor,Scharon Harding,3,5,"MSI’s Optix MAG161V boasts an attractive design with impressive port and customization options. But its dim panel doesn’t deal with glare well, and its origami stand is a pain.",USB-C (DisplayPort) or HDMI connection,USB-C (DisplayPort) or HDMI connection
"Asus ROG Zephyrus S GX502 Review: Thin Frame, Full RTX 2070",https://cdn.mos.cms.futurecdn.net/PWyt8vA39THbcX7zkJ9UQi-1200-80.jpg,2020-02-11,"The Asus ROG Zephyrus S GX502 has a full-sized RTX 2070 in it that offers great performance, but it can get loud under load.",2020-02-11 00:00:00,Asus ROG Zephyrus S GX502,5Yt4n5bmVFME4NBSJRGyJh,Laptops,https://www.tomshardware.com/uk/reviews/asus-rog-zephyrus-s-gx502,Imad Khan,4,5,"The ROG Zephyrus S GX502 packs tons of power in as tight of a 15.6” package as possible, but at the detriment of cooling efficiency.",Thin design,Thin design
XPG Core Reactor 750W Power Supply Review,https://cdn.mos.cms.futurecdn.net/faHwgaabZmEeWHdb967DD4-1200-80.jpg,2020-02-12,"The XPG Core Reactor 750 is a high-performance PSU, compatible with the newest and toughest requirements of the ATX spec. ",2020-02-12 00:00:00,XPG Core Reactor 750W Power Supply Review,8Hp8VwCJ3P6BFoDrmngNCV,Power Supplies,https://www.tomshardware.com/uk/reviews/xpg-core-reactor-750w-power-supply-review,Aris Mpitziopoulos,4,5,"The XPG Core Reactor 750 is a fine PSU offered at a high price, though. With the same amount, there are tough competitors. ",Full power at 47 degrees Celsius,Full power at 47 degrees Celsius
HyperX Fury 32GB DDR4-3733 Dual-Channel Kit Review: A Faster 2x 16GB Option,https://cdn.mos.cms.futurecdn.net/fi2pw4bVsQ2b9tPzXT7STT-1200-80.jpg,2020-02-13,Is HyperX’s DDR4-3733 Fury our new dual-stick champion?,2020-02-13 00:00:00,HyperX Fury 32GB DDR4-3733 Dual-Channel Kit,YpE8KWLpkuwhoUX7m9YnKS,Memory,https://www.tomshardware.com/uk/reviews/hyperx-fury-2x16GB-DDR4-3733,Thomas Soderstrom,3,5,"Though it offers good baseline performance, HyperX Fury DDR4-3733’s weird baseline timings beg for manual adjustments that most users are unfortunately afraid to make. If its price were lower, we might have recommended this kit for its DDR4-3600 secondary XMP.",Good overclocking capability,Good overclocking capability
Lenovo Yoga C940 (14-inch) Review: Entertainment Powerhouse,https://cdn.mos.cms.futurecdn.net/TZE2pVdTCjEAf6XxoVCsEg-1200-80.jpg,2020-02-16,The sound goes ‘round and ‘round.,2020-02-16 00:00:00,Lenovo Yoga C940 (14-inch),km6ktEdVpWpMmaHgRAzDhR,Laptops,https://www.tomshardware.com/uk/reviews/lenovo-yoga-c940,Fionna Agomuoh,4,5,"The Lenovo Yoga C940 delivers a stunning 4K display and a robust all-around speaker system, but the high-resolution screen eats away at battery life.",Excellent sound quality,Excellent sound quality
Corsair Scimitar RGB Elite Gaming Mouse Review: a MOBA/MMO Weapon,https://cdn.mos.cms.futurecdn.net/NxaAgnGpYKtDHYGUGaoumJ-1200-80.jpg,2020-02-15,Corsair's latest Scimitar is a well-built mouse with a targeted use case.,2020-02-15 00:00:00,Corsair Scimitar RGB Elite Gaming Mouse,VVHN9d5uTbj6KDZirBy3x,Mice,https://www.tomshardware.com/uk/reviews/corsair-scimitar-rgb-elite,Phil Iwaniuk,3.5,5,"Solidly built and finished to a very high standard for the price, the new Scimitar Elite RGB offers a comfortable MOBA/MMO mouse with a lot of macro buttons. It won’t translate well to other genres, though.",Great construction materials,Great construction materials
Asus ROG Strix RX 5600 XT O6G Gaming Review: Solid but Expensive,https://cdn.mos.cms.futurecdn.net/nLQKa3oVma5iob82woz9bH-1200-80.jpg,2020-02-19,Do unique fan and RGB features make this card worth its high price?,2020-02-19 00:00:00,Asus ROG Strix RX 5600 XT O6G Gaming,PtCgT2qV2hggvbgkjRo7FK,Graphics,https://www.tomshardware.com/uk/reviews/asus-rog-strix-rx-5600-xt-o6g-gaming-review-solid-but-expensive,Joe Shields,3.5,5,"The Asus ROG Strix RX 5600 XT O6G Gaming performs well, delivering 60+ fps at 1080p using ultra settings, and is capable of 1440p gaming at reduced settings. But compared to the lower-priced Sapphire Pulse, it’s slower and costs significantly more.",Great 1080p and good 1440p performance,Great 1080p and good 1440p performance
