Title,PIC,Summary,Author,Date,Pros,Cons
"Runtastic Moment Classic reviewed: refined style, strange subscription hurdles",https://cdn.arstechnica.net/wp-content/uploads/2015/11/moment1-640x215.jpg,"The running app's new trackers are lovely, but you need to pay to use them fully.",Valentina Palladino,2015-11-07,,
"Mini-review: Test driving a fully loaded, $4,000 27-inch 5K iMac",https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02048-640x215.jpg,"Skylake CPUs, fast GPUs, a 1TB SSD, and 32GB of RAM make this iMac fun to use.",Andrew Cunningham,2015-11-05,,
"BlackBerry Priv review: Android fixes the OS, but the hardware can’t compete",https://cdn.arstechnica.net/wp-content/uploads/2015/11/feature-640x215.jpg,"$700 for a bad keyboard, poor camera, iffy build quality, and old software? No thanks.",Ron Amadeo,2015-11-12,,
iPad Pro review: Mac-like speed with all the virtues and restrictions of iOS,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02086-640x215.jpg,"There's some promise here, but iOS makes this a very different kind of computer.",Andrew Cunningham,2015-11-11,,
Mini-review: Logitech’s Create is the iPad Pro keyboard case you really want,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02216-640x215.jpg,"It’s not as svelte as Apple’s stuff, but it’s a cheaper, superior keyboard.",Andrew Cunningham,2015-11-13,,
"Ezviz Mini security cam reviewed: Small, affordable, and surprisingly good",https://cdn.arstechnica.net/wp-content/uploads/2015/11/ezviz1-640x215.jpg,This $70 mini camera gives expensive competitors a run for their money.,Valentina Palladino,2015-11-12,,
Mini-review: iWork ‘15 brings a lot of little changes but no headliners,https://cdn.arstechnica.net/wp-content/uploads/2014/11/iwork14-icons-640x215.jpg,And some longstanding issues remain—those decimal points will get you every time.,Iljitsch van Beijnum,2015-11-17,,
Garmin’s Vivosmart HR reviewed: Don’t buy a Fitbit before considering this band,https://cdn.arstechnica.net/wp-content/uploads/2015/11/vivosmarthr13-640x215.jpg,"The $150 all-purpose tracker may not have Fitbit's modern exterior, but its internals are solid.",Valentina Palladino,2015-11-18,,
"OnePlus X Review: Not bad for $249, assuming you can actually buy one",https://cdn.arstechnica.net/wp-content/uploads/2015/11/IMG_4561-640x215.jpg,A lame invite system puts a damper on a low price and great build quality.,Ron Amadeo,2015-11-19,"
            ",
Lumia 950 review: Windows Phone finally has a new flagship—will anyone care?,https://cdn.arstechnica.net/wp-content/uploads/2015/11/MG_4349-640x215.jpg,"Camera is great and Continuum is cool, but Windows Phone likely blew its last big chance.",Peter Bright,2015-11-20,,
Mini-review: Asus’ Chromebit is somewhere between a Chromecast and a mini PC,https://cdn.arstechnica.net/wp-content/uploads/2015/11/DSC02280-640x215.jpg,"2GB of RAM hurts, but for $90 it's a decent productivity stick.",Andrew Cunningham,2015-11-20,,
A review of Android for Work: Dual-persona support comes to Android,https://cdn.arstechnica.net/wp-content/uploads/2015/03/hero2-640x215.jpg,Google aims for the enterprise with separate work and home data on a single device.,Ron Amadeo,2015-03-26,,
Pebble Time Round reviewed: You can judge this book by its cover,https://cdn.arstechnica.net/wp-content/uploads/2015/11/timeround1-640x215.jpg,Pebble's newest smartwatch is mostly different in design—and that's the point.,Valentina Palladino,2015-11-21,,
Mini-review: Intel’s powered-up Core i7 Broadwell mini PC,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00331-640x215.jpg,28W chips give a nice CPU and GPU performance bump to the first Core i7 NUC.,Andrew Cunningham,2015-03-29,,
HTC One M9 review: HTC’s flagship feels like an afterthought,https://cdn.arstechnica.net/wp-content/uploads/2015/03/HTC-One-M9-1-640x215.jpg,A design from 2013 and a heavily throttled SoC make for a disappointing update.,Ron Amadeo,2015-03-30,"
            ",
Mini-review: Hisense’s ARM Chromebook actually isn’t awful for $149,https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00354-640x215.jpg,The laptop doesn't cut corners that $199 Chromebooks aren't already cutting. ,Andrew Cunningham,2015-04-06,Feels pretty well-made for $149.,Keyboard and trackpad are OK but sometimes tweaky.
The 2015 MacBook previews a future that’s not quite here,https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00385-640x215.jpg,Review: This laptop is defined by the features it doesn't have.,Andrew Cunningham,2015-04-09,,
HP Spectre x360: The surprisingly good offspring of a MacBook Air and Lenovo Yoga,https://cdn.arstechnica.net/wp-content/uploads/2015/03/IMG_0937-640x215.jpg,Review: Good looks and great battery life make for a compelling laptop.,Peter Bright,2015-04-06,,
Ultrabook Plus: The 2015 13-inch Retina MacBook Pro reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/03/DSC00303-640x215.jpg,"It's not a quad-core workstation, but it's faster than most 13-inch laptops.",Andrew Cunningham,2015-04-02,,
"Surface 3 review: Smaller, slower, cheaper... better?",https://cdn.arstechnica.net/wp-content/uploads/2015/04/surface-3-front-640x215.jpg,Switching to an x86 processor has made the Surface so much better.,Peter Bright,2015-04-14,,
Samsung Galaxy S6 review: It’s what’s on the outside that counts,https://cdn.arstechnica.net/wp-content/uploads/2015/04/Galaxy-S6-1-640x215.jpg,A great camera and premium materials offset the loss of power-user features.,Ron Amadeo,2015-04-12,"
            ",
"Asus Zenbook UX305: It’s no MacBook, but it’s a good midrange laptop",https://cdn.arstechnica.net/wp-content/uploads/2015/04/DSC00575-640x215.jpg,Review: This basic Core M Ultrabook offers a nice set of features for $700.,Andrew Cunningham,2015-04-28,,
An Ultrabook that works with your projector: Lenovo T450s reviewed,https://cdn.arstechnica.net/wp-content/uploads/2015/04/MG_4294-640x215.jpg,"Ports, end-user servicing, docking stations, and legacy connectors live on.",Peter Bright,2015-04-29,"That keyboard, that TrackPoint",The screen is only OK
Review: The absolutely optional Apple Watch and Watch OS 1.0,https://cdn.arstechnica.net/wp-content/uploads/2015/05/DSC00620-640x215.jpg,A pragmatist's guide to a nice but not quite necessary gadget.,Andrew Cunningham,2015-05-03,,
Intel’s Compute Stick: A full PC that’s tiny in size (and performance),https://cdn.arstechnica.net/wp-content/uploads/2015/04/IMG_0682-640x215.jpg,Mini-review: Atom-powered mini PC is a good streaming stick but a slow desktop.,Andrew Cunningham,2015-04-22,,
"Review: Tesla’s new Model S P85D—double your engines, double your fun",https://cdn.arstechnica.net/wp-content/uploads/2015/05/JT3A3216-640x215.jpg,"But at $130,000 loaded, it’s hard to overlook flaws—even if the car is McLaren F1-fast.",Lee Hutchinson,2015-05-24,"
            ",
"LG G4 Review: More than competent, but less than stunning [Update]",https://cdn.arstechnica.net/wp-content/uploads/2015/05/LG-G4-3-640x215.jpg,"The G4 is a decent phone, but struggles to stand out against the competition.",Ron Amadeo,2015-05-10,,
First look: OS X El Capitan brings a little Snow Leopard to Yosemite,https://cdn.arstechnica.net/wp-content/uploads/2015/06/el-cap-intro-640x215.jpg,We spent a week with the first beta to save you from breaking your laptop.,Andrew Cunningham,2015-06-15,,
Review: iRig UA finally brings amp modelling to Android but lacks killer tone,https://cdn.arstechnica.net/wp-content/uploads/2015/06/DSC01771-640x215.jpg,"Solid hardware and latency-free performance is let down by dated software, in-app purchases.",Mark Walton,2015-06-17,,
"Xiaomi Mi 4i review—The best specs for $200, but not the best software",https://cdn.arstechnica.net/wp-content/uploads/2015/06/Mi-4i-121-640x215.jpg,"A Snapdragon 615 and 3120 mAh battery are a steal, but the skin needs updating.",Ron Amadeo,2015-06-25,,
"Asus’ Chromebook Flip looks and feels great, unless you’re typing on it",https://cdn.arstechnica.net/wp-content/uploads/2015/07/DSC00833-640x215.jpg,Review: $250 convertible Chromebook compromised by cramped keyboard.,Andrew Cunningham,2015-07-15,,
"Great gadget, small audience: The sixth-generation iPod Touch reviewed",https://cdn.arstechnica.net/wp-content/uploads/2015/07/DSC00872-640x215.jpg,"iPhones have eaten the iPod, but this new release is still useful for specific purposes.",Andrew Cunningham,2015-07-22,,
First look: iOS 9 public beta is the update the iPad deserves,https://cdn.arstechnica.net/wp-content/uploads/2015/07/Screen-Shot-2015-07-09-at-1.20.35-PM-640x215.png,A smallish update for phones is a Mac-sized leap for tablets.,Andrew Cunningham,2015-07-09,,
"The Arlo and Flir FX security cameras: plug-and-play, mobile ready omnipresence",https://cdn.arstechnica.net/wp-content/uploads/2015/06/image-640x215.jpg,In which the author explores being the voyeur in her own house.,Megan Geuss,2015-06-19,,
Review: New $180 Moto G is a stylish upgrade worthy of the original,https://cdn.arstechnica.net/wp-content/uploads/2015/08/listing-640x215.jpg,"Meh GPU and flaky camera are outweighed by LTE, better CPU, 2GB RAM, and the price.",Andrew Cunningham,2015-08-08,,
Nexus 6 review—The “premium” price still comes with compromises ,https://cdn.arstechnica.net/wp-content/uploads/2014/11/hero-640x215.jpg,"Slow storage hurts load times, multitasking on Google's new flagship. Plus, why 6 inches?",Ron Amadeo,2014-11-12,,
"Android 5.0 Lollipop, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/10/heade2r-640x215.jpg,Android's biggest update ever revamps nearly every part of the OS.,Ron Amadeo,2014-11-12,,
"Lollipop on the 2012 Nexus 7: Not great, but not much worse",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0481-640x215.jpg,"The older tablet's problems stem mostly from hardware, not software.",Andrew Cunningham,2014-11-14,,
Microsoft’s mid-range Lumia 735 and 830 reviewed: price is a problem,https://cdn.arstechnica.net/wp-content/uploads/2014/11/MG_4107-640x215.jpg,The phones aren't really the issue. We actually like the phones.,Peter Bright,2014-11-19,,
"The Nexus 10, Lollipop, and the problem with big Android tablets",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0493-640x215.jpg,"When it comes to tablets, Google doesn't even follow its own design guidelines.",Andrew Cunningham,2014-11-16,,
"Android Auto review: A beautiful, but beta alternative to awful OEM solutions",https://cdn.arstechnica.net/wp-content/uploads/2015/07/Android-Auto-640x215.jpg,The occasional frustration still beats the very low bar set by car manufacturers.,Ron Amadeo,2015-07-24,"
            ",
Yoga Pro 3 review: Broadwell is a mixed blessing,https://cdn.arstechnica.net/wp-content/uploads/2014/11/MG_4141-640x215.jpg,"The design is ever more exotic, but the performance is worse.",Peter Bright,2014-11-22,Beautiful screen,The Broadwell Y processor makes it slower than the old one
"The BlackBerry Passport enigma: TCOB-machine or “worst designed thing, ever”",https://cdn.arstechnica.net/wp-content/uploads/2014/11/BB-after-hours3-640x215.jpg,"Review: It’s not your teenager’s smartphone, which is kind of the point.",Sean Gallagher,2014-11-23,,
"Review: Motorola’s Droid Turbo beats the Moto X in specs, if not style",https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0532-640x215.jpg,"Chunky, Verizon-exclusive phone improves the camera, battery, and more.",Andrew Cunningham,2014-11-25,,
iWork ’14 review: Still waiting for that great leap forward [Updated],https://cdn.arstechnica.net/wp-content/uploads/2014/11/iwork14-icons-640x215.jpg,"No backward compatibility, but it's hard to argue with free.",Iljitsch van Beijnum,2014-11-28,,
Learning the science behind silencers on the range with SilencerCo,https://cdn.arstechnica.net/wp-content/uploads/2014/11/JT3A0787-Version-2-640x215.jpg,"Hollywood gets it consistently wrong—in the real world, they're merely less loud.",Lee Hutchinson,2014-12-02,,
Don’t call it a netbook (or a “Chromebook killer”)—HP’s $200 Stream 11 reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_0586-640x215.jpg,"Windows adds much-needed versatility, but low-end hardware limits it anyway.",Andrew Cunningham,2014-12-06,,
The Lumia 535: Microsoft’s first phone reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/12/back1-640x215.jpg,Is a low-end flagship a thing? It should be.,Peter Bright,2014-12-11,,
"Nvidia Shield Tablet review: Great gaming, great price, terrible battery",https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_3524-640x215.jpg,Nvidia delivers the best Android tablet this side of a Nexus.,Sam Machkovech,2014-12-10,Stellar gaming specs for the price,Stuttering and pauses between app switches are too common
Yoga Tablet 2 Pro review: So close to being good,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_3538-640x215.jpg,"Bulky and underpowered, but multitasking and projector gimmick get our attention.",Sam Machkovech,2014-12-14,"A bright, beautiful 13.3-inch screen matched with legitimate Android multitasking","Uh, this thing is HUGE"
"From phones to drones, these were our favorite gadgets in 2014",https://cdn.arstechnica.net/wp-content/uploads/2014/12/googly-gadgets-640x215.jpg,"Instead of telling you what's ""best,"" let us tell you what we liked the most.",Andrew Cunningham,2014-12-15,,
The state of smartphones in 2014: Ars Technica’s Ultimate Guide,https://cdn.arstechnica.net/wp-content/uploads/2014/12/the-ars-phone-640x215.jpg,"All the phones you need to know about, and everything you need to know about them.",Andrew Cunningham,2014-12-21,,
HP EliteBook 1020 review: A business Ultrabook you’ll want to bring home,https://cdn.arstechnica.net/wp-content/uploads/2014/12/IMG_0614-640x215.jpg,"Core M needs speed and the trackpad is weird, but there's a lot to like here.",Andrew Cunningham,2014-12-28,,
"Space-ready materials, race-tuned dynamics—meet the most credible Corvette yet",https://cdn.arstechnica.net/wp-content/uploads/2015/01/Corvette-Stingray-and-flowers-640x215.png,"Ignore its shine to see aerospace design, a top drawer engine, and race-ready interiors.",Jonathan M. Gitlin,2015-01-15,,
Review: Toshiba’s Chromebook 2 has a gorgeous screen and not much else ,https://cdn.arstechnica.net/wp-content/uploads/2015/01/IMG_0768-640x215.jpg,We wish we liked the rest of the laptop as much as its 1080p IPS display. ,Andrew Cunningham,2015-01-16,,
Sling TV review: Do cord cutters and “cord nevers” even want live TV?,https://cdn.arstechnica.net/wp-content/uploads/2015/01/IMG_0018-640x215.png,"For $20 a month, Dish needs to convince customers that the live TV experience is great.",Megan Geuss,2015-01-26,,
Not the upgrade we were hoping for: The 2014 Mac Mini reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/11/IMG_0446-640x215.jpg,Removed features and Intel's convoluted CPU lineup make the Mini less versatile.,Andrew Cunningham,2014-11-06,,
Signs of progress: One month with Android Wear 5.0,https://cdn.arstechnica.net/wp-content/uploads/2015/01/IMG_0820-640x215.jpg,LG's G Watch R and better software make it easier to see Wear's pros and cons.,Andrew Cunningham,2015-01-25,,
Want high-end flight sim pedals? Put $500 in a Polish bank account and contact Slaw,https://cdn.arstechnica.net/wp-content/uploads/2015/01/JT3A2662-640x215.jpg,"Review: ""Wait—$500 for just the Slaw Device BF 109?"" Well, yes, but what pedals!",Lee Hutchinson,2015-01-28,,
"Review: The new Moto G doesn’t change much, but still a steal at $179",https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_00372-640x215.jpg,"It's just the same specs with a bigger screen, but others still can't compete.",Andrew Cunningham,2014-09-08,,
"Exclusive: A review of the Blackphone, the Android for the paranoid",https://cdn.arstechnica.net/wp-content/uploads/2014/06/blackphone11-640x215.jpg,"Custom-built with privacy in mind, this handset isn’t for (Google) Play.",Sean Gallagher,2014-06-30,,
Android Wear software review: Smartwatch software that doesn’t suck,https://cdn.arstechnica.net/wp-content/uploads/2014/06/feature-640x215.png,"It still requires a phone, but there's no better way to deal with notifications.",Ron Amadeo,2014-07-01,,
"Android Wear hardware review: Sometimes promising, often frustrating",https://cdn.arstechnica.net/wp-content/uploads/2014/06/IMG_9816-640x215.jpg,The Samsung Gear Live and LG G Watch aren't as essential as they want to be.,Andrew Cunningham,2014-07-01,,
"$1,099 iMac review: Lose 50% of your performance to save 18% of the money",https://cdn.arstechnica.net/wp-content/uploads/2014/07/IMG_7396-640x215.jpg,"MacBook-turned-desktop isn't bad, but only makes sense if you're buying in bulk.",Andrew Cunningham,2014-07-05,,
Hands on: Structure Sensor turns your iPad into a 3D scanning machine,https://cdn.arstechnica.net/wp-content/uploads/2014/07/IMG_0034-640x215.png,Nifty clip-on device is more platform than product—and it needs apps to survive.,Lee Hutchinson,2014-07-09,,
The Audi A8 is the perfect car for the tech-obsessed plutocrat,https://cdn.arstechnica.net/wp-content/uploads/2014/07/2014-06-26-16.11.55-640x215.jpg,"Hands on: Ars testdrives Audi’s latest flagships, the technology-packed A8 and S8.",Jonathan M. Gitlin,2014-07-09,,
"OnePlus One review: Big, fast, cheap, open, efficient, and unlocked",https://cdn.arstechnica.net/wp-content/uploads/2014/07/IMG_2758-640x215.jpg,But there's a catch—It's hard as hell to actually buy one.,Sam Machkovech,2014-07-13,,
"Preview: A closer look at OS X Yosemite, just in time for the public beta",https://cdn.arstechnica.net/wp-content/uploads/2014/07/Yosemite-640x215.jpg,The first public OS X beta in over a decade brings quite a few changes with it.,Andrew Cunningham,2014-07-23,,
"Gallery: Dissecting the Philips Hue Tap wireless, battery-less controller",https://cdn.arstechnica.net/wp-content/uploads/2014/08/IMG_2314-Version-2-640x215.jpg,Hidden inside the white plastic is a neat energy-harvesting mechanism.,Lee Hutchinson,2014-08-06,,
"Review: Amazon’s Fire Phone offers new gimmicks, old platform growing pains",https://cdn.arstechnica.net/wp-content/uploads/2014/07/IMG_9890-640x215.jpg,"Firefly, Dynamic Perspective are great ideas that can't close the ecosystem gap.",Andrew Cunningham,2014-07-23,,
KDE Plasma 5—For those Linux users undecided on the kernel’s future,https://cdn.arstechnica.net/wp-content/uploads/2014/08/screenshot01-640x215.png,"Review—new release straddles traditional desktop needs, long term multi-device plans.",Scott Gilbertson,2014-08-18,,
Xiaomi Mi4 review: China’s iPhone killer is unoriginal but amazing,https://cdn.arstechnica.net/wp-content/uploads/2014/08/980-640x215.jpg,A big iPhone that runs Android ends up being the best of both worlds.,Ron Amadeo,2014-08-24,,
Ars Technica System Guide: August 2014,https://cdn.arstechnica.net/wp-content/uploads/2012/12/system-guide-dec-2012-640x215.jpg,"The market may be in a bit of a lull, but the System Guide still finds improvements.",Brian Won,2014-08-26,,
"HTC One (M8) for Windows: Crazy name, great phone",https://cdn.arstechnica.net/wp-content/uploads/2014/08/IMG_1600-640x215.jpg,Microsoft wanted Windows Phone on Android hardware. We review the result.,Peter Bright,2014-08-25,,
Review: A $229 unlocked phone that marries the Galaxy S5 to the Moto G,https://cdn.arstechnica.net/wp-content/uploads/2014/08/IMG_9919-640x215.jpg,Kogan's Agora 4G is a solid midrange phone with a couple of quirks.,Andrew Cunningham,2014-08-30,,
FLIR One gives your iPhone infrared Predator vision,https://cdn.arstechnica.net/wp-content/uploads/2014/08/FLIR0008-527x215.jpg,"For $349, you too can see in the dark like an intergalactic big game hunter.",Lee Hutchinson,2014-08-31,"Dead easy to use—very much an ""it just works"" device",No Android or Windows Phone compatibility—iPhone only
"Review: In its second generation, the Moto X becomes a true flagship",https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_00201-640x215.jpg,"We miss the smaller size, but everything about this $499 phone feels high-end.",Andrew Cunningham,2014-09-09,,
"iOS 8, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_00441-640x215.jpg,"A big, developer-centric update completes the overhaul started in iOS 7.",Andrew Cunningham,2014-09-17, (Posted 10/22/2014), (Posted 6/30/2015)
"Moto 360 review—Beautiful outside, ugly inside",https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_0062-640x215.jpg,"Motorola creates an iconic design, but pairs it with an ancient, power-hungry SoC.",Ron Amadeo,2014-09-07,,
iOS 8 on the iPhone 4S: Performance isn’t the (only) problem,https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_0052-640x215.jpg,New OS wants screen space and processing power that the old phone doesn't have.,Andrew Cunningham,2014-09-17,,
iOS 8 and the Apple TV: Flattening the living room,https://cdn.arstechnica.net/wp-content/uploads/2014/09/IMG_0098-640x215.jpg,Gallery: The Apple TV gets a new UI design and a few other iOS 8 features.,Andrew Cunningham,2014-09-18,,
A slide into obsolescence: iOS 8 on the iPad 2,https://cdn.arstechnica.net/wp-content/uploads/2014/09/Photo-Sep-16-2-25-19-PM-640x215.png,"It didn't seem like 6 could be worse than 7, but 7 to 8 is a different story. ",Casey Johnston,2014-09-17,,
I’m not crazy (but I did buy a $450 HOTAS Warthog joystick),https://cdn.arstechnica.net/wp-content/uploads/2014/09/JT3A0228-Version-2-640x215.jpg,Review: It's everything you want in a joystick and throttle—but is it worth the cash?,Lee Hutchinson,2014-09-26,,
iPhone 6 and 6 Plus: In deep with Apple’s thinnest phones,https://cdn.arstechnica.net/wp-content/uploads/2014/10/IMG_0211-640x215.jpg,Review: Apple finally brings the big-screen love—with some strings attached.,Andrew Cunningham,2014-09-23,,
"Fast, but compromised: Gigabyte’s AMD-powered mini gaming PC reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/04/IMG_9188-640x215.jpg,"The Brix Gaming box is hobbled by heat, noise, and mediocre Linux support.",Andrew Cunningham,2014-04-28,,
Mini-review: People who already use Office will love Office for iPad,https://cdn.arstechnica.net/wp-content/uploads/2014/03/Photo-Mar-28-2-41-47-PM-640x215.png,"Better-late-than-never effort will please its core audience, but others have moved on.",Andrew Cunningham,2014-03-28,,
"Sony Z Ultra Google Play Edition Review: big, beautiful, and buggy",https://cdn.arstechnica.net/wp-content/uploads/2013/12/hero-640x215.jpg,"Sony made a great piece of hardware, but someone dropped the ball on the software.",Ron Amadeo,2013-12-17,,
"A Nexus 8, more or less: LG’s G Pad 8.3 Google Play edition reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/12/IMG_8377-640x215.jpg,"Google's software and LG's hardware make for an appealing, if imperfect, tablet.",Andrew Cunningham,2013-12-16,,
The big One: Ars reviews the HTC One Max,https://cdn.arstechnica.net/wp-content/uploads/2013/12/DSC_0030-2-640x215.jpg,"Not quite an HTC One successor, the One Max loses a lot, gains 1.2""",Jason Inofuentes,2013-12-19,So much like the HTC One,"So huge, but with no stylus or UI tweaks to account for it"
"Smallness über alles: Intel’s tiny, Haswell-based NUC desktop reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/01/haswell_NUC-640x215.jpg,"Diminutive desktop is a workstation, game console, and HTPC all rolled into one.",Andrew Cunningham,2014-01-07,,
Western Digital My Cloud Review: The $150 personal cloud,https://cdn.arstechnica.net/wp-content/uploads/2014/01/DSC_0192-640x215.jpg,WD's small single-disk network storage system is surprisingly cheap and good.,Jason Inofuentes,2014-01-20,$150 gets you a $100 drive and a pretty solid $50 NAS,No per share size limits means you might fill your drive with Time Machine backups
A pro with serious workstation needs reviews Apple’s 2013 Mac Pro,https://cdn.arstechnica.net/wp-content/uploads/2014/01/mac-pro-intro-640x215.jpg,"Apple’s latest Mac Pro is powerful, but it isn’t always a clear upgrade.",Dave Girard,2014-01-28,,
The Pebble Steel review: Wearables 2.0 arrive,https://cdn.arstechnica.net/wp-content/uploads/2014/01/DSC_0126-640x215.jpg,"With a new look and new SDK, Pebble sets the bar for all the wearables to come.",Jason Inofuentes,2014-01-28,,
"A turbo-charged, quad-core mini desktop: Gigabyte’s Brix Pro reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/02/IMG_8678-640x215.jpg,A pretty capable workstation that can fit in the palm of your hand.,Andrew Cunningham,2014-02-09,,
"Verizon’s new Windows Phone flagship, the Nokia Lumia Icon, reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/02/lumia-icon-640x215.jpg,"It's like they took the other flagship, the Lumia 1520, and shrunk the screen.",Peter Bright,2014-02-12,,
Review: Dell’s Venue 8 Pro is a Windows tablet you might actually want to buy,https://cdn.arstechnica.net/wp-content/uploads/2014/02/IMG_8742-640x215.jpg,Better hardware and software address worst flaws of early 8-inch Windows tablets.,Andrew Cunningham,2014-02-16,,
"Review: Mophie’s Space Pack doubles your iPhone’s battery, storage, and size",https://cdn.arstechnica.net/wp-content/uploads/2014/03/IMG_8798-640x215.jpg,16 and 32GB battery cases try to solve three problems at once with mixed results. ,Andrew Cunningham,2014-03-09,"More than doubles battery life, while offering extra protection",Bulkier than most iPhone cases
"Refinements, additions, and un-breaking stuff: iOS 7.1 reviewed",https://cdn.arstechnica.net/wp-content/uploads/2014/03/ios7-lineup-640x215.jpg,Apple's first major iOS 7 update makes the operating system feel whole.,Andrew Cunningham,2014-03-11,,
"Linux on the NUC: Using Ubuntu, Mint, Fedora, and the SteamOS beta",https://cdn.arstechnica.net/wp-content/uploads/2014/01/ubuntu-nuc-640x215.jpg,Intel's mini desktop handles four prominent distros with a few headaches.,Andrew Cunningham,2014-02-01,,
Lenovo Yoga 2 Pro review: You say you want resolution,https://cdn.arstechnica.net/wp-content/uploads/2014/03/IMG_2357-640x215.jpg,"Lenovo’s thin, powerful tab-top brings the PPI. Can Windows 8 keep up?",Sam Machkovech,2014-03-16,,
"Review: Asus crafts a tiny $179 Chromebox out of cheap, low-power parts",https://cdn.arstechnica.net/wp-content/uploads/2014/03/IMG_8878-640x215.jpg,It's too bad that booting into non-Chrome OS operating systems is so difficult.,Andrew Cunningham,2014-03-27,,
"Review: Two 8-inch Lenovo tablets, only one clear purpose ",https://cdn.arstechnica.net/wp-content/uploads/2014/03/front-640x215.jpg,The ThinkPad 8 and the Miix 2 8 are more not quite the same all-in-ones.,Peter Bright,2014-03-30,,
Synology offers a Dropbox substitute—meet the personal cloud,https://cdn.arstechnica.net/wp-content/uploads/2014/04/Screen-Shot-2014-04-01-at-2.18.42-PM-640x215.png,"Cloud Station doesn't do everything you might need, but it does several things well.",John Timmer,2014-04-01,"
  ",
"Ars Technica System Guide: Bargain Box, April 2014",https://cdn.arstechnica.net/wp-content/uploads/2013/02/system-guide-2012-4f871a4-intro-640x215.jpg,"And with today's prices, Bargain Boxes can quickly become storage servers or HTPCs.",Brian Won,2014-04-02,,
Haswell saves another Ultrabook: The 2014 Toshiba Kirabook reviewed,https://cdn.arstechnica.net/wp-content/uploads/2014/04/IMG_89271-640x215.jpg,Just ignore the high starting price and Windows' scaling issues.,Andrew Cunningham,2014-04-06,,
"Review: Qualcomm’s Toq smartwatch lasts an extra, extra, extra long time",https://cdn.arstechnica.net/wp-content/uploads/2013/12/toqreview-gallerysun-face-list-640x215.jpg,"5+ days of battery life are great—unfortunately, not much else about the watch is.",Lee Hutchinson,2013-12-12,,
Haswell to the rescue: Acer’s refreshed Aspire S7 Ultrabook reviewed,https://cdn.arstechnica.net/wp-content/uploads/2013/08/IMG_7004-640x215.jpg,The keyboard and the price are the only remaining barriers to entry.,Andrew Cunningham,2013-09-02,,
"Amazon Fire TV misses the same marks as Ouya, other media boxes",https://cdn.arstechnica.net/wp-content/uploads/2014/04/fire-tv-6-640x215.jpg,Review—Name recognition means zip if fixes aren't universal and devs have no lead time.,Casey Johnston and Sam Machkovech,2014-04-09,,
Review: LG’s G2 smartphone gets caught living in the shadows of giants,https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_262221-640x215.jpg,"LG makes a great device, but Samsung and Google crush any reasons to buy it.",Ron Amadeo,2013-09-17,,
"Blue, green, yellow, white, and pink are the new black: The iPhone 5C reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_7362-640x215.jpg,"Take one iPhone 5, remove $100, and add one rainbow of plastic. Market aggressively.",Andrew Cunningham,2013-09-24,,
"iOS 7, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/09/ios7-feature-3-640x215.jpg,Apple's latest mobile OS is simultaneously transformative and incremental.,Andrew Cunningham,2013-09-18,,
"Review: With the iPhone 5S, Apple lays groundwork for a brighter future",https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_7367-640x215.jpg,Touch ID and the 64-bit A7 are deceptively large steps in the iPhone's evolution.,Andrew Cunningham,2013-09-24,,
"Review: When it comes to Android tablets, $149 is the new $199",https://cdn.arstechnica.net/wp-content/uploads/2013/08/IMG_6866-640x215.jpg,Asus' Memo Pad HD 7 is the latest volley in the Android tablet price war.,Andrew Cunningham,2013-08-19,,
"New CPUs, faster Wi-Fi, same flaws: Apple’s 2013 iMac reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_7396-640x215.jpg,"Apple delivers improvements, but not the ones the iMac needs most.",Andrew Cunningham,2013-09-28,,
