Title,PIC,Summary,Author,Date,Pros,Cons,URL,Source_internal_ID,Product Name,Verdict,OCN
"As Mac Pro stagnates, PC workstations muscle ahead",https://cdn.arstechnica.net/wp-content/uploads/2012/08/macpro-gasoline-640x215.jpg,A creative pro reviews two PC beasts: the HP Z820 and Dell Precision T5600.,Dave Girard,2012-08-09,,,https://arstechnica.com/gadgets/2012/08/as-mac-pro-stagnates-pc-workstations-muscle-ahead/,134450,"As Mac Pro stagnates, PC workstations muscle ahead","But the T5600’s performance is great, and you would be very happy with this machine if you were looking for a small and quiet workstation. It’s just going to be a mixed (and expensive) upgrade if you’re coming from the better case and easier expandability of something like a Mac Pro.",gadgets
"Playback: RIM’s BlackBerry PlayBook, 18 months later",https://cdn.arstechnica.net/wp-content/uploads/2012/10/playbookfull1-640x215.jpg,Has new hardware and software made the PlayBook a significantly better tablet?,Florence Ion,2012-10-12,Solid hardware and build quality,Still no expandable storage,https://arstechnica.com/features/2012/10/playback-rims-blackberry-playbook-18-months-later/,154280,"Playback: RIM’s BlackBerry PlayBook, 18 months later","Admittedly, with the near-total market dominance of Android and iOS over mobile handsets, RIM has a lot to contend with. The PlayBook is a decent device, but it had a plethora of problems at launch which severely hurt its entry into the game, and eighteen months later, many of those problems are still present. If the PlayBook wants its mojo back, RIM needs to act fast. In order to become marketable again, the company needs to continue to push the PlayBook as a standalone device—something that will cater to enterprises and business-oriented consumers. With BlackBerry 10 ",features
VistaQuest VQ10 disposable digital camera review,https://cdn.arstechnica.net/wp-content/uploads/2012/11/vistaquest_list-640x215.jpg,"The price is right, but what about picture quality and usability?","Dave Oliver, wired.co.uk",2012-11-17,,,https://arstechnica.com/gadgets/2012/11/vistaquest-vq10-disposable-digital-camera-review/,168128,VistaQuest VQ10 disposable digital camera review,"The basic idea is sound—a low-cost, low-risk way to introduce the kids to photography, or for holiday trips when you want to take pictures on the beach or up a mountain. The trouble is the picture quality and usability, both of which are frustratingly poor. The viewfinder doesn't give you much of a clue about how your pics will look while color, focus and detail all leave a great deal to be desired. Some of these issues might be helped if you could see a few sample pics as you went along, but with only one download available, that's just not possible.",gadgets
When your best just isn’t good enough: the Kindle Fire HD,https://cdn.arstechnica.net/wp-content/uploads/2012/09/kindle_fire_hd_7_151-640x215.jpg,Buying Amazon's 7-inch tablet? Get ready to overlook some flaws.,Casey Johnston,2012-09-18,"Kindle Fire HD makes strides as tablet, with Bluetooth access, better onscreen keyboard, and a better e-mail app","Battery life, while decent, is not as promised",https://arstechnica.com/gadgets/2012/09/when-your-best-just-isnt-good-enough-the-kindle-fire-hd/,147753,When your best just isn’t good enough: the Kindle Fire HD,,gadgets
Review: iOS 6 gets the spit and polish treatment,https://cdn.arstechnica.net/wp-content/uploads/2012/09/ios6-review-640x215.jpg,The name of the game is refinement.,Jacqui Cheng,2012-09-19,Do Not Disturb: its mere existence is a wonderful update to iOS 6,Do Not Disturb could use more fleshing out in order to compete,https://arstechnica.com/gadgets/2012/09/review-ios-6-gets-the-spit-and-polish-treatment/,144235,Review: iOS 6 gets the spit and polish treatment,,gadgets
"Review: 3M Streaming Projector is good, but not perfect",https://cdn.arstechnica.net/wp-content/uploads/2012/11/IMG_1799-640x215.jpg,"It's definitely portable, but it falls short in the battery life department.",Florence Ion,2012-11-23,Features dual-band Wi-Fi for movie watching without any hiccups,Picture resolution is only WVGA,https://arstechnica.com/gadgets/2012/11/review-3m-streaming-projector-is-good-but-not-perfect/,169325,"Review: 3M Streaming Projector is good, but not perfect",,gadgets
"Good ideas, middling execution: the Samsung Galaxy Note 10.1 reviewed",https://cdn.arstechnica.net/wp-content/uploads/2012/08/Note-10.1-intro-640x215.jpg,Lack of third-party support hampers some interesting multitasking ideas.,Andrew Cunningham,2012-08-27,Speedy internals and lots of RAM,Lack of Jelly Bean leads to intermittent jerkiness despite the hardware,https://arstechnica.com/gadgets/2012/08/good-ideas-middling-execution-the-samsung-galaxy-note-10-1-reviewed/,140393,"Good ideas, middling execution: the Samsung Galaxy Note 10.1 reviewed","The Note 10.1's more interesting ideas are in its software—if some of its multitasking ideas were integrated more fully into Android, smoothing out the rougher edges and giving third-party developers the ability to support the features, they could point a way forward for Google, Microsoft, Samsung, and any other company looking to close the multitasking gap between tablets and traditional laptops.",gadgets
Review: HTC 8X is the best Windows Phone 8 handset out there (Updated),https://cdn.arstechnica.net/wp-content/uploads/2012/12/htc_8x_1-640x215.jpg,"Screen, camera, and speed are good, though we'd like more battery life.",Casey Johnston,2012-12-10,,,https://arstechnica.com/gadgets/2012/12/review-htc-8x-is-the-best-windows-phone-8-handset-out-there/,173933,Review: HTC 8X is the best Windows Phone 8 handset out there (Updated),,gadgets
"iPhone 5: a little bit taller, a little bit baller",https://cdn.arstechnica.net/wp-content/uploads/2012/09/iphone5-intro-640x215.jpg,"And if you've got a girl, you can call her. On LTE.",Jacqui Cheng,2012-09-24,"LTE support is great to (finally) have, and it's fast where coverage is good.",iPhone 4S owners may have a hard time justifying an upgrade just yet.,https://arstechnica.com/gadgets/2012/09/iphone-5-a-little-bit-taller-a-little-bit-baller/,149416,"iPhone 5: a little bit taller, a little bit baller",,gadgets
"Old dog, new tricks: The $159 Kindle Fire review",https://cdn.arstechnica.net/wp-content/uploads/2012/10/fire-listing-640x215.jpg,"It's still a Kindle Fire, but new software brings improvements over last year.",Andrew Cunningham,2012-10-04,New $159 price undercuts $199 tablets like the Kindle Fire HD and Nexus 7,The Kindle Fire's design is looking and feeling ever-more chunky next to the Kindle Fire HD and Nexus 7,https://arstechnica.com/gadgets/2012/10/old-dog-new-tricks-the-159-kindle-fire-review/,152457,"Old dog, new tricks: The $159 Kindle Fire review","If you're just looking for a tablet and you don't much care about tight Amazon integration, even the Kindle Fire's price can't quite redeem it. It's still tied to Amazon's app store, which has a decent complement of popular Android games but is much smaller than the official Google Play store. Its Web browser is still slow compared to Chrome on the Nexus 7 despite their comparable Sunspider scores. Scrolling and loading apps is still too slow and jerky. We said that last year's Kindle Fire was best thought of as an e-reader that can do some extra stuff; a slight bump in specifications and a fresh coat of paint haven't done much to change that impression.",gadgets
If two became one: The Droid DNA and Razr Maxx HD reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/12/IMG_20521-640x215.jpg,A big battery and a high-res screen are nice—too bad we can't have both.,Florence Ion,2012-12-12,,,https://arstechnica.com/gadgets/2012/12/if-two-became-one-the-droid-dna-and-razr-maxx-hd-reviewed/,174517,If two became one: The Droid DNA and Razr Maxx HD reviewed,"HTC's Droid DNA is quite a looker, not to mention that it's really nice to look ",gadgets
Review: 7th-generation iPod nano does little to excite,https://cdn.arstechnica.net/wp-content/uploads/2012/10/ipod_nano_7_besomerockin-640x215.jpg,Is this just last year's device with a bigger screen?,Chris Foresman,2012-10-18,Solid design,Too big to use as a watch replacement,https://arstechnica.com/gadgets/2012/10/review-7th-generation-ipod-nano-does-little-to-excite/,156853,Review: 7th-generation iPod nano does little to excite,"If you want a fairly simple media device or a really small, lightweight device, the iPod nano will likely fit your needs. But in today's consumer electronics market—full of smartphones and other mobile, connected devices—$149 seems like too much to spend for what it offers.",gadgets
The price of progress: 2012 iPod touch reviewed,https://cdn.arstechnica.net/wp-content/uploads/2012/10/ipod_touch_front_2-640x215.jpg,"A huge upgrade over its predecessor, but the $299 iPod touch is no impulse buy.",Andrew Cunningham,2012-10-16,"Better screen, better performance, better camera, similar battery life—the newest iPod touch is in every way a substantial upgrade over its two-year-old predecessor",Still no GPS sensor,https://arstechnica.com/gadgets/2012/10/the-price-of-progress-2012-ipod-touch-reviewed/,154635,The price of progress: 2012 iPod touch reviewed,"Pricing issues aside, the new iPod touch is an excellent upgrade over the previous model; it's just too bad to see it priced out of that lucrative $200 ""impulse buy"" zone.",gadgets
"Harder, better, faster, stronger: A review of the 27-inch iMac",https://cdn.arstechnica.net/wp-content/uploads/2012/12/27imac-topdown1-640x215.jpg,Our maxed-out model runs rings around its base model 21.5-inch baby brother.,Lee Hutchinson,2012-12-19,,,https://arstechnica.com/gadgets/2012/12/harder-better-faster-stronger-a-review-of-the-27-imac/,177445,"Harder, better, faster, stronger: A review of the 27-inch iMac","If you can be content with spending a fair chunk of change on a computer you'll keep for three to five years, the iMac is a good choice. If you have a burning need to buy a swap video cards, hard drives, or CPUs every six months, the iMac is not (and never has been) a good choice.",gadgets
AT&T’s MiFi Liberate has a touchscreen—and it’s surprisingly useful,https://cdn.arstechnica.net/wp-content/uploads/2013/01/IMG_2648-640x215.jpg,We review this handy little gadget that packs a punch in battery life.,Florence Ion,2013-01-23,,,https://arstechnica.com/gadgets/2013/01/atand-its-surprisingly-useful/,187421,AT&T’s MiFi Liberate has a touchscreen—and it’s surprisingly useful,,gadgets
In living color: Ars reviews the hacker-approved Philips Hue LEDs,https://cdn.arstechnica.net/wp-content/uploads/2012/11/hue-feature.jpeg,Pricey but lovable bulbs leave us incapable of going back to normal lighting.,Lee Hutchinson,2012-11-19,High build quality,Official app is a bit clunky and not that geek-friendly,https://arstechnica.com/gadgets/2012/11/in-living-color-ars-reviews-the-hacker-approved-philips-hue-leds/,166793,In living color: Ars reviews the hacker-approved Philips Hue LEDs,"My recommendation is that if you have the spare cash, they are worth buying. They're just too fun and too addictive to not own. With the holiday season upon us, they even provide a neat way to spread ChristmaHanuKwanzakkah cheer in your home. Plus, they project an awesome ""I AM LIVING IN THE FUTURE"" vibe—who doesn't want to live in the future?",gadgets
"Brighter, sharper, and ad-filled: The Kindle Paperwhite review",https://cdn.arstechnica.net/wp-content/uploads/2012/10/IMG_3083-640x215.jpg,"The Kindle's first lit screen shows versatility, but also spots and many ads.",Cesar Torres,2012-10-17,Perfect for people who read a lot of books,The device is filled with ads and promos,https://arstechnica.com/gadgets/2012/10/its-bright-but-maybe-tablet-food-the-kindle-paperwhite-review/,156563,"Brighter, sharper, and ad-filled: The Kindle Paperwhite review","The biggest feature of the Kindle Paperwhite is its ability to provide its own lighting. In that sense, tablets also provide equal or better value. The Kindle’s strength is in its ability to provide a very focused and intimate reading experience. If you can figure out the type of reading that is most important to you, you’ll know which way you should go.",gadgets
"Review: 21.5-inch 2012 iMac takes two steps forward, one step back",https://cdn.arstechnica.net/wp-content/uploads/2012/12/head-on-640x215.jpg,"The new iMac is attractive, but makes compromises in the pursuit of thinness.",Andrew Cunningham,2012-12-07,Great CPU performance courtesy of quad-core Ivy Bridge processors,"Having all of the ports (and now, the card reader) on the back is still inconvenient",https://arstechnica.com/gadgets/2012/12/review-21-5-inch-2012-imac-takes-two-steps-forward-one-step-back/,173107,"Review: 21.5-inch 2012 iMac takes two steps forward, one step back",: Apple has since ,gadgets
Review: Acer’s C7 Chromebook is $199 and feelin’ fine (relatively),https://cdn.arstechnica.net/wp-content/uploads/2012/11/C7-Chromebook-640x215.jpg,"It's the cheapest Chromebook yet, but is it a piece of junk?",Andrew Cunningham,2012-12-03,$199. $199!,Thick and heavy relative to other Chromebooks and Ultrabooks,https://arstechnica.com/gadgets/2012/12/review-acers-c7-chromebook-is-199-and-feelin-fine-relatively/,171527,Review: Acer’s C7 Chromebook is $199 and feelin’ fine (relatively),"We'll look more at this computer's ""hackability"" in another article, but its Intel-based hardware could make it an especially appealing choice if you're looking for small, cheap Linux laptop. The C7 plus ",gadgets
"Review: Solid design, great touchscreen can’t save Acer Aspire S7 Ultrabook",https://cdn.arstechnica.net/wp-content/uploads/2012/12/S7-main-640x215.jpg,Awful battery life and keyboard hamper Acer's efforts to change its reputation.,Andrew Cunningham,2012-12-12,Design is a definite step up from past Acer Ultrabooks,Keyboard is shallow and laid out oddly,https://arstechnica.com/gadgets/2012/12/review-solid-design-great-touchscreen-cant-save-acer-aspire-s7-ultrabook/,174714,"Review: Solid design, great touchscreen can’t save Acer Aspire S7 Ultrabook","Other, more subjective issues also need to be ironed out. The keyboard is too shallow, and its layout is needlessly strange. The power button on the left side of the laptop is too easily bumped. The RAM is limited to 4GB. Taken together, these issues unfortunately outweigh the computer’s design and excellent screen, but Acer has piqued our interest. We’re looking forward to the follow-up.",gadgets
Review: WD TV Play is a set-top box made for streaming junkies,https://cdn.arstechnica.net/wp-content/uploads/2013/02/IMG_28652-640x215.jpg,It's especially useful if you have a lot of locally stored content. ,Florence Ion,2013-02-18,Supports many different file types,Some lag while skipping between songs and browsing through menus,https://arstechnica.com/gadgets/2013/02/review-wd-tv-play-is-a-set-top-box-made-for-streaming-junkies/,204947,Review: WD TV Play is a set-top box made for streaming junkies,,gadgets
"A good Ultrabook, a bad tablet: the Lenovo IdeaPad Yoga 13 review",https://cdn.arstechnica.net/wp-content/uploads/2012/11/tent-mode-640x215.jpg,"Perhaps the biggest surprise? It makes a useful, miniature all-in-one.",Andrew Cunningham,2012-11-21,A solid Ultrabook that isn't compromised by its tablet-y aspirations,Not as thin or light as some of its peers,https://arstechnica.com/gadgets/2012/11/a-good-ultrabook-a-bad-tablet-the-lenovo-ideapad-yoga-13-review/,167826,"A good Ultrabook, a bad tablet: the Lenovo IdeaPad Yoga 13 review","The more useful alternate form the Yoga actually takes is that of a small all-in-one. Though not everyone uses their laptop or tablet in the kitchen, it's a reasonably common use case. And the Yoga's bottom half is a more versatile stand than that used by either the Surface or the iPad.",gadgets
A tale of two gaming laptops: The x17 vs. the Blade Mk2 ,https://cdn.arstechnica.net/wp-content/uploads/2012/12/17x-vs-blade-640x215.jpg,"The new Blade is good, but it's still stuck between two worlds.",Andrew Cunningham,2012-12-20,,,https://arstechnica.com/gadgets/2012/12/a-tale-of-two-gaming-laptops-the-x17-vs-the-blade-mk2/,177438,A tale of two gaming laptops: The x17 vs. the Blade Mk2 ,If you ,gadgets
"Hands-on with $6,400 of workstation-class laptop",https://cdn.arstechnica.net/wp-content/uploads/2013/01/8770w-display-side-640x215.jpg,HP's EliteBook 8770w is more laptop than most will ever need (or use).,Lee Hutchinson,2013-01-29,It's crazy-fast,Quite heavy—more luggable than portable,https://arstechnica.com/gadgets/2013/01/hands-on-with-6400-of-workstation-class-laptop/,179774,"Hands-on with $6,400 of workstation-class laptop","Unfortunately, such luxury costs.",gadgets
"Ouya hardware impressions, aka Indie Game: The Console",https://cdn.arstechnica.net/wp-content/uploads/2013/06/Ouya71-640x215.jpg,"It's low on horsepower but delivers plenty of cheap, interesting TV gaming.",Florence Ion,2013-06-25,,,https://arstechnica.com/gaming/2013/06/ouya-hardware-impressions-a-k-a-indie-game-the-console/,295357,"Ouya hardware impressions, aka Indie Game: The Console",,gaming
Review: Dell’s acrobatic XPS 12 is the Windows 8 convertible to beat,https://cdn.arstechnica.net/wp-content/uploads/2012/12/xps-12-main-640x215.jpg,The flippable touchscreen is just one reason why this laptop is great.,Andrew Cunningham,2012-12-17,Beautiful 1080p IPS touchscreen,Battery life is only OK,https://arstechnica.com/gadgets/2012/12/review-dells-acrobatic-xps-12-is-the-windows-8-convertible-to-beat/,176167,Review: Dell’s acrobatic XPS 12 is the Windows 8 convertible to beat,"The XPS 12 isn’t quite light enough to be a great tablet, at least not in the same way that the iPad and the Nexus 10 are great tablets. Its slightly smaller 12-inch frame and unique screen flipping mechanism do make it a plausible tablet, though (even if it’s a bit chunky). More importantly, this passable tablet functionality does nothing to inhibit its utility as a laptop. It has a great keyboard and good trackpad that aren’t cramped by a bulky sliding mechanism. It’s got a great, colorful high-resolution screen. Its styling is attractive without being derivative. Mediocre battery life is our primary criticism, but if you can look past that the XPS 12 is the most convincing Windows 8 laptop we’ve gotten our hands on.",gadgets
Review: Acer’s Iconia W700 is an Ultrabook in a tablet’s body,https://cdn.arstechnica.net/wp-content/uploads/2013/01/w700-stand-keyboard-640x215.jpg,"The tablet balances size, performance, and battery life with some success.",Andrew Cunningham,2013-01-22,Good performance compared to Atom and ARM tablets,No SD card slot,https://arstechnica.com/gadgets/2013/01/review-acers-iconia-w700-is-an-ultrabook-in-a-tablets-body/,187275,Review: Acer’s Iconia W700 is an Ultrabook in a tablet’s body,"As a demonstration that tablets can use Ultrabook-class processors and still get by as tablets, the W700 is a fine device. As something you should run right out and buy right now, it falls short—upcoming Ivy Bridge and Haswell look to address most of its faults, and based on what we've seen of Haswell so far they'll be as thin as these Ultrabooks-turned-tablets can get before Broadwell chips start coming out in 2014. Hold off on this one, but rest assured that these kinds of tablets don't ",gadgets
"Microsoft Surface with Windows 8 Pro: Hotter, Thicker, Faster, Louder",https://cdn.arstechnica.net/wp-content/uploads/2013/02/surface-pro-640x215.jpg,What happens when you take Surface RT and add an Intel processor and hi-res screen?,Peter Bright,2013-02-06,The screen is pretty,Runs hot,https://arstechnica.com/gadgets/2013/02/microsoft-surface-with-windows-8-pro-hotter-thicker-faster-louder/,197891,"Microsoft Surface with Windows 8 Pro: Hotter, Thicker, Faster, Louder","Maybe other people can make use of the form factor better than I can. I'm sure the same markets that have used Windows tablets for the last decade will leap at Surface Pro—if they haven't already gone for the iPad. I'm sure some people will find it ""good enough"" as a laptop-like device, and for them it may be a viable purchase. But it's not for me.",gadgets
Review: Who needs Windows RT? Acer’s Iconia W510 runs the real thing,https://cdn.arstechnica.net/wp-content/uploads/2013/02/w510-main-640x215.jpg,"There are some issues, but Intel's Atom delivers the full Windows 8 experience.",Andrew Cunningham,2013-02-09,Runs Windows 8 apps,Build quality is average at best,https://arstechnica.com/gadgets/2013/02/review-who-needs-windows-rt-acers-iconia-w510-runs-the-real-thing/,200067,Review: Who needs Windows RT? Acer’s Iconia W510 runs the real thing,"None of that mitigates the particular issues we have with the W510, but like the W700, it shows that an Intel tablet isn't quite as ludicrous as it might have seemed just a couple of years ago. The W700 needs to be thinner, lighter, and lose the fans, while the W510 needs to up its build quality and performance—if the Haswell or Bay Trail chips can bring us a Windows 8 tablet that can manage all of this, it will definitely help the OS fulfill its promise.",gadgets
Review: Samsung’s ATIV Odyssey is Windows Phone 8 on a budget,https://cdn.arstechnica.net/wp-content/uploads/2013/02/IMG_2885-640x215.jpg,"Screen aside, this handset is a good choice for the free-with-contract crowd.",Andrew Cunningham,2013-02-18,Low cost of entry,"The body, while solid, is a bit thick and plasticky",https://arstechnica.com/gadgets/2013/02/review-samsungs-ativ-odyssey-is-windows-phone-8-on-a-budget/,206193,Review: Samsung’s ATIV Odyssey is Windows Phone 8 on a budget,"None of this is the Odyssey's fault. It's a good low-price smartphone, and both it and Windows Phone 8 are solid choices for anyone buying a smartphone for the first time. Its biggest challenge might be the way that American smartphone subsidies work—all things considered, you can easily buy a whole lot more phone for not much more money.",gadgets
"Review: BlackBerry 10 is better, much better, late than never",https://cdn.arstechnica.net/wp-content/uploads/2013/02/IMG_2838-640x215.jpg,"From Gestures to the Hub, BlackBerry 10 has won us over. But is it too late?",Florence Ion,2013-02-06,"Unified inbox displays all notifications at a glance, integrates with almost every service you could need",Maps are about as reliable as directions that have been printed out,https://arstechnica.com/gadgets/2013/02/review-blackberry-10-is-better-much-better-late-than-never/,197499,"Review: BlackBerry 10 is better, much better, late than never","Is BlackBerry 10 two years too late? After some time with it, we think it still has a viable chance, at least within those faithful markets. Whether it will attract iOS, Android, and Windows Phone users away will depend entirely on how those users feel about dealing with knock-off apps for awhile.",gadgets
"Review: Belkin’s $299 Thunderbolt Express Dock works well, costs lots",https://cdn.arstechnica.net/wp-content/uploads/2013/07/belkintb-dock-plugged-640x215.jpg,"It's fast, expensive, and people are going to be angry it exists. Just like Thunderbolt!",Lee Hutchinson,2013-07-25,Extends the usable life of port-limited Ultrabooks like the MacBook Air by enabling them to work with all kinds of USB 3.0 accessories,"Thunderbolt's powered cables mean that the dock requires external power to operate, killing its mobility",https://arstechnica.com/gadgets/2013/07/review-belkins-299-thunderbolt-express-dock-works-well-costs-lots/,313955,"Review: Belkin’s $299 Thunderbolt Express Dock works well, costs lots",I wouldn't go so far as to say that it's a useless gadget—it's not. It's a well-made device and it's nice and fast. It does exactly what it's supposed to (minus any Apple SuperDrive-related hiccups). The thing that makes it impractical—aside from the sticker shock-inducing $299 price—is that you gotta have a Thunderbolt-equipped computer to even ,gadgets
An imperfect ten: the BlackBerry Z10 smartphone review,https://cdn.arstechnica.net/wp-content/uploads/2013/02/z10-angle-640x215.jpg,"The Z10 is good, just maybe not break-up-with-your-current-smartphone good.",Andrew Cunningham,2013-02-02,The size and build quality are excellent.,BlackBerry 10 and its gestures definitely take getting used to.,https://arstechnica.com/gadgets/2013/02/an-imperfect-ten-the-blackberry-z10-smartphone-review/,195739,An imperfect ten: the BlackBerry Z10 smartphone review,"The Z10's main crime is that it doesn't really do anything that other phones on the market aren't already doing. It does some of those things exceptionally well—the Hub's general implementation is sound, its multitasking implementation is good, and the keyboard is stellar—but they're not ",gadgets
"Hands-on with the Leap Motion Controller: Cool, but frustrating as hell",https://cdn.arstechnica.net/wp-content/uploads/2013/07/lmc-unboxed-cables-640x215.jpg,Hotly anticipated gesture-recognizing device doesn't quite do it for us yet.,Lee Hutchinson,2013-07-27,,,https://arstechnica.com/gadgets/2013/07/hands-on-with-the-leap-motion-controller-cool-but-frustrating-as-hell/,315167,"Hands-on with the Leap Motion Controller: Cool, but frustrating as hell",,gadgets
"New CPUs, faster Wi-Fi, same flaws: Apple’s 2013 iMac reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_7396-640x215.jpg,"Apple delivers improvements, but not the ones the iMac needs most.",Andrew Cunningham,2013-09-28,"Still a nice-looking, well-built computer",21.5-inch model doesn't offer user-accessible RAM slots,https://arstechnica.com/gadgets/2013/09/new-cpus-faster-wi-fi-same-flaws-apples-2013-imac-reviewed/,345815,"New CPUs, faster Wi-Fi, same flaws: Apple’s 2013 iMac reviewed","Particularly perplexing is the lack of a standard SSD option in an age where most of Apple's laptops include them by default. You can get cheaper and larger SSDs than you could last year and Fusion Drive has proven itself to be a good, reliable way to mix SSD performance with HDD capacity, but even if you're buying the top-end iMac you still have to pay an extra $200 to eliminate the performance bottleneck that the mechanical hard drive has become. Solid-state storage is cheaper than it's ever been, and if there's one upgrade we're hoping for in the 2014 iMacs, that's the one.",gadgets
Modbook 2.0: The original Mac tablet gets a makeover,https://cdn.arstechnica.net/wp-content/uploads/2013/02/modbookpro19-640x215.jpg,"Nope, it's not an iPad—it's your 13-inch MacBook with a Wacom digitizer.",Jacqui Cheng,2013-03-05,"Runs a full version of OS X or Windows (under Boot Camp), and all compatible software",Heavy—not something you'd want to carry around all the time,https://arstechnica.com/gadgets/2013/03/review-here-comes-the-new-modbook-the-original-mac-tablet-redux/,213081,Modbook 2.0: The original Mac tablet gets a makeover,,gadgets
Second time’s the charm: The Xperia Tablet Z review,https://cdn.arstechnica.net/wp-content/uploads/2013/06/XperiaTabletZ15-640x215.jpg,"Sony goes high-end with a thin, waterproof chassis and MHL capabilities. ",Florence Ion,2013-06-25,,,https://arstechnica.com/gadgets/2013/06/second-times-the-charm-the-xperia-tablet-z-review/,293061,Second time’s the charm: The Xperia Tablet Z review,,gadgets
"Same wrapper, all-new candy center: The 2013 MacBook Air reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/06/IMG_6541-640x215.jpg,Apple's new ultraportable keeps the best stuff—like uber-battery life—under the covers.,Andrew Cunningham,2013-06-27,Amazing battery life,No SD card slot in the 11-inch model,https://arstechnica.com/gadgets/2013/06/same-wrapper-all-new-candy-center-the-2013-macbook-air-reviewed/,293077,"Same wrapper, all-new candy center: The 2013 MacBook Air reviewed","The Air still represents a good value for the money, given that similar PCs usually don't cost much less (and often cost more, as the Kirabook's $1600 starting price will attest). Owners of 2010 and 2011-model Airs who are looking to upgrade will see big boosts to GPU and storage performance, respectable boosts to CPU performance, and amazing boosts to battery life. If you bought an Air last year, though, don't upgrade unless battery life is the single most important thing to you in a notebook.",gadgets
Review: The Galaxy Note 3 is big—and it pulls some benchmark shenanigans,https://cdn.arstechnica.net/wp-content/uploads/2013/09/IMG_26902-640x215.jpg,"Beyond ""benchmark boosting,"" the Note 3 needs some software solutions ASAP. ",Ron Amadeo,2013-10-01,"A gigantic 5.7-inch, 1080p display",Disappointing battery life,https://arstechnica.com/gadgets/2013/10/review-the-galaxy-note-3-is-big-and-it-pulls-some-benchmark-shenanigans/,345889,Review: The Galaxy Note 3 is big—and it pulls some benchmark shenanigans,"For now you're buying the Note 3 and trusting Samsung to fix the performance shortcomings (and we'll keep our eyes out for any upcoming fixes). For those of you who knew you were buying the Note 3 before you even read this article: knock yourselves out. For everyone else, it's probably best to wait and see what the OTA fairy brings.",gadgets
Review: The Samsung Galaxy S 4 Google Play Edition is great (for now),https://cdn.arstechnica.net/wp-content/uploads/2013/07/twoOSesonephone-640x215.jpg,How much better is the Google Play Edition of the Galaxy S 4 over Samsung's?,Florence Ion,2013-07-03,Stock Android UX is far less cluttered,Battery life is diminished,https://arstechnica.com/gadgets/2013/07/review-the-samsung-galaxy-s-4-google-play-edition-is-great-for-now/,301321,Review: The Samsung Galaxy S 4 Google Play Edition is great (for now),"At this point, it's all subjective. Your decision to choose between the Google Play Edition of the Samsung Galaxy S 4 and Samsung's out-of-the-box version depends entirely on your own experience with the handset. I mostly enjoyed being able to use stock Android on the Galaxy S 4's form-factor. It's a stylish phone that feels good to hold in the palm of the hand, but it's made even better with stock Android as a part of the equation. The biggest setback may be how soon Google will push out updates for the phones, but the search giant has said that it's not solely responsible for the updates on the Google Play Edition of the phone. Samsung handles the kernel, while Google is merely behind the software that sits on top of it. In the end, this might be the deciding factor. If Samsung won't keep the Google Play Edition S 4's software up to date, its value will be significantly diminished.",gadgets
Review: The Hisense Sero 7 Pro is a Nexus 7 clone for $50 less,https://cdn.arstechnica.net/wp-content/uploads/2013/06/IMG_6581-640x215.jpg,This doppelganger tablet offers some features that the Nexus 7 doesn't have.,Andrew Cunningham,2013-06-30,The Nexus 7’s principal specs for $50 less,"It matches the Nexus 7, but a replacement for that tablet is due any time now",https://arstechnica.com/gadgets/2013/06/review-the-hisense-sero-7-pro-is-a-nexus-7-clone-for-50-less/,299855,Review: The Hisense Sero 7 Pro is a Nexus 7 clone for $50 less,If you’re in the market for a 7-inch tablet but you ,gadgets
Review: Acer Aspire R7 tries really hard to address needs no one has,https://cdn.arstechnica.net/wp-content/uploads/2013/07/aspirer7-ezel-hinge1-640x215.jpg,Uncomfortable form factor and haphazard design leave us confused and unsatisfied.,Lee Hutchinson,2013-07-11,Sturdy construction—signature Ezel hinge is tight and functional,Far too heavy to be usefully portable,https://arstechnica.com/gadgets/2013/07/review-acer-aspire-r7-tries-really-hard-to-address-needs-no-one-has/,304325,Review: Acer Aspire R7 tries really hard to address needs no one has,In conclusion: ,gadgets
Review: The HTC One Google Play edition offers the best of both worlds,https://cdn.arstechnica.net/wp-content/uploads/2013/07/IMG_6604-640x215.jpg,Ditching Sense lets the hardware's best qualities shine through.,Andrew Cunningham,2013-07-04,The One is still some of the best phone hardware on the market,Pricey,https://arstechnica.com/gadgets/2013/07/review-the-htc-one-google-play-edition-offers-the-best-of-both-worlds/,301769,Review: The HTC One Google Play edition offers the best of both worlds,"Still, for a very specific subset of the developer and enthusiast community, the Google Play edition HTC One represents an opportunity to get rid of ""or."" You can now get one of the best Android phones available ",gadgets
"iOS 7, thoroughly reviewed",https://cdn.arstechnica.net/wp-content/uploads/2013/09/ios7-feature-3-640x215.jpg,Apple's latest mobile OS is simultaneously transformative and incremental.,Andrew Cunningham,2013-09-18,Successfully walks the line between “different enough to be unmistakably new” and “familiar enough not to be terrifying.”,"Generally, Apple’s services aren’t as robust or as all-encompassing as Google’s—Google Now is often more intelligent than Siri, for example, and the more of your data you have in Google’s cloud, the wider that gap becomes.",https://arstechnica.com/gadgets/2013/09/ios-7-thoroughly-reviewed/,331311,"iOS 7, thoroughly reviewed","Look, I don’t fancy myself a designer. Some people can look at things like Jony Ive’s app icon grid and say it is “",gadgets
