Title,Author,Description,Date,Score Rating,URL,Image,Bottom Line,Pros,Cons
Skinit Impact iPhone Case review: Custom protection,Karen S Freeman,"Skinit is known primarily for its custom decals, but the company also offers some pretty great cases. Show off your love for a favorite team, school, movie, character, or theme of your choice.",2019-10-18,4.5,https://www.imore.com/skinit-impact-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/skinit-impact-iphone-case-hero.jpeg?itok=b-xD7Ul3,: $40,,
LifeProof FLiP Series iPhone Case review: Stashable and crashable,Karen S Freeman,"This heavy-duty case from LifeProof isn't your typical wallet-style case. While there is a wallet flap, it doesn't close over the screen like a wallet folio case.",2019-10-15,3,https://www.imore.com/lifeproof-flip-series-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/lifeproof-flip-series-iphone-11-case-hero.jpeg?itok=Qq7nimor,: $61,,
iPhone 11 Camera Review: One month later,Rene Ritchie,"I’ve been shooting with the #iPhone11 Pro for a month now. Here’s how it compares to the iPhone 6 Plus, 6s Plus, 7 Plus, X, and XS Max in a variety of situations, how Smart HDR, Deep Fusion, and Night Mode all work, and should you upgrade for the camera?",2019-10-10,,https://www.imore.com/iphone-11-camera-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/iphone-11-pro-camera-review-hero.jpg?itok=xXpGWNmZ,,,
Seneo's active noise-cancelling Bluetooth headphones are on sale for $40 today,John Levite,Block out ambient noise with the hybrid active noise-cancelling. Get long-term comfort with protein ear cups and an easy-adjust headband. The 40mm drivers deliver powerful Hi-Fi sound. And you can use the mic to take phone calls. Lasts 30 hours.,2019-10-11,,https://www.imore.com/seneos-active-noise-cancelling-bluetooth-headphones-are-sale-40-today,https://www.imore.com/sites/imore.com/files/styles/large/public/article_images/2019/10/seneo-955o.jpg?itok=vjHuqFGV,,,
Caudabe Synthesis iPhone Case review: Translucent protection,Karen S Freeman,"A clear case is great for showing off your iPhone, both its color and its Apple logo. But if you're looking for something a bit different, the translucent matte finish of the slim, protective Caudabe Synthesis has a much more subtle effect.",2019-10-10,4.5,https://www.imore.com/caudabe-synthesis-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/caudabe-synthesis-iphone-11-pro-case-hero.jpeg?itok=izb_4Qx6,: $30,,
Spigen Liquid Crystal Glitter iPhone Case review: Extra shine,Karen S Freeman,"Protect your iPhone with this simple, lightweight TPU case. It's not just a clear case, though. This one is infused with sparkly but tasteful glitter.",2019-10-09,4.5,https://www.imore.com/spigen-liquid-crystal-glitter-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/spigen-liquid-crystal-glitter-iphone-11-pro-case-hero.jpeg?itok=DTvRf1aY,: $12,,
GVIEWIN Retractable Charging Cable review: Cute and convenient,Karen S Freeman,"Cable tangle is the worst, and I am always looking for solutions to neaten up my work area and streamline my travel bag. Enter the USB-A to USB-C GVIEWIN Retractable Charging Cable.",2019-10-08,4,https://www.imore.com/gviewin-retractable-charging-cable-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/gviewin-retractable-charging-cable-hero.jpeg?itok=sIbRq5NI,: $15,,
macOS Catalina Review,Rene Ritchie,"Catalina, which has been available in beta form since its introduction back in June, and which goes into general release today, is the 15th version of that operating system, of the brain that runs every modern Mac. Here is its story.",2019-10-07,,https://www.imore.com/macos-catalina-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/macos-catalina-review-hero.jpg?itok=N-jAN1AV,,,
Velvet Caviar iPhone Case review: Stunning and protective,Karen S Freeman,"I love a pretty case, but make no mistake: this is a sturdy, protective case to set your mind at ease. If you like having a grip on the back of your phone, you can purchase one of Velvet Caviar's ring grips to match (or contrast with) your case pattern.",2019-10-06,4.5,https://www.imore.com/velvet-caviar-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/iphone-11-velvet-caviar-case-hero.jpeg?itok=RayJkkCj,: $30,,
"RemoBell S Video Doorbell Review: Small cost, big features",Christopher Close,"This cost-effective video doorbell doesn't skimp on features, and it doesn't require a subscription.",2019-10-05,4,https://www.imore.com/remobell-s-video-doorbell-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/remobell-s-review-outdoor-hero.jpg?itok=x2Ot15B-, $99,,
Totallee Wireless Charger review: Slim and minimal,Karen S Freeman,"Totallee's wireless charger is thin and aesthetically appealing, much like Totallee's cases.",2019-10-05,4,https://www.imore.com/totallee-wireless-charger-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/totallee-wireless-charger-hero.jpeg?itok=Bd6pNx52,: $49,,
Synology DS620slim Review: Rock solid small-office server in a tiny package,Jeffery Battersby,"If you're running big server needs in an itty-bitty living space, this NAS is for you.",2019-10-05,5,https://www.imore.com/synology-ds620slim-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/img_0709.jpg?itok=G44BJNVc, From $450,,
GoodNotes 5.3.3 review: Taking the best iPadOS has and making it better,Lory Gil,"If you want to see just how amazing multitasking and multiple tabs can be on iPadOS 13, GoodNotes pushes the boundaries with its latest update.",2019-10-04,,https://www.imore.com/goodnotes-533-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/goodnotes-review-hero.jpeg?itok=92WzBZJo,,,
Postbox 7 review: Elite email excellence,Nathan Alderman,"This feature-stuffed email client isn’t for everyone, but it’s packed with power, polish, and poise.",2019-10-04,4,https://www.imore.com/postbox-7-review-elite-email-excellence,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/postbox-review-mockuuup.jpeg?itok=jKuZRdE4,,,
Dragon Quest XI S for Nintendo Switch review: This is the best version of an already amazing game,Rebecca Spear,"Previous versions of the game are awesome, but the enhancements make this Switch version even better.",2019-10-04,4.5,https://www.imore.com/dragon-quest-xi-s-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/dragon-quest-xi-s-switch-review-036.jpg?itok=8sevGS8i,": This is the best version of Dragon Quest XI. It includes new character storylines, allows you to switch between playing a 2D and 3D version of the game, and has several other small enhancements to make the gaming experience more convenient and fun.",,
Green Chef Meal Kit review: Specialty diets welcome,Philip Berne,"Green Chef organic meal kit boxes are the best option if you need to restrict gluten or carbs, but for most cooks the recipes don't justify the higher price",2019-10-03,4,https://www.imore.com/green-chef-meal-kit-review-specialty-diets-welcome,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/green-chef-hero-bag.jpg?itok=6I4775Ya,: From $10 per serving,,
Pad & Quill Bella Fino iPhone 11 Pro case review: The only wallet case you'll ever need,Lory Gil,A wallet is a very personal style. The Bella Fino may just be the wallet case style you're looking for.,2019-10-03,,https://www.imore.com/pad-quill-bella-fino-iphone-11-pro-case-review-only-wallet-case-youll-ever-need,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/bella-fino-cropped.jpg?itok=LJxShY7W,,,
Nomad Active Rugged Case review: Water-resistant leather,Karen S Freeman,"If you love a leather case, but don't want to have to worry about getting it wet, Nomad's Active Rugged Case is a case to consider. The case is wrapped in hydrophobic leather, so it won't sustain damage if it gets wets.",2019-10-03,4.5,https://www.imore.com/nomad-active-rugged-case-review-water-resistant-protection,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/10/nomad-active-rugged-case-iphone-11-pro-hero.jpeg?itok=nKFpMLUK,: $50,,
Ni No Kuni for Nintendo Switch review: A charming fairy tale adventure,Rebecca Spear,The delightful return of a classic game.,2019-10-02,4,https://www.imore.com/ni-no-kuni-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/ni-no-kuni-review-001.jpg?itok=ksOVjef5,": This rereleased classic is a delightful adventure for any Switch owner. It showcases beautiful cut scenes from Studio Ghibli and has you exploring an imaginative fairy tale world. It's a heartwarming tale about loss, love, and friendship.",,
Fuse Chicken GRAVITY TOUCH Wireless Charger review: Bamboo beauty,Karen S Freeman,"If you're looking for a wireless charger for your iPhone that looks great sitting out on your desk, check out this slim wireless charger featuring a bamboo charging surface and chamfered aluminum edges.",2019-10-02,4,https://www.imore.com/fuse-chicken-gravity-touch-wireless-charger-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/fuse-chicken-gravity-touch-wireless-charger-hero.jpeg?itok=FZQcpLTz,: $40,,
SteelSeries Arctis 1 Wireless Gaming Headset review: Wireless perfection for your Nintendo Switch and beyond,Rebecca Spear,"The SteelSeries Arctis 1 Wireless Gaming Headset works with PC, PS4, Xbox One, Android phones that sport a USB-C port, and even the Nintendo Switch. It comes with a USB-C wireless transmitter, USB-A adapter cable, and a 3.5 mm audio cable to help you hook it up to each of these devices.",2019-10-01,4.5,https://www.imore.com/steelseries-arctis-1-wireless-gaming-headset-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/steelseries-arctis-1-wireless-headset-023-3.jpg?itok=stuEljsj,,,
This is the case I bought for my iPhone 11 Pro and why it's my daily protection,Lory Gil,"It's ultra-thin all the way for me, and Totallee's case is my bliss.",2019-09-30,,https://www.imore.com/case-i-bought-my-iphone-11-pro-and-why-its-my-daily-protection,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/totallee-iphone-11-pro-case-review-01.jpeg?itok=DxDLP_vl,,,
Coros APEX review: A smartwatch for getting off the grid,Mathias Eichler,"Apple Watch Series 5 may be the best watch for most people, but Coros' latest smartwatch is designed for those extra long-distance runs and deep wilderness adventures.",2019-09-30,,https://www.imore.com/coros-apex,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/img_2632.jpeg?itok=9iwirX39, From $300,,
Sniper Elite 3 Ultimate Edition for Nintendo Switch review: Better left in the past,Jake Tucker,"Not every game should get a Switch re-release, and Sniper Elite 3 is the perfect example.",2019-09-30,2,https://www.imore.com/sniper-elite-3-ultimate-edition-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/03/sniper-elite-3-1.jpg?itok=VFAuphTj," Sniper Elite 3 isn't a bad game, and I quite enjoyed playing it before on other consoles, but the Switch just isn't a good fit, and the experience is somewhat frustrating.",,
iPhone 8 in 2019 Review: Should anyone still buy it?,Rene Ritchie,"Buying an iPhone 8 new, now, and in the age of iPhone 11? Even starting at $449?",2019-09-28,,https://www.imore.com/iphone-8-2019-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/iphone-8-coffee.jpeg?itok=XzY4b1Bm,,,
Contra Rogue Corps for Nintendo Switch review: A huge let down for Contra fans,Rebecca Spear,"This run and gun multiplayer tries really hard to be hilariously over the top, but it just comes off as bland and boring. You'll really want to avoid this one.",2019-09-26,1.5,https://www.imore.com/contra-rogue-corps-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/contra-rogue-corps-016.jpg?itok=sxGjRHAe,": The newest entry in the Contra series isn't worth your time or money. The mechanics are bland and the game itself feels unpolished. Where it tries to be funny and over-the-top, it just comes across as pathetic and amateurish.",,
Grip2ü Slim Grip iPhone Case review: Prevent the drop,Karen S Freeman,Have been looking for a case that gives a better grip on your iPhone while still allowing you to use a wireless charger? The Grip2ü Slim Grip iPhone Case fits the bill.,2019-09-26,4.5,https://www.imore.com/grip2u-slim-grip-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/grip2u-slim-grip-iphone-case-hero.jpeg?itok=KsL4zhL8,: $25,,
Link's Awakening for Nintendo Switch review: A remarkable link to the past,Sara Gitkos,"Link's Awakening for the Switch, does the latest remark hold up to the $60 price tag, or should you just take out your GameBoy Color and call it a day? Here's what we thought of the newest addition to the Switch library.",2019-09-23,4.5,https://www.imore.com/links-awakening-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/legend-of-zelda-links-awakening.jpg?itok=g3HR3IUC,": Link's Awakening on the Switch is a beautiful reimagining of the classic game with updated graphics, a remastered soundtrack, and new details to excite both series veterans and newcomers. Unfortunately, some frame rate problems and the underwhelming Chamber Dungeon can deter some players.",,
"Amnesia: Collection for Nintendo Switch review: Still terrifying, but at what cost?",Carli Velocci,"The Amnesia collection gathers all three games in the series in one enticing package, but is it worth playing on the Switch?",2019-09-19,3,https://www.imore.com/amnesia-collection-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/amnesia-the-dark-descent-grunt-doorway.jpg?itok=u5qyA9EB,": Amnesia: Collection brings together one of the best horror games ever made with its two sequels in one complete package that you can take on the go. However, wonky controls and the lack of mod support keep this from being a must-buy, even for horror fans.",,
Jamf Now Review: Mobile Device Management for small businesses,Jeffery Battersby,"If you're looking for a solid MDM service, you're definitely going to want to check out Jamf Now.",2019-09-18,4.5,https://www.imore.com/jamf-now-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/jamf-review-mockuuup.jpeg?itok=W4coihL8,,,
HEX Patrol Backpack review: Stylish and roomy functionality,Christine Chan,The HEX Patrol Backpack has plenty of room for your tech essentials and then some.,2019-09-17,4.5,https://www.imore.com/hex-patrol-backpack-review-stylish-and-roomy-functionality,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/hex-patrol-backpack-hero.jpg?itok=-_OMWUaI,: $120,,
Joule vs Instant Pot Accu Slim: Which sous vide should you buy?,Amy-Mae Turner,If you're weighing up the differences between the Joule sous vide wand and the Instant Pot Accu Slim we can help you decide which option you should go for.,2019-09-12,,https://www.imore.com/joule-vs-instant-pot-accu-slim,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/joule-accessories.jpg?itok=h_2iNKL_,,,
Sonos One vs. HomePod: Which should you buy?,Joseph Keller,"When you’re looking for a smart speaker for your home, should you get the Sonos One, or the Apple HomePod?",2019-09-11,,https://www.imore.com/sonos-one-vs-homepod,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2017/10/sonos-one-review-6-140fd-140fd.jpg?itok=t-NuizN7,,,
Solo Leroy Rolling Duffel review: Smooth roller,Karen S Freeman,"Who says you need a big, heavy suitcase? This lightweight duffel bag meets most airplane carry-on requirements and has wheels to ease your travels.",2019-09-10,4,https://www.imore.com/solo-leroy-rolling-duffel-review-smooth-roller,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/solo-leroy-rolling-duffel-bag-hero.jpeg?itok=bXuBTCTb,: $120,,
Waterfield Designs Executive Leather Messenger review: Professional practicality,Christine Chan,"The Executive Leather Laptop Messenger is a high-quality, roomy bag that is sure to make a statement. Here's what we think of the latest bag from Waterfield Designs.",2019-09-08,4.5,https://www.imore.com/waterfield-designs-executive-leather-messenger-review-professional-practicality,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/wd-executive-leather-messenger-front.jpg?itok=EQTu_4Tm,: $379-$399,,
MX Master 3 and MX Keys review: Professional mouse and keyboard to the extreme,Lory Gil,Logitech's latest update to the MX Master mouse makes it more comfortable and easy to use. The MX Keys are designed to fit perfectly with it. Here's our review.,2019-09-05,4.5,https://www.imore.com/mx-master-3-and-mx-keys-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/logitech-mx-master-3-and-keys-review-04.jpeg?itok=1znaEoUI, $99,,
Harry Potter Wizards Unite Fan Festival 2019: Full of dragons and magic,Christine Chan,"Niantic just held the very first Harry Potter Wizards Unite Fan Festival in Indianapolis, Indiana this weekend, and it proved to be a fantastic overall experience.",2019-09-01,,https://www.imore.com/harry-potter-wizards-unite-fan-festival-2019-full-dragons-and-magic,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/09/hpwu-ff-concert-stage-people.jpg?itok=jeFlow1U,,,
Burkley Rover iPad Cover review: Get a grip on your iPad,Karen S Freeman,There's a lot to love about this full-grain premium leather and protective polycarbonate iPad case.,2019-09-01,4.5,https://www.imore.com/burkley-rover-ipad-cover-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/burkley-rover-ipad-cover-hero.jpeg?itok=Z7jxNRHo,: $79,,
Amazon Meal Kit review: Wilting expectations,Philip Berne,"Amazon Meal Kits are now available at Whole Foods, but they don't live up to Whole Foods quality standards nor taste as good as better delivery kits",2019-08-29,2,https://www.imore.com/amazon-meal-kits-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/amazon-meal-kit-two-boxes.jpg?itok=OQhOVIvJ,: From $8 per serving,,
Enter the Gungeon: Deluxe Edition for Nintendo Switch review: A ridiculously fun test of skill for one or two players,Rebecca Spear,"In addition to providing excellent randomized dungeon crawls for those who love proving their gaming skills, this game is simply downright funny to play either by yourself or with a friend.",2019-08-23,4.5,https://www.imore.com/enter-gungeon-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/enter-the-gungeon-nintendo-switch-002.jpg?itok=tNKfiWxl, This is a super fun game for anyone who loves dungeon crawlers and has a good sense of humor. The characters are quirky and the dialogue hilarious. Challenge yourself to see if you can address the regrets of the four protagonists and set their minds at peace while blasting your way from one randomly generated dungeon after another.,,
Zagg Rugged Messenger for iPad Air Review: Protective and functional,Jared DiPane,"A keyboard case has proven to make me more productive on my iPad, and the Zagg Rugged Messenger has quickly become my favorite option.",2019-08-23,4.5,https://www.imore.com/zagg-rugged-messenger-ipad-air-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/zagg-rugged-messenger-hero.jpg?itok=er0Mx5wR,,,
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution review: It's time to duel!,Christine Chan,"Yu-Gi-Oh! Legacy of the Duelist: Link Evolution has finally arrived on the Nintendo Switch, and we are reliving the glory days of iconic duels between Yami Yugi and Seto Kaiba.",2019-08-22,4,https://www.imore.com/yu-gi-oh-legacy-duelist-link-evolution-review-its-time-duel,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/yugioh-legacy-duelist-link-evo-hero.jpg?itok=hFl4oAAq," Yu-Gi-Oh! Legacy of the Duelist: Link Evolution is the perfect way to get your Yu-Gi-Oh! fix on-the-go. Relive iconic duels from all seasons of the anime series, take part in reverse duels, duel against friends in multiplayer, play in Sealed and Draft Battles, earn card rewards, and unlock over 9000 cards from booster packs. It's all Yu-Gi-Oh!, all the time.",,
Mosyle Business review—Cloud-based Mobile Device Management at a great price,Jeffery Battersby,Cloud-based mobile device management service offers excellent features at an unbeatable price.,2019-08-22,4.5,https://www.imore.com/mosyle-business-mobile-device-management,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/mosyle-business.jpeg?itok=-LtuslRV, $12 per device per year,,
Journal for iPad Pro review: An executive look when you want to impress,Lory Gil,"With the Journal folio case now available for the iPad Pro, you can have the Apple device equivalent of matched luggage.",2019-08-21,4.5,https://www.imore.com/journal-ipad-pro-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/twelve-south-journal-ipad-pro-hero-03.jpeg?itok=DOug31IK, From $100,,
Apple Card review: How a credit card can actually be different,Lory Gil,"Though the act of using it isn't any different than any other credit card, the Apple Card experience is completely new.",2019-08-20,4.5,https://www.imore.com/apple-card-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/apple-card-hero-05.jpeg?itok=9pEghmvO, 12.99% - 23.99%,,
Burkley Prescott Folio iPad Case review: Magnetic and detachable,Karen S Freeman,"Premium leather defines this luxurious two-in-one case. Use shell case alone, and attach it magnetically to the folio stand when needed.",2019-08-15,4,https://www.imore.com/burkley-prescott-folio-ipad-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/burkley-prescott-folio-case-ipad-pro-hero.jpeg?itok=SI6eDK3X,: $119,,
Nintendo Switch 2019 Review: An improved hybrid experience,Russell Holly,"We got our hands on the new Nintendo Switch with longer battery life and tested it out for over 30 hours to see how it compares to the original. Though some of the differences are slight, it's definitely a better system than the original.",2019-08-14,,https://www.imore.com/nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/new-nintendo-switch-review-001.jpg?itok=h7uOubTq, This newer version of the Switch allows you to play your favorite Switch games for longer stretches. It has a battery life of 4.5 to 9 hours and can be used to play on TV or in your hands like a handheld gaming system. This is definitely an improved model from the original and makes for a great gaming system.,,
Satechi Dual Smart Outlet review: Double the smarts with separate controls,Lory Gil,Dual smart outlets are awesome but having separate controls for each is invaluable.,2019-08-13,4,https://www.imore.com/satechi-dual-smart-outlet-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/satechi-dual-smart-outlet-hero-02.jpeg?itok=x3rcKEme, $60,,
Satechi Bluetooth keyboard for Mac review: A whole lot of good for $80,Luke Filipowicz,"For all the accessories you can buy for your Mac, MacBook, or iPad Pro, there's probably no accessory you would use more than a great keyboard. Can the Satechi Bluetooth keyboard for Mac stand out enough to be worth $80? Read my full review to find out.",2019-08-09,4,https://www.imore.com/satechi-bluetooth-keyboard,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/03/lg-27uk850-hero.jpg?itok=WhQb5h-a,,,
ESR Paper-Like Screen Protector review: Closer to pen on paper,Karen S Freeman,The ESR Paper-Like Screen Protector delivers on its promises: writing or drawing on your iPad with your finger or stylus does indeed have a more paper-like feel. But there is definitely a compromise to be made.,2019-08-09,4,https://www.imore.com/esr-paper-screen-protector-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/esr-paper-like-screen-protector-hero.jpeg?itok=_2wMlCKR,: $25 for two,,
"Journey on iOS review: It's about the voyage, not the destination",Christine Chan,"Journey, the classic adventure game that is beloved by many, has surprisingly arrived on iPhone and iPad. Is it worth checking out?",2019-08-06,4.5,https://www.imore.com/journey-ios-review-its-about-voyage-not-destination,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/journey-ipad-pro-hero.jpg?itok=YQfhOJyY," Journey is a beautiful, peaceful, and tranquil platforming adventure game that demonstrates that it's all about the trek to get to your destination, rather than the destination itself.",,
AirSnap review: The best case for your AirPods — now with twill!,Lory Gil,My favorite AirPods case looks even cuter with this new outfit.,2019-08-06,4.5,https://www.imore.com/airsnap-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/airsnap-01.jpeg?itok=zHqgom9n, $35,,
Nimble iPhone Case review: An eco-friendly choice,Karen S Freeman,"Nimble cases are made from recycled water bottles, and 5% of the proceeds are donated to various organizations working to save our oceans. Plus, it's a nice case.",2019-08-02,4.5,https://www.imore.com/nimble-iphone-case-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/08/nimble-iphone-case-hero.jpeg?itok=vYba3ITh,: $40,,
QiStone 2 Review: Backup power three ways,Russell Holly,"It's a weird little battery, for sure. But if you have a lot of different things to charge, this is a surprisingly capable option to have.",2019-08-01,4,https://www.imore.com/qistone-2-review,https://www.imore.com/sites/imore.com/files/styles/large/public/article_images/2019/07/qistone-vertical-1rem.jpg?itok=Aqj4p-aA,,,
Osprey Nova Backpack review: Laptop bag and much more,Karen S Freeman,"I'd been looking for a larger laptop backpack with separate compartments for my MacBook Pro, iPad Pro, and other necessities. I've found it in the Osprey Nova.",2019-08-01,4.5,https://www.imore.com/osprey-nova-backpack-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/osprey-pack-laptop-backpack-hero.jpeg?itok=Uui1AjhR,: $120,,
Fire Emblem: Three Houses for Nintendo Switch review: A fun tactical game at a medieval Hogwarts,Rebecca Spear,"I spent over 30 hours testing the newest game in the Fire Emblem franchise. It's a bit complex to get used to, but once you've gotten a hang of everything you'll find it provides a rewarding strategy game in a Hogwarts-like environment.",2019-07-31,5,https://www.imore.com/fire-emblem-three-houses-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/fire-emblem-three-houses-001.jpg?itok=Mwc9cib1," There is a lot to this game, so much so that it can feel incredibly overwhelming when learning how to play. However, after you learn the basics, this game doesn't feel so daunting. Everything comes together to create a fun strategy game that not only has a fun plot but allows you to influence the outcomes with your decisions.",,
Costco Photo Printing review: Good prices for members only,Karen S Freeman,"Costco offers a nice selection of photo print sizes, photo products, and other print services worth checking out. The quality is great and the prices are reasonable.",2019-07-31,4,https://www.imore.com/costco-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/costco-photo-printing-hero.jpeg?itok=jbi0JRQ6,: Varies,,
CVS Photo Printing review: Extensive photo services,Karen S Freeman,"CVS offers an impressive array of photo services, but I had a significant issue with the photo book I ordered.",2019-07-30,4,https://www.imore.com/cvs-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/cvs-photo-printing-hero.jpeg?itok=hSYgE32T,: Varies,,
Aura Digital Photo Frame Review: I can't stop using it,Jared DiPane,"The Aura digital photo frame has captured the heart of myself and my wife, and if you give it a shot I bet you'll love it too!",2019-07-29,4.5,https://www.imore.com/aura-digital-photo-frame-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/aura-frame-hero.jpg?itok=K8DOTpes,,,
Nations Photo Lab Photo Printing review: Quality and variety rules,Karen S Freeman,"Nations Photo Lab offers a huge variety of stellar quality photos and photo products. You'll have to deal with an annoying photo book platform, however.",2019-07-29,4.5,https://www.imore.com/nations-photo-lab-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/nations-photo-lab-photo-printing-hero.jpeg?itok=u6qrP_tQ,: Varies,,
Astro Bears for Nintendo Switch review: A stellar party game for up to four players,Rebecca Spear,Compete with friends using adorable cartoony bear characters in this 3D version of Snake.,2019-07-28,4,https://www.imore.com/astro-bears-nintendo-switch-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/astro-bears-nintendo-switch-000.jpg?itok=hMlU-1i6," This inexpensive game provides hilarious entertainment with a simple base idea. It's the perfect party games since it's lighthearted, funny, supports up to four players, provides just the right amount of strategy, features multiple modes, and is riddled with hilarious bear puns.",,
Coros Vertix review: There's new competition for the big-dog fitness trackers in town,Mathias Eichler,Long-distance runners need reliability they can trust. So what happens when a company you trust suffers reliability? Coros is here to pick up the pieces.,2019-07-28,,https://www.imore.com/coros-vertix,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/img_2143.jpg?itok=PHlTuoQ1,,,
"FreePrints Photo Printing review: Different, easy, and fun",Karen S Freeman,"FreePrints online photo printing service is utterly unlike the others out there. It has an interesting model that offers tons of ""free"" products each month.",2019-07-28,4,https://www.imore.com/freeprints-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/freeprints-photo-printing-hero.jpeg?itok=qi-gqzLI,: Varies,,
Mixbook Photo Printing review: Focus on quality,Karen S Freeman,"Mixbook focuses on making a few products very well rather than making a ton of different photo products. The site can be confusing and prices aren't the cheapest, but deals and promo codes are plentiful.",2019-07-27,4,https://www.imore.com/mixbook-photo-printing-review,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/mixbook-photo-printing-hero.jpeg?itok=MNz2olo8,: Varies,,
Suunto 9 review: A wilderness runner's best performance-tracking friend,Mathias Eichler,"When you're long-distance running through the woods, the last thing you want to do is slow down to look at your fitness tracker's tiny screen.",2019-07-26,4,https://www.imore.com/suunto-9,https://www.imore.com/sites/imore.com/files/styles/large/public/field/image/2019/07/img_1995.jpg?itok=oOPvvGY4, From $600,,
